ticker,52W High,52W Low,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
RVMD,-0.2985,0.9066,,0.0688,-1.1340000000000001,,0.077,,-0.13699999999999998,,,0.005,-0.3178,0.7170000000000001,0.0085,2180000000.0,,,0.4581,0.2893,-0.1594,0.1769,0.14429999999999998,,,,,0.326,0.17170000000000002,0.142,0.2398,46170000000.0,-0.242,,0.0407,41100000000.0,58750000000.0,,,32.98,-42.232,33.13,29.8112,-19.37,33.46,27.276176,47.14,17.345,,,0.01936,0.47858003,30.14,,30.94,,47.226025,-1.60615,33.13,29.8112,30.14,30.94,30.14,0.0254,0.0521,5.47,,,-21.247,,28.726812,2.08,,6.14,5.01,7.8,0.0,,,-21.25,-0.39,,106.0,,,0.0,6.49,7.96,,,56.12,,40.19,39.86,7.8,80.03,1.8,0.66,4.08,42.25,
AJRD,-0.2473,0.2676,,0.0727,-0.11900000000000001,0.055,0.12890000000000001,0.311,-0.032,0.174,126800000000.0,0.005,-0.0171,,0.0042,3370000000.0,0.115,0.0,0.066,0.029900000000000003,0.0791,0.0689,-0.0558,-0.1671,0.064,0.047,0.209,0.154,0.051,-0.0183,0.056299999999999996,1990000000.0,0.055999999999999994,0.044000000000000004,0.0654,76750000000.0,77600000000.0,44.32,0.331103,,8.651,43.47,40.13,10.866,1.496,41.9,57.27,34.01,2.02,21.341585,0.024149999,1.05556,40.2,4.08,40.19,4.983239,1.7003784,0.064619996,43.47,40.13,40.2,40.19,40.2,0.0639,0.0962,11.1,,,1.524,28.287401,41.03268,1.18,0.27,8.65,13.07,1.8,0.94,,,1.54,0.46,,4814.0,20.18,,0.5,4.72,3.12,26.58,10.52,1.61,4.83,41.1,40.82,1.7,48.08,2.2,0.99,7.85,55.75,
APLS,-0.2862,0.9079999999999999,,0.060700000000000004,-0.397,0.027999999999999997,0.09300000000000001,,-1.089,,-470500000000.0,0.024,-0.0095,0.826,0.1166,2380000000.0,,,0.1678,0.0604,-0.0108,0.0304,0.05,0.30210000000000004,,-0.779,-2.8310000000000004,,0.0754,0.0002,0.08710000000000001,,,,0.1745,59040000000.0,75550000000.0,,1.145083,25.5,3.07,32.279,30.375,-4.671,,29.385714,45.04,16.85,-6.42,-5.007788,0.21841998,0.69478995,30.69,-1.62,30.31,10.472314,,,32.279,30.375,30.69,30.31,30.69,0.1363,0.20899999,16.67,,,-6.793,,30.361992,1.87,,3.07,10.68,14.7,0.0,,,-7.61,-1.57,,235.0,,,1.5,11.82,3.4,,,,,35.26,36.29,14.7,64.88,1.8,0.96,16.25,51.54,
BPMC,-0.0018,1.0159,,0.1303,-0.11599999999999999,0.2227,-5.353,-0.325,-0.348,0.998,-395000000000.0,0.009000000000000001,-0.2213,0.9790000000000001,0.0373,4760000000.0,,,0.4804,0.17350000000000002,0.10550000000000001,0.1955,0.0894,0.085,,-0.49700000000000005,-0.7040000000000001,-0.778,0.17629999999999998,0.2516,0.1631,75200000000.0,0.627,,0.0693,53670000000.0,54220000000.0,90.34,1.033444,84.32,10.71,87.75,82.2,-10.989,58.457,74.74086,87.75,43.29,-7.32,-11.922131,0.01426,0.97899,82.33,2.35,77.21,8.148459,64.15892,,87.75,82.2,82.33,77.21,82.33,0.0673,0.0784,11.62,,,-7.698,,69.490074,3.32,0.98,10.72,9.26,5.4,0.0,,,-7.66,7.66,,419.0,,,0.0,9.32,10.8,,,74.91,,99.96,99.91,5.4,77.26,1.7,0.53,8.46,102.0,
CZR,-0.1783,8.6561,6540000000.0,0.068,-5.632000000000001,0.275,0.738,0.32799999999999996,-0.153,0.49200000000000005,-251800000000.0,0.055999999999999994,0.0,0.774,0.5366,9220000000.0,0.217,0.0,2.8625,0.3004,0.32130000000000003,-0.0144,-0.0253,0.36460000000000004,0.044000000000000004,0.013999999999999999,0.076,0.077,0.1545,0.4387,0.3583,1850000000.0,-0.256,0.475,0.08689999999999999,160640000000.0,160830000000.0,,2.944258,,16.4,58.57,55.196,27.336,6.214,46.359573,70.74,5.99,-1.8,-32.294445,,,55.88,-0.31,54.43,3.5445123,5.0404673,-0.13575,58.57,55.196,55.88,54.43,55.88,0.0868,0.1066,2.81,,,-3.218,,21.690762,3.39,2.92,20.19,4.92,3.2,2.26,,,-3.2,-2.2,,18600.0,,,2.26,2.59,10.63,,,5.66,,54.74,52.35,3.2,49.26,1.8,0.66,1.93,67.64,
DIN,-0.46140000000000003,2.9732,,0.06269999999999999,-7.829,-0.0506,1.6606,0.253,0.33899999999999997,0.39399999999999996,-58900000000.0,0.001,0.0,0.8540000000000001,-0.0802,961480000000.0,-0.065,,1.2388,0.0361,0.2657,-0.0806,-0.3264,-0.22,-0.077,-0.027999999999999997,0.217,0.08900000000000001,-0.0581,-0.01,0.09050000000000001,761500000000.0,-0.519,0.068,0.0814,16120000000.000002,16180000000.0,57.68,1.86845,54.81,-22.45,56.46,52.8,14.325,3.469,56.431427,104.47,14.16,4.88,11.5286875,0.01812,0.95564,,-6.02,52.94,,1.2130321,-0.08028,56.46,52.8,,52.94,,0.0799,0.1492,2.25,2.14,0.040423125,-3.588,,43.58594,3.11,2.04,-22.78,17.62,1.6,,,,-3.77,0.25,,558.0,12.42,,,,3.44,,93.0,1.26,,58.18,60.59,1.6,58.81,2.2,0.78,2.17,69.14,
FLGT,-0.2329,5.0075,,0.0708,7.327999999999999,0.4445,0.7525,0.17300000000000001,0.93,0.5589999999999999,2500000000.0,0.073,-0.0949,0.304,0.0434,821100000000.0,0.043,0.0,3.0616000000000003,-0.16149999999999998,1.3,0.32880000000000004,2.1202,2.6591000000000005,0.057999999999999996,0.03,0.033,-0.006,0.2225,1.1246,0.25989999999999996,43800000000.0,1.06,0.91,0.09910000000000001,11930000000.0,21750000000.0,41.98,1.913176,41.87,3.991,44.4028,39.3901,200.437,18.348,36.276,52.47,6.7,2.09,19.575216,0.58151,0.58884996,40.76,0.6,37.59,10.251116,20.679213,0.05785,44.4028,39.3901,40.76,37.59,40.76,0.053400002,0.096499994,1.11,,,0.124,329.9371,20.883297,3.09,1.7,4.0,0.93,6.3,0.0,,,0.11,0.55,,139.0,20.95,,0.0,11.0,47.31,385.96,,22.57,8.68,44.87,44.0,6.3,59.33,1.7,0.68,1.62,56.25,
FROG,0.0092,0.2952,4760000000.0,0.15990000000000001,2.843,,,,0.7929999999999999,0.8079999999999999,-3800000000.0,,,,,6860000000.0,-0.036000000000000004,,,,,,0.19940000000000002,,-0.028999999999999998,,,0.256,0.19079999999999997,0.19079999999999997,0.19079999999999997,127900000000.0,0.462,,,87790000000.0,88240000000.0,77.6,,,,79.385,,-9196.637,14.962,67.748,79.385,,,,,,69.25,,,,53.912514,-0.02934,79.385,,69.25,,69.25,,,,,,,,67.748,7.46,,,1.85,2.3,,,,-0.05,0.03,,590.0,264.29,,,,40.1,,,53.51,,73.37,74.0,2.3,,4.0,0.48,,50.0,
LEGN,-0.3249,0.18469999999999998,,0.061500000000000006,,,0.371,,,,-164800000000.0,,,0.19699999999999998,,4059999999.9999995,,,,-0.1912,-0.28800000000000003,-0.0915,-0.21109999999999998,,,,,1.194,-0.0882,-0.17309999999999998,-0.1272,58800000000.0,0.15,,0.058600000000000006,11870000000.0,139140000000.0,,,,,29.425,27.12,-12.468,37.599,32.19657,43.24,24.64,,,,,27.5,,27.5,,60.895584,,29.425,27.12,27.5,27.5,27.5,0.0054,,3.91,,,,,35.21816,1.49,,,1.83,2.4,,,,-1.27,-0.31,,645.0,,,,,16.49,,,69.18,,29.44,30.14,2.4,48.02,1.7,0.89,4.12,50.67,
LPRO,-0.047599999999999996,1.3725,,0.0611,,0.4229,1.023,,3.8310000000000004,0.8909999999999999,-33799999999.999996,0.23800000000000002,0.0,0.36,0.5538000000000001,2470000000.0,,,1.2097,0.1429,0.48200000000000004,0.0009,1.1091,1.2075,-0.855,-0.131,-0.384,,0.0311,0.6881999999999999,0.1442,39500000000.0,-0.124,,0.1255,47260000000.0,49550000000.0,22.47,,,,23.18,20.585,44.952,23.468,20.36843,23.34,9.82,,,,,20.94,-1.75,20.95,,29.322393,-0.10809,23.18,20.585,20.94,20.95,20.94,0.0513,,7.28,,,,,17.09194,1.35,,-9.37,0.24,4.6,,,,-0.64,0.1,,3.0,30.61,,,,110.51,,279.48,73.58,,26.8,26.69,4.6,69.27,1.8,0.76,1.79,26.83,
MEG,-0.27140000000000003,0.4698,,0.0782,,,2.7867,,-1.053,,,0.158,0.0,,,632670000000.0,,,,-0.07730000000000001,,-0.106,0.0964,,,,,-0.046,-0.1315,-0.0587,-0.0587,260300000000.0,0.285,,0.002,19440000000.0,26230000000.0,,,,,24.5,22.4,52.7,4.042,26.354856,33.103,16.41,,,,,22.75,1.97,22.37,,2.3124607,-0.17679001,24.5,22.4,22.75,22.37,22.75,0.0016,0.0023,0.22,,,,,25.587908,1.54,,,1.75,0.9,,,,,0.1,,1700.0,41.14,,,,13.33,,,2.29,,23.12,23.37,0.9,43.61,2.0,0.25,0.19,31.9,
NVTA,0.052199999999999996,4.8125,2910000000.0,0.061799999999999994,-1.4069999999999998,0.08,0.506,-0.12300000000000001,-0.374,0.34700000000000003,-420500000000.0,0.016,-0.1247,0.914,0.3371,5560000000.0,,,2.5473,0.2192,0.441,0.1048,1.672,1.0553,,-0.505,-1.069,-0.34600000000000003,0.22260000000000002,0.9525,0.30519999999999997,233200000000.0,-0.136,1.6680000000000001,0.1979,106700000000.0,129020000000.00002,,2.250836,43.06,3.536,43.5899,39.9209,-17.32,23.942,33.981144,43.59,7.415,-1.59,-27.106916,0.03338,0.76773,39.25,-1.67,40.59,12.188913,24.397367,-1.80308,43.5899,39.9209,39.25,40.59,39.25,0.1599,0.1607,8.58,,,-4.018,,23.478477,3.05,2.13,3.6,3.08,3.7,0.6,,,-3.89,-0.66,,1500.0,,,0.6,14.81,17.32,,,31.35,,52.83,53.31,3.6,76.89,2.0,0.99,8.29,36.25,
OSTK,-0.3826,30.359699999999997,6870000000.0,0.0653,2.2159999999999997,0.05,8.166699999999999,-0.63,0.494,0.217,-38900000000.0,0.008,0.0124,0.593,0.5473,3240000000.0,-0.027999999999999997,,12.679300000000001,-0.3448,2.0621,0.08199999999999999,10.253900000000002,6.0903,-0.021,-0.081,-0.33899999999999997,-1.136,-0.0365,1.7053,-0.0059,1850000000.0,1.094,-0.005,0.1264,38170000000.0,40330000000.0,79.5,4.452062,78.1,3.457,79.56,72.05,-77.663,1.628,90.41,128.5,2.53,0.27,293.85184,0.01669,0.44951,74.88,528.93,74.48,22.950535,1.8312358,-0.02046,79.56,72.05,74.88,74.48,74.88,0.112799995,0.1142,0.6,,,-1.026,,39.538044,7.5,4.79,3.46,7.01,1.1,0.33,,,-1.15,-0.23,,1613.0,302.65,,0.31,24.05,11.87,,28.38,2.05,,82.23,83.23,1.1,54.1,2.0,0.39,0.81,100.0,
PETS,-0.2426,0.9028,,0.0604,0.469,0.060899999999999996,0.10460000000000001,0.083,-0.3,0.287,28300000000.0,0.038,-0.1217,0.976,0.09949999999999999,652850000000.0,0.114,0.77,0.151,-0.0379,-0.1143,0.11349999999999999,0.381,0.8623999999999999,0.094,0.184,0.21899999999999997,0.17600000000000002,0.0146,0.0604,-0.0087,300300000000.0,0.203,0.044000000000000004,0.29719999999999996,19500000000.0,19980000000.0,33.67,0.671125,,6.649,32.59,30.71,15.497,1.883,32.181427,42.89,17.24,1.68,19.333334,0.0363,0.90129995,31.03,3.28,30.63,4.884945,2.4014616,0.09415,32.59,30.71,31.03,30.63,31.03,0.2858,0.3549,9.39,1.09,0.03558603,1.415,22.954063,33.07087,1.33,0.72,6.65,4.26,4.7,0.0,1.12,0.0349,1.41,0.4,,214.0,19.09,,0.0,4.82,7.52,22.69,191.98,2.17,3.73,32.71,32.06,3.2,54.23,2.5,0.88,8.04,30.5,
PRPL,-0.1423,4.3846,1480000000.0,0.1054,0.5720000000000001,0.42100000000000004,0.536,,0.21600000000000003,0.467,4300000000.0,0.292,-0.8059999999999999,0.667,0.4218,1730000000.0,0.10099999999999999,0.0,2.301,0.1431,0.3077,-0.0202,1.7325,2.0513,0.008,0.024,0.6940000000000001,0.287,0.1592,0.6881,0.1207,529200000000.00006,0.603,,0.2327,18200000000.0,29280000000.0,27.27,1.956274,,0.524,23.81,21.18,13.613,1.538,21.648142,27.75,4.42,0.77,30.90909,0.036730003,0.80495,21.66,1.07,21.53,45.419846,2.439849,0.008119999,23.81,21.18,21.66,21.53,21.66,0.078099996,0.0949,2.79,,,0.229,103.93013,15.468007,1.62,1.51,0.65,1.32,1.5,0.0,,,0.15,0.24,,850.0,35.02,,2.0,44.55,21.97,197.01,26.94,3.96,4.68,27.54,28.96,1.1,67.79,1.7,0.7,3.83,28.13,
RETA,-0.5693,0.5142,,0.0641,-0.777,,-0.341,,-2.281,,-343200000000.0,0.001,0.0313,0.8220000000000001,0.0226,3660000000.0,,,-0.1978,0.0571,-0.3552,0.0967,-0.45649999999999996,0.16190000000000002,,-0.608,-2.113,-0.45399999999999996,0.08410000000000001,-0.318,-0.10369999999999999,15300000000.0,-0.603,-0.126,0.12369999999999999,27100000000.0,33270000000.000004,,1.6091,,6.897,111.79,102.77,-8.554,211.587,109.25686,257.965,73.38,-10.51,-10.571836,0.052410003,0.82027,105.01,,104.42,16.109903,271.7448,,111.79,102.77,105.01,104.42,105.01,0.099700004,0.1596,6.65,,,-10.709,,141.08022,5.11,1.64,6.96,17.92,13.6,0.3,,,-10.73,-1.98,,220.0,,,0.3,15.77,6.12,,,244.35,,111.77,109.73,13.6,57.8,1.1,0.47,10.29,,
SFIX,0.030899999999999997,1.8788999999999998,2360000000.0,0.07980000000000001,-5.856,0.1656,0.579,,-0.255,0.43799999999999994,-15500000000.0,0.02,0.9786,0.9470000000000001,0.0949,3210000000.0,-0.021,,1.1671,0.31379999999999997,0.2914,0.0926,0.2229,0.5865,-0.009000000000000001,-0.021,-0.037000000000000005,0.075,0.1794,0.3932,0.2531,1700000000.0,-0.091,,0.4108,54580000000.0,102650000000.0,,,26.3,3.883,31.6,29.37,-107.374,1.822,25.435858,31.6,10.9,0.02,,0.04231,0.88293,29.39,-11.84,29.06,8.081381,1.8806738,-0.03921,31.6,29.37,29.39,29.06,29.39,0.2185,0.3989,,,,-0.66,,21.503225,1.99,,4.12,2.26,2.2,0.0,,,-0.65,-0.19,,8000.0,281.07,,0.0,7.64,13.95,,116.95,1.97,,31.21,31.48,1.4,65.24,2.2,2.01,9.53,29.25,
SITE,-0.09949999999999999,1.2359,,0.0608,0.21,0.1795,0.0812,0.82,0.033,0.33,98700000000.0,0.01,-0.18469999999999998,,-0.0279,5300000000.0,0.059000000000000004,0.0,0.8061,-0.0373,0.055099999999999996,0.0034999999999999996,0.3144,0.6191,0.04,0.062,0.244,0.11800000000000001,-0.0066,0.19390000000000002,-0.0178,2470000000.0,0.087,0.149,0.0858,41600000000.0,41950000000.0,122.24,1.204495,117.48,11.013,119.43,111.66,26.43,2.21,121.61229,132.32,53.29,2.53,47.094864,0.01092,1.20567,113.21,2.74,112.32,10.819033,2.134106,0.04003,119.43,111.66,113.21,112.32,113.21,0.0809,0.0817,9.33,,,2.301,51.781834,101.537315,4.52,1.2,11.02,3.76,2.4,1.39,,,2.28,0.84,,4600.0,51.71,,1.36,11.87,34.83,57.33,23.29,2.31,3.19,129.72,130.83,1.3,63.84,2.6,0.65,11.63,119.38,
SPT,-0.1075,2.5455,,0.06860000000000001,0.40299999999999997,,0.24,,-1.236,0.72,-49700000000.0,0.021,-0.8726999999999999,0.872,0.059000000000000004,1910000000.0,-0.433,,1.656,0.0908,0.31579999999999997,0.10039999999999999,1.3283,,-0.426,-0.308,-0.71,-0.37,0.068,0.6202000000000001,0.18789999999999998,116500000000.0,0.266,,0.0471,39690000000.0,50530000000.0,,,,-5.58,37.52,34.885,-39.124,15.451,33.267143,41.87,10.54,-0.65,-57.49231,0.1808,0.82026,35.52,,34.97,,16.34956,-0.42635,37.52,34.885,35.52,34.97,35.52,0.0367,0.0938,1.98,,,-1.485,,24.92866,2.19,,2.36,2.43,3.1,0.0,,,-1.16,-0.13,,623.0,,,0.0,19.89,19.35,,,21.51,,45.52,46.95,3.1,81.26,1.4,0.63,2.49,37.0,
SWTX,0.0254,2.0546,,0.0746,-0.133,,-0.251,,-1.766,,-68200000000.0,0.1558,0.0,0.8170000000000001,0.058600000000000006,2130000000.0,,,0.843,0.1837,0.1691,0.19899999999999998,0.3507,0.8687999999999999,,-0.21,-0.217,,0.1833,0.4359,0.2274,,,,0.0697,32799999999.999996,41950000000.0,51.89,,,7.802,53.2,48.84,-28.449,,44.147713,53.2,17.02,-1.63,-31.895706,0.15584,0.76443,48.84,,48.38,6.6636763,,,53.2,48.84,48.84,48.38,48.84,0.0531,0.24040002,15.64,,,-13.84,,37.395,4.08,,6.93,6.76,30.8,0.0,,,-1.6,-0.48,,56.0,,,0.0,8.22,8.44,,,,,51.98,56.99,30.8,72.44,2.0,5.05,8.87,54.4,
VRM,-0.2945,0.3848,1440000000.0,0.1471,0.71,,0.5820000000000001,,-1.807,,,0.059000000000000004,0.0,0.598,,7200000000.0,,,,-0.14279999999999998,0.054900000000000004,0.0036,0.1119,,,,,0.33299999999999996,-0.0933,-0.0248,-0.0645,1320000000.0,-0.03,,0.0332,80550000000.0,119340000000.0,,,,,54.92,49.35,-38.118,4.402,59.879715,75.49,38.46,,,,,51.01,-0.36,46.43,,4.797875,-0.141,54.92,49.35,51.01,46.43,51.01,0.0224,0.0347,2.1,,,,,54.59757,3.53,,23.59,4.91,4.2,0.15,,,,-0.56,,800.0,,,0.0,2.1,10.08,,,4.95,,49.65,49.52,3.5,40.68,1.7,0.56,2.35,71.88,
VSTO,-0.033,4.0931999999999995,1240000000.0,0.1304,3.385,0.25,-0.1058,-0.32899999999999996,0.762,0.21899999999999997,-98000000000.0,0.02,0.031,0.9179999999999999,-0.0279,1270000000.0,-0.045,,1.7177,0.0576,0.5431,0.1199,1.9211,2.3719,-0.055,-0.066,-0.184,-0.121,0.136,0.919,0.17600000000000002,1780000000.0,0.042,-0.034,0.0373,56820000000.0,58060000000.0,,0.441471,,8.43,22.09,19.25,11.041,0.908,20.016,22.597,4.29,1.71,12.777778,0.02185,0.96049005,19.37,0.4,19.33,2.5919335,0.7146421,-0.0552,22.09,19.25,19.37,19.33,19.37,0.0365,0.0435,1.59,,,-1.691,,13.07884,1.38,0.41,8.43,0.61,2.7,0.0,,,-1.7,0.64,,4400.0,12.36,,0.91,2.54,35.0,,7.38,0.71,,21.88,21.45,1.4,55.0,2.1,0.88,1.62,29.6,
WGO,-0.29109999999999997,2.0401,,0.061900000000000004,-1.321,0.15,0.9594,0.166,0.095,0.128,50900000000.0,0.006,-0.0016,0.9390000000000001,0.001,1710000000.0,0.042,0.276,1.1369,-0.1276,-0.2736,0.0172,-0.0279,0.2843,0.024,0.035,0.068,0.145,-0.0345,-0.013600000000000001,-0.1112,2150000000.0,-0.239,0.16,0.071,32220000000.0,33630000000.000004,52.5,2.146042,,23.337,51.75,48.73,14.547,0.97,55.604286,72.65,16.94,,12.875,0.04384,0.94138,48.9,1.68,48.5,2.2067962,0.85433835,0.023670001,51.75,48.73,48.9,48.5,48.9,0.0679,0.0805,4.3,0.44,0.009072165,1.541,33.419857,51.397682,2.9,2.19,23.34,4.61,2.3,0.6,0.48,0.009000000000000001,1.58,0.9,,4700.0,13.02,,0.58,2.3,11.63,33.89,11.01,0.83,2.26,52.82,53.61,1.5,51.51,1.8,1.04,4.15,68.8,
AMWL,-0.0463,0.1176,10370000000.0,0.0833,-3.4189999999999996,,,,,,,,,,,5450000000.0,,,,,,,0.0707,,,,,,0.0756,0.0756,0.0756,,0.938,,,217960000000.0,220640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,1.11,3.2,,,,-0.72,,,686.0,,,,,29.45,,,38.28,,35.84,32.65,3.1,,,0.86,,,
AMWL,0.10039999999999999,0.2896,10370000000.0,0.15380000000000002,-3.4189999999999996,,,,,,,,,,,6290000000.0,,,,,,,0.2354,,,,,,0.2181,0.2181,0.2181,,0.938,,,217960000000.0,220640000000.0,,,28.6,,30.48,26.4,-4.525,3.439,23.369999,30.48,22.1,,,,,26.45,,24.7,,31.796871,-0.77940005,30.48,26.4,26.45,24.7,26.45,,,,,,,,23.369999,3.5,,,1.11,3.2,,,,-0.72,,,686.0,,,,,29.45,,,38.28,,35.84,32.65,3.1,,,0.86,,,
HTH,-0.22149999999999997,0.8515999999999999,,0.12480000000000001,0.682,0.15,-0.3961,0.158,0.909,,272899999999.99997,0.023,-0.022000000000000002,0.6659999999999999,0.019299999999999998,1870000000.0,0.5579999999999999,0.10300000000000001,0.3843,0.002,0.1718,0.060700000000000004,-0.1793,-0.1611,0.516,0.02,0.14300000000000002,0.149,0.031400000000000004,0.0381,0.044199999999999996,594500000000.0,-0.095,0.096,0.0175,71050000000.0,90160000000.0,20.5,1.306577,19.78,25.075,21.2599,20.08,,1.006,20.060286,26.28,11.05,2.03,10.078817,0.23911,0.63065,20.41,0.38,18.19,0.81595206,1.0345588,0.17195,21.2599,20.08,20.41,18.19,20.41,0.0138,0.0174,3.11,0.34,0.018691588,3.381,6.0514636,17.910435,0.67,1.31,25.09,27.52,,0.23,0.36,0.0169,3.01,0.94,,4950.0,10.46,,0.23,0.85,0.77,7.07,,3.2,0.47,21.36,21.25,,59.68,1.8,0.74,2.84,24.8,
IIIV,-0.3395,0.9216,,0.08650000000000001,0.7979999999999999,0.138,0.3333,,-0.107,0.47,-700000000.0,0.0076,0.0,0.86,0.0223,794750000000.0,0.039,,0.5142,-0.1225,-0.12279999999999999,0.0495,-0.115,0.2506,-0.003,-0.002,-0.006999999999999999,0.03,-0.0379,-0.0726,-0.0652,220400000000.0,-0.6759999999999999,,0.09269999999999999,14980000000.0,18850000000.0,34.99,1.296889,23.41,7.045,25.81,23.95,21.977,2.556,26.662285,37.85,13.01,,,0.00759,0.97688,24.02,-0.72,23.01,3.548616,3.487733,-0.00317,25.81,23.95,24.02,23.01,24.02,0.0505,0.32939997,9.13,,,-0.052,,25.335361,1.16,,7.15,0.29,1.1,0.0,,,-0.05,0.18,,542.0,25.94,,1.26,3.61,89.74,,44.62,3.71,,25.88,25.81,1.1,51.61,1.5,0.61,7.34,33.67,
JBL,-0.22149999999999997,0.9518000000000001,1100000000.0,0.065,-2.21,0.115,0.3982,1.685,0.321,0.077,38900000000.0,0.004,-0.0246,0.9309999999999999,-0.005699999999999999,5110000000.0,0.017,1.291,0.341,0.0034999999999999996,0.0872,0.0437,-0.1674,-0.0288,0.001,0.003,0.022000000000000002,0.111,0.0437,0.042300000000000004,0.018000000000000002,26540000000.0,0.033,0.099,0.0241,137660000000.0,150720000000.0,34.38,1.205128,34.41,10.841,35.14,32.56,4.981,0.272,33.729713,44.2,17.63,3.62,9.505526,0.08568,0.91483,33.35,1.12,32.31,3.1740615,0.19522513,0.0014599999,35.14,32.56,33.35,32.31,33.35,0.0221,0.0227,4.15,0.32,0.009904054,0.255,134.94118,30.108345,1.21,1.3,10.83,5.03,0.9,1.62,0.32,0.0088,0.34,1.22,,200000.0,8.29,,1.37,3.36,7.23,107.92,27.38,0.2,7.99,36.4,36.37,0.6,62.27,1.8,0.84,2.85,44.2,
MEI,-0.34,0.2647,,0.1471,-0.278,0.15,0.2025,0.048,0.415,0.267,115800000000.0,0.027000000000000003,0.0,0.977,0.009300000000000001,1060000000.0,0.129,0.14300000000000002,-0.0115,-0.0536,-0.11230000000000001,-0.0051,-0.3006,-0.1911,0.12300000000000001,0.087,0.149,0.107,-0.0125,-0.1202,-0.051,944600000000.0,-0.293,0.03,0.0204,36420000000.0,37840000000.0,27.63,1.21962,27.61,21.684,27.77,25.62,5.822,1.125,28.938286,41.7,21.76,2.91,9.457045,0.029979998,0.95711,26.22,0.76,23.99,1.2691386,1.0933912,0.12259,27.77,25.62,26.22,23.99,26.22,0.0198,0.0271,3.7,0.44,0.018340975,3.048,9.028872,29.049496,1.08,1.31,21.51,5.72,3.7,0.43,0.44,0.0147,3.05,0.82,,6044.0,10.25,,0.41,1.39,5.22,9.78,14.27,1.17,0.65,29.66,29.84,3.0,57.3,2.0,0.66,2.54,38.0,
OMI,0.1501,4.595,2650000000.0,0.4728,1.016,-0.087,0.2134,-0.187,0.943,0.115,-12000000000.0,0.031,0.0466,0.9329999999999999,0.044199999999999996,1320000000.0,0.01,,2.6595,0.1843,1.7558,0.38630000000000003,2.9284,2.6398,-0.013000000000000001,-0.03,-0.237,0.040999999999999995,0.28850000000000003,1.3232,0.3454,8199999999.999999,-0.239,-0.005,0.1253,60830000000.0,61130000000.0,20.28,0.613712,20.2,6.2,22.16,19.1,12.031,0.277,15.750857,22.16,3.63,1.31,15.503817,0.02558,0.93654996,19.19,-1.56,13.79,3.2758064,0.153961,-0.01245,22.16,19.1,19.19,13.79,19.19,0.1195,0.1454,3.96,0.01,0.00072516315,-1.723,,9.935971,1.9,0.3,6.46,1.58,1.6,0.0,0.01,0.0004,-0.2,0.65,,6400.0,13.8,,3.21,4.08,16.64,,5.72,0.21,,27.3,26.36,0.8,72.28,3.0,0.38,2.26,20.58,
OSH,-0.15789999999999998,0.2899,,0.0692,-0.436,,0.22,,-0.156,-0.01,-156300000000.0,0.09300000000000001,0.0032,,,765690000000.0,-0.14300000000000002,,,0.0126,,0.1311,0.128,,-0.188,,,0.396,0.0226,0.0246,0.0246,728900000000.0,0.7190000000000001,,0.0072,66760000000.00001,240880000000.0,47.99,,41.32,,45.45,42.22,-12.585,1.725,44.03706,53.58,34.98,,,,,42.41,,42.2,,14.910709,-0.16389999,45.45,42.22,42.41,42.2,42.41,0.002,0.0057,0.55,,,,,44.03706,3.07,,,11.91,1.8,,,,-0.71,-0.18,,2300.0,,,,,4.4,,,1.3,,52.84,52.42,1.8,62.39,1.7,0.57,1.29,55.57,
