ticker,52W High,52W Low,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
TUP,0.0762,21.9652,3480000000.0,0.1059,0.606,0.12,0.2895,-0.43,-0.938,0.653,-7900000000.0,0.028999999999999998,0.0137,0.775,0.0416,1340000000.0,0.027999999999999997,,18.2774,0.9138,3.9272000000000005,0.26,2.0781,0.6445000000000001,-0.005,-0.006,0.028999999999999998,0.057999999999999996,0.4939,2.7895999999999996,0.9682,1610000000.0,-0.16399999999999998,-0.07200000000000001,0.0872,47590000000.0,49000000000.0,26.45,3.650501,,-5.747,26.97,24.493,12.549,1.19,16.03,26.97,1.15,2.41,10.958506,0.031089999,0.83426005,24.77,0.99,23.88,,0.8064129,-0.00491,26.97,24.493,24.77,23.88,24.77,0.0845,0.1011,2.21,0.27,0.011306534,-0.161,,6.7927537,1.89,3.56,-5.76,2.43,0.4,,,,-0.16,0.37,,11300.0,9.18,,,,9.13,,19.4,0.68,,22.73,22.17,0.2,52.74,2.2,0.31,1.38,28.0,
ADS,-0.6504000000000001,1.3115999999999999,1280000000.0,0.0688,-0.87,0.059500000000000004,0.7698999999999999,0.059000000000000004,-0.37,0.5589999999999999,288300000000.0,0.022000000000000002,0.0452,0.8809999999999999,-0.0409,2120000000.0,0.18100000000000002,1.641,0.43700000000000006,-0.0727,-0.1643,-0.0495,-0.6046,-0.6663,0.011000000000000001,0.002,0.042,0.047,0.040999999999999995,-0.2618,0.0605,5260000000.0,-0.635,0.01,0.0355,46180000000.0,47600000000.0,47.44,2.515607,47.39,24.205,47.655,44.33,20.482,3.219,45.696857,134.47,20.51,10.83,4.397969,0.03297,0.97342,44.52,1.22,44.36,1.9677753,0.43933848,0.011080001,47.655,44.33,44.52,44.36,44.52,0.0343,0.0392,1.92,2.1,0.047339942,1.095,43.497715,45.238335,2.21,2.53,24.26,108.46,1.8,16.83,0.84,0.0173,6.01,1.99,,8500.0,4.33,,8.32,2.0,0.45,8.1,2.18,0.42,1.36,48.41,48.62,1.8,60.32,2.3,0.74,1.58,63.33,
AMCX,-0.5092,0.2836,1030000000.0,0.2126,-0.8740000000000001,-0.122,0.1286,0.13,-0.138,0.52,192000000000.0,0.003,0.0,,0.0174,1100000000.0,0.141,0.0,-0.19649999999999998,-0.17579999999999998,-0.2518,-0.07400000000000001,-0.4742,-0.5952000000000001,0.067,0.035,0.3,0.139,0.07200000000000001,-0.1402,0.052199999999999996,2880000000.0,-0.163,0.071,0.2585,38470000000.0,52310000000.0,25.21,0.882385,25.2,12.527,25.36,,4.347,1.27,23.748,51.1,19.62,6.42,3.919003,0.04814,1.11361,24.5,-0.3,20.77,2.0084617,0.453938,0.06655,25.36,,24.5,20.77,24.5,0.1911,0.35349998,13.36,,,3.463,7.2653766,25.381521,0.98,0.89,12.46,16.95,2.4,4.48,,,3.42,1.21,,2114.0,3.68,,4.35,1.91,1.4,6.94,2.24,0.43,,24.0,23.75,2.4,48.09,3.1,1.86,9.35,25.95,
APPS,0.0805,8.1782,3850000000.0,0.11410000000000001,6.228,0.5,0.2527,0.17600000000000002,3.87,0.406,25900000000.0,0.035,-0.019299999999999998,0.629,0.1332,2590000000.0,0.125,0.0,5.7143,0.1586,1.7513999999999998,0.221,3.0210000000000004,3.2162,0.153,0.17300000000000001,0.377,0.243,0.25780000000000003,2.1572999999999998,0.6181,167200000000.0,0.9279999999999999,0.375,0.035699999999999996,83870000000.0,87390000000.0,31.88,2.215161,31.88,1.019,32.35,28.9,94.885,12.724,22.749428,32.35,3.48,0.58,55.583107,0.03965,0.58217996,29.4965,1.09,28.67,31.637094,16.889832,0.15349,32.35,28.9,29.4965,28.67,29.4965,0.0341,0.0355,0.55,,,0.281,114.7267,11.420145,2.5,2.15,1.02,0.21,0.8,0.22,,,0.28,0.11,,207.0,61.43,,0.2,35.72,174.69,128.27,123.27,19.54,2.57,35.81,36.43,0.8,69.05,1.4,0.51,0.73,25.86,
ARCT,-0.3247,4.2562,,0.0635,-7.3,,1.2009999999999998,0.337,0.005,,-38500000000.0,0.22399999999999998,-0.0006,0.528,1.6265,1080000000.0,,,2.0063999999999997,-0.1277,0.142,0.0888,2.8694,2.8872000000000004,,-0.39299999999999996,-0.894,,-0.065,0.5114,-0.1305,11300000000.0,-0.775,,0.0819,18790000000.0,18790000000.0,44.76,3.100927,44.64,4.533,44.89,42.405,-20.856,73.402,50.180286,66.24,8.51,0.43,103.34883,0.29925,0.30923998,42.85,,42.06,9.803661,96.304565,,44.89,42.405,42.85,42.06,42.85,0.0631,0.0796,2.34,,,-2.519,,37.64239,3.88,2.98,4.97,,6.2,0.16,,,-2.87,-0.48,,88.0,119.44,,0.16,10.29,,,,110.16,,51.62,51.12,6.2,61.74,1.8,0.53,2.94,67.5,
ARWR,-0.3211,1.5653,1040000000.0,0.4808,-1.65,0.0733,-0.917,0.20600000000000002,2.059,,-24400000000.0,0.037000000000000005,-0.0613,0.677,0.0366,3660000000.0,-0.27,,0.5385,-0.1954,-0.0545,-0.0471,-0.4671,0.1481,-0.19699999999999998,-0.048,-0.055999999999999994,0.249,0.268,0.183,0.1672,123700000000.0,-0.358,2.952,0.0946,99560000000.0,101840000000.0,50.3,1.655518,50.09,4.823,53.12,40.05,-111.216,25.32,41.008,73.72,19.51,-0.92,-53.097824,0.02764,0.6391,40.05,-9.68,33.8,10.128551,40.411514,-0.19745001,53.12,40.05,40.05,33.8,40.05,0.0921,0.1269,11.22,,,-0.25,,37.201485,3.05,1.84,4.84,2.75,7.4,0.0,,,-0.24,-0.14,,134.0,,,0.0,9.51,16.77,,,38.9,,48.01,46.05,7.4,56.22,2.0,0.7,6.4,64.73,
BYND,-0.0659,2.2407,5010000000.0,0.0659,0.32,,3.5185000000000004,,0.426,0.34299999999999997,-4700000000.0,0.035,-0.3135,0.32899999999999996,0.1231,9700000000.0,-0.009000000000000001,,1.4284000000000001,0.17149999999999999,-0.0359,0.08929999999999999,0.9376000000000001,-0.0786,-0.012,-0.01,-0.012,-0.001,0.1838,0.4117,0.1935,400900000000.0,0.684,,0.1336,54440000000.0,62100000000.0,156.23,,156.01,6.246,158.5965,146.16,598.916,20.617,130.48257,167.16,48.18,0.61,257.36066,0.18378,0.31215,147.48,-5.01,146.48,25.134487,24.437056,-0.011829999,158.5965,146.16,147.48,146.48,147.48,0.1165,0.13,1.86,,,-0.08,,116.51732,9.61,,6.28,3.47,6.5,0.13,,,-0.08,0.05,,472.0,314.94,,0.13,31.04,56.19,,,31.16,,193.38,194.95,4.3,78.04,2.9,0.66,1.45,123.74,
CRNC,0.0499,4.4381,,0.0696,,0.15,0.10099999999999999,,-0.20800000000000002,0.66,68300000000.0,0.02,-0.0028000000000000004,0.8934000000000001,0.1514,2190000000.0,0.031,0.0,2.6722,0.0935,0.4274,0.1524,1.5590000000000002,,0.212,0.042,0.071,0.094,0.1588,1.0603,0.30519999999999997,321700000000.0,-0.036000000000000004,,0.1477,36100000000.0,36510000000.0,61.89,,61.87,,62.43,56.81,35.244,6.386,51.197998,62.43,11.39,,,0.00226,0.89338994,58.24,2.59,57.91,,7.0849113,0.21242,62.43,56.81,58.24,57.91,58.24,0.1452,0.16209999,6.65,,,,,34.102463,3.47,,25.71,3.52,1.2,0.29,,,1.87,0.34,,1400.0,35.7,,0.28,2.09,15.26,28.78,,6.3,1.92,52.1,53.76,1.2,54.26,2.0,0.51,7.38,54.81,
CVET,-0.1091,4.5525,1240000000.0,0.14300000000000002,6.352,,0.0837,,-0.065,0.185,-975000000000.0,0.002,-0.23559999999999998,,-0.028999999999999998,2300000000.0,-0.245,,1.9593,-0.1334,0.1332,-0.0634,0.4886,0.426,-0.237,-0.285,-0.77,-0.405,0.0204,0.5136999999999999,0.0391,4120000000.0,0.017,,0.0842,100340000000.0,112000000000.0,22.48,,22.47,11.325,23.13,20.4,30.708,0.768,22.174429,25.21,4.045,0.78,28.871796,0.01214,1.01129,21.48,0.54,19.65,1.9885211,0.6171585,-0.23706,23.13,20.4,21.48,19.65,21.48,0.0749,0.112399995,5.96,,,-8.78,,15.538369,1.4,,11.39,3.66,2.1,0.88,,,-8.72,0.17,,5100.0,32.78,,0.86,2.26,7.03,,25.97,0.71,,26.41,25.73,1.4,63.49,2.4,0.47,8.79,20.0,
CXO,-0.47490000000000004,0.4793,2210000000.0,0.0611,-3.574,0.32520000000000004,-0.18289999999999998,-0.222,-1.2690000000000001,0.828,-9626000000000.0,0.0108,-0.0101,0.932,-0.030899999999999997,9120000000.0,,,0.2158,-0.0989,-0.2047,-0.0302,-0.4725,-0.3934,,-0.498,-0.732,-0.038,-0.0084,-0.19920000000000002,-0.0338,3760000000.0,-0.579,0.115,0.0335,194590000000.0,195290000000.0,48.98,1.863991,48.95,40.534,49.23,46.51,3.545,3.541,50.463715,93.34,33.13,3.18,15.465408,0.01075,0.96853995,46.51,0.37,46.19,1.2133024,2.7428553,-2.7289498,49.23,46.51,46.51,46.19,46.51,0.033099998,0.053000003,3.53,0.65,0.01407231,-48.857,,52.340218,1.93,1.85,40.56,1.65,1.8,0.0,0.8,0.0178,-49.31,1.1,,1453.0,14.16,,0.5,1.11,27.22,,3.16,2.32,,45.59,45.03,1.8,45.85,1.8,1.41,3.54,72.47,
EXEL,-0.0223,0.9883,2080000000.0,0.0816,-0.163,0.46,0.7968000000000001,0.225,-0.5379999999999999,0.963,281600000000.0,0.013000000000000001,-0.2299,0.841,0.0218,7460000000.0,0.322,0.0,0.7026,0.1433,0.073,0.2137,0.42619999999999997,0.30210000000000004,0.282,0.147,0.16399999999999998,0.17300000000000001,0.23670000000000002,0.2932,0.18309999999999998,998400000000.0,0.08,1.0759999999999998,0.0344,298910000000.0,307810000000.0,27.18,1.395763,27.15,5.935,27.34,25.25,16.707,5.559,22.342285,27.8,13.67,0.8,33.9125,0.030199999,0.78894997,25.38,1.24,25.13,4.571188,8.396437,0.28208,27.34,25.25,25.38,25.13,25.38,0.033299997,0.0376,5.98,,,0.889,30.517435,22.106739,1.05,1.36,5.96,3.74,9.8,0.0,,,0.89,0.06,,617.0,28.98,,0.0,4.01,6.39,26.84,20.82,7.76,0.58,24.8,23.91,9.7,51.04,2.0,1.22,4.91,31.46,
FANG,-0.6829000000000001,1.3093000000000001,2480000000.0,0.1016,-8.169,0.13449999999999998,0.3046,-0.166,-0.818,0.721,-2963000000000.0,0.001,0.0426,0.9520000000000001,-0.0297,4890000000.0,,,0.5077,-0.3298,-0.3896,-0.0466,-0.6715000000000001,-0.7095999999999999,-0.818,-0.12300000000000001,-0.21899999999999997,0.032,-0.0901,-0.3569,-0.1462,3400000000.0,-0.584,0.516,0.0482,156400000000.0,157830000000.0,33.57,2.193422,33.54,67.886,33.835,30.6,4.392,3.62,39.196,99.84,14.55,3.31,10.220545,0.00701,1.0205001,30.88,0.9,30.5,0.49833545,1.6499339,-0.86032,33.835,30.6,30.88,30.5,30.88,0.0478,0.0631,3.94,1.312,0.043016396,-17.389,,38.810726,1.85,2.27,67.88,0.34,0.6,0.56,1.5,0.0489,-18.76,0.44,,712.0,9.29,,0.56,0.45,90.67,,1.76,1.36,,31.12,30.69,0.6,42.04,1.8,1.11,3.29,,
FLGT,-0.37450000000000006,3.8985000000000003,,0.08349999999999999,7.327999999999999,0.4445,0.7525,0.17300000000000001,0.93,0.5589999999999999,2500000000.0,0.1,-0.0638,0.303,0.037200000000000004,694250000000.0,0.043,0.0,2.5343999999999998,-0.2792,0.8358,0.1099,1.3481,1.6734,0.057999999999999996,0.03,0.033,-0.006,-0.07440000000000001,0.7746,0.0676,43800000000.0,1.06,0.91,0.1045,11310000000.0,21750000000.0,32.82,1.913176,32.66,3.991,33.9901,29.95,152.565,13.966,35.35486,52.47,6.7,2.09,15.497608,0.58151,0.58884996,30.28,0.56,30.29,8.115761,16.371637,0.05785,33.9901,29.95,30.28,30.29,30.28,0.053400002,0.096499994,1.11,,,0.124,261.2097,20.40134,3.09,1.7,4.0,0.93,6.3,0.0,,,0.11,0.55,,139.0,20.95,,0.0,11.0,47.31,385.96,,22.57,8.68,44.87,44.0,6.3,59.33,1.7,0.68,1.62,56.25,
MRSN,0.0378,18.6326,,0.13119999999999998,0.09,,0.08199999999999999,,0.768,,-69800000000.0,0.008,,0.9620000000000001,0.643,1550000000.0,,,3.4399,0.233,0.0414,0.3197,2.9983,11.0579,,-0.439,-0.5489999999999999,-0.361,0.3908,1.1081999999999999,0.2982,1700000000.0,3.0,,0.1292,45170000000.0,60750000000.0,25.91,2.435353,25.89,4.001,26.25,22.83,-14.368,591.836,19.098572,26.25,1.32,-1.31,-19.801529,0.0128,0.64255995,22.88,,22.91,6.4833794,1141.3048,,26.25,22.83,22.88,22.91,22.88,0.0853,0.106300004,10.45,,,-1.369,,14.976666,1.58,2.42,4.5,4.02,13.2,0.02,,,-1.37,-0.3,,83.0,,,0.01,4.33,4.84,,,829.42,,19.04,19.47,13.2,50.75,1.6,0.44,6.09,27.71,
NFE,-0.11289999999999999,3.9472000000000005,,0.1045,-7.568,,2.38,,-2.485,0.21100000000000002,-159800000000.0,0.009000000000000001,-0.2572,0.376,1.9772,6220000000.0,-0.9620000000000001,,2.2205,0.1617,1.4569999999999999,-0.0154,1.0038,0.9181,-0.5539999999999999,-0.12300000000000001,-1.662,-0.267,0.1929,1.1226,0.4214,288500000000.0,1.3769999999999998,,0.0182,62290000000.0,168710000000.0,34.82,,34.62,0.848,34.98,31.46,-49.37,21.598,26.946571,39.092,7.01,0.98,35.47959,0.33492002,0.52185,31.46,,31.4,41.00236,20.74963,-0.55385,34.98,31.46,31.46,31.4,31.46,0.0067000003,0.0070999996,4.05,,,-4.891,,16.624855,2.77,,2.49,1.04,1.4,0.0,0.4,0.0086,-3.31,0.12,,201.0,30.74,,6.64,18.64,44.73,,,25.94,,46.54,46.42,1.2,69.87,1.7,0.59,2.21,30.83,
NVAX,-0.34009999999999996,34.3079,7950000000.0,0.1328,0.823,0.0,1.3944999999999999,0.055999999999999994,0.449,,-93300000000.0,0.006999999999999999,-0.3147,0.53,1.5263999999999998,6580000000.0,,,10.614700000000001,-0.2469,1.1158,0.2934,26.7236,13.575999999999999,,-0.233,1.733,,0.12050000000000001,1.6005,-0.015,50200000000.0,9.441,-0.095,0.1535,55240000000.0,58620000000.0,124.77,1.502787,124.73,3.015,126.54,,-66.076,116.946,129.33371,189.4,3.54,21.75,5.744138,0.0036300002,0.13891,108.09,,110.34,41.43781,152.27184,-1.85632,126.54,,108.09,110.34,108.09,0.1384,0.1389,0.98,,,-2.402,,66.96775,8.49,1.53,3.15,8.1,3.0,1.74,,,-2.76,1.83,,165.0,5.11,,1.74,35.31,13.74,,215.66,137.47,,111.02,111.22,3.0,51.57,2.7,0.36,1.23,,
PGNY,-0.1973,1.2046999999999999,,0.0705,-1.432,0.6925,3.0,,0.243,0.19399999999999998,-10400000000.0,0.025,-0.7872,0.613,0.3872,2420000000.0,0.023,,0.14279999999999998,-0.07719999999999999,0.1707,-0.0148,-0.0029,,-0.038,-0.071,-0.157,0.085,0.0259,0.1282,0.061500000000000006,271899999999.99997,-0.375,,0.0603,51770000000.0,85280000000.0,29.3,,29.28,-9.676,29.35,27.46,256.7,7.84,28.264286,36.5,13.29,0.31,94.54516,0.20391001,0.6152,27.46,4.03,27.37,,9.799746,-0.038110003,29.35,27.46,27.46,27.37,27.46,0.0363,0.25059998,3.22,,,-0.991,,24.628262,1.62,,1.4,1.06,2.8,0.0,,,-0.13,0.05,,167.0,72.95,,0.0,20.64,27.23,,222.25,9.15,,28.09,28.89,2.8,52.4,1.7,0.46,4.14,34.67,
PLCE,-0.6679999999999999,2.3379,1290000000.0,0.1027,,,1.766,0.125,-0.21899999999999997,0.248,-94200000000.0,0.057,0.059699999999999996,0.95,-0.1189,409360000000.0,-0.09,,0.37929999999999997,0.0079,-0.396,0.2022,-0.5521,-0.6709999999999999,-0.057,-0.078,-0.574,0.2,0.36920000000000003,-0.25420000000000004,0.1605,1660000000.0,-0.12300000000000001,0.012,0.4631,13720000000.0,14630000000.0,30.93,1.83612,30.96,4.218,31.55,27.95,21.009,0.594,24.323715,88.47,9.25,2.26,13.933628,0.0364,1.4702699,28.17,0.44,,7.4656234,0.2764048,-0.05666,31.55,27.95,28.17,,28.17,0.4356,0.79620004,3.78,1.12,0.04,-6.308,,30.968622,2.1,1.75,4.2,2.51,0.6,4.08,,,-6.67,0.48,,2000.0,13.2,,0.0,6.77,11.33,,92.95,0.25,,30.49,28.42,0.1,50.0,2.7,0.96,4.68,25.22,
PSNL,-0.019299999999999998,4.7119,,0.09519999999999999,-0.547,0.124,0.0,,-0.996,0.28300000000000003,-31900000000.0,0.009000000000000001,2.1224000000000003,0.496,0.0483,852050000000.0,-0.45399999999999996,,3.3667000000000002,0.1041,0.7974,0.1124,1.0431,0.3713,-0.43200000000000005,-0.20800000000000002,-0.311,-0.226,0.1099,0.9439,0.24309999999999998,74000000000.0,0.23399999999999999,,0.050199999999999995,18880000000.0,31730000000.0,24.33,,24.24,3.577,24.64,22.29,-21.412,7.723,21.068714,24.87,4.27,-0.9,-26.821112,0.028010001,0.84490997,22.74,-1.56,22.27,6.7483926,10.406045,-0.43162,24.64,22.29,22.74,22.27,22.74,0.0297,0.048299998,1.26,,,-2.004,,13.571087,1.82,,2.93,2.66,2.8,0.0,,,-1.02,-0.29,,182.0,,,0.0,10.42,11.48,,,16.32,,28.78,30.52,2.7,77.13,1.7,0.9,1.45,25.8,
SWTX,-0.046799999999999994,1.7885,,0.0946,-0.133,,-0.251,,-1.766,,-68200000000.0,0.1558,0.0,0.8170000000000001,0.056299999999999996,1840000000.0,,,0.9834999999999999,0.0583,-0.078,-0.0005,0.1265,0.8271999999999999,,-0.21,-0.217,,0.09699999999999999,0.3276,0.13849999999999998,,,,0.0697,32799999999.999996,41950000000.0,47.66,,47.44,7.802,47.94,42.79,-20.251,,43.24743,49.79,17.02,-1.63,-29.055216,0.15584,0.76443,42.79,,43.36,6.0702386,,,47.94,42.79,42.79,43.36,42.79,0.0531,0.24040002,15.64,,,-13.84,,37.001232,4.08,,6.93,6.76,30.8,0.0,,,-1.6,-0.48,,56.0,,,0.0,8.22,8.44,,,,,51.98,56.99,30.8,72.44,2.0,5.05,8.87,54.4,
TEX,-0.327,0.8240999999999999,,0.0647,-1.041,,3.304,0.052000000000000005,-0.091,0.18100000000000002,43000000000.0,0.038,-0.0026,0.902,-0.0226,1350000000.0,0.032,2.161,0.3233,-0.056799999999999996,0.0207,-0.013000000000000001,-0.3361,-0.2914,0.003,0.004,0.013999999999999999,0.141,0.0626,0.0292,0.0732,3430000000.0,-0.47200000000000003,-0.098,0.0406,66400000000.00001,69300000000.0,21.08,1.680044,21.07,11.668,21.15,19.82,13.165,0.611,19.88,31.28,11.54,1.06,19.933962,0.040999997,0.96161,19.86,2.06,19.77,1.8109357,0.42645222,0.0034400001,21.15,19.82,19.86,19.77,19.86,0.038900003,0.0519,4.98,0.34,0.017197775,0.168,125.7738,17.307102,1.14,1.59,11.55,6.53,2.5,1.47,,,0.59,0.01,,9500.0,23.05,,1.46,2.12,3.75,41.42,17.0,0.47,,24.93,24.48,1.5,68.19,2.9,1.19,4.04,20.5,
TMHC,-0.091,3.0501,1490000000.0,0.0641,-0.34,0.054000000000000006,1.15,0.024,0.312,0.16,155900000000.0,0.002,0.0,,-0.0092,3060000000.0,0.037000000000000005,0.0,1.8312,0.0016,0.16920000000000002,0.0625,0.1125,-0.011399999999999999,0.028999999999999998,0.023,0.054000000000000006,0.057,0.0546,0.2734,0.0889,5440000000.0,0.20600000000000002,0.11900000000000001,0.0377,125130000000.0,129630000000.0,25.87,1.783166,25.85,25.443,26.11,24.5475,14.005,1.195,24.280285,28.47,6.39,3.44,7.5726743,0.01477,1.02925,24.66,2.86,24.32,1.0238572,0.6296731,0.02864,26.11,24.5475,24.66,24.32,24.66,0.0363,0.0507,3.79,,,1.336,19.498503,18.501522,1.29,1.83,25.45,5.27,,1.14,,,1.38,0.61,,2300.0,7.94,,1.14,1.08,5.2,19.8,6.55,0.64,3.67,26.48,27.37,,62.75,2.0,0.79,3.05,28.86,
UCTT,-0.3271,0.7751,,0.0683,,0.2,0.059500000000000004,-0.213,-1.239,0.20199999999999999,20900000000.0,0.032,-0.0762,0.9259999999999999,-0.0207,806320000000.0,0.055,0.0,0.22440000000000002,-0.3235,-0.1313,-0.031200000000000002,-0.1653,0.1931,0.017,0.02,0.047,0.027000000000000003,-0.1152,-0.0353,-0.1643,1210000000.0,0.299,0.157,0.0672,39310000000.0,40100000000.0,20.89,1.578595,20.87,11.675,21.1,19.53,7.392,0.792,25.658571,31.1,11.79,2.63,7.95057,0.032509997,0.95533997,19.74,0.39,19.59,1.7910063,0.70023537,0.01732,21.1,19.53,19.74,19.59,19.74,0.0654,0.0784,4.78,,,0.517,40.444874,20.912464,1.1,1.78,11.73,5.16,2.5,0.7,,,0.51,0.65,,4400.0,9.24,,0.68,2.08,4.71,48.01,20.38,0.84,2.4,23.56,24.34,1.6,59.47,1.8,0.64,5.34,33.6,
VIR,-0.5597,1.8341999999999998,1320000000.0,0.0717,0.526,,-0.21,,-4.433,,-220500000000.0,0.040999999999999995,-0.0933,0.44799999999999995,0.42229999999999995,3900000000.0,,,-0.387,-0.4158,-0.1531,0.07429999999999999,1.4501,,,-0.423,-0.8109999999999999,-0.419,-0.1369,0.024900000000000002,-0.2701,75100000000.0,31.725,,0.0315,109080000000.0,114980000000.0,32.99,,33.02,-23.942,33.55,30.73,-15.087,40.89,43.608,,11.65,-1.89,-17.449736,0.14543,0.63778996,31.03,,30.81,,55.803658,-2.93641,33.55,30.73,31.03,30.81,31.03,0.027,0.053600002,4.14,,,-14.642,,38.88232,3.06,,4.9,4.17,10.5,0.0,,,-6.17,-0.59,,253.0,,,0.0,8.34,9.81,,,72.13,,41.7,40.89,10.5,56.53,2.6,0.72,4.46,51.67,
WKHS,0.0556,20.0567,30490000000.0,0.09230000000000001,-4.282,,0.8240000000000001,-0.036000000000000004,0.217,,-137400000000.0,0.044000000000000004,-0.30920000000000003,0.22699999999999998,0.5028,2520000000.0,,,14.943399999999999,0.6601,4.7614,0.1857,7.3388,6.5446,,-3.0810000000000004,3.3160000000000003,-1.0290000000000001,0.4289,2.9575,0.5926,200000000.0,15.692,0.162,0.2158,96820000000.0,105140000000.0,27.78,2.818283,27.79,-0.789,28.2,24.89,-145.52,14095.564,18.007286,28.2,1.315,-0.29,-95.10345,0.20582001,0.22794001,24.98,,25.35,,15835.071,,28.2,24.89,24.98,25.35,24.98,0.19870001,0.206,1.2,,,-1.968,,8.702355,2.67,3.18,-0.94,0.23,0.3,,,,-1.87,-0.1,,81.0,,,,,114.06,,,14941.68,,23.77,26.77,0.3,58.35,1.8,1.54,1.02,25.5,
XEC,-0.5194,1.1868,1500000000.0,0.07919999999999999,-7.857,0.032,3.4049,-0.17300000000000001,-1.16,0.716,-1965300000000.0,0.01,-0.0015,0.95,-0.044800000000000006,2490000000.0,,,0.8581,-0.1597,-0.1954,-0.027999999999999997,-0.531,-0.5421,,-0.304,-0.649,-0.017,-0.0128,-0.1547,-0.0024,1960000000.0,-0.778,-0.005,0.0276,97510000000.0,99880000000.0,26.55,2.39855,26.53,18.537,26.75,24.71,3.7,2.34,27.002285,55.29,12.15,3.15,8.488889,0.01757,0.99454004,24.92,10.99,24.62,1.4425203,1.3712062,-0.98474,26.75,24.71,24.92,24.62,24.92,0.026400002,0.030299999,1.87,0.84,0.0341186,-19.689,,24.559202,1.46,2.41,18.53,0.44,0.8,0.0,0.88,0.0353,-19.32,0.27,,987.0,7.92,,1.07,1.34,56.35,,2.54,1.26,,25.77,24.91,0.7,48.12,1.9,0.86,2.16,40.78,
ADS,-0.6486,1.3233000000000001,1280000000.0,0.0742,-0.87,0.059500000000000004,0.7698999999999999,0.059000000000000004,-0.37,0.5589999999999999,288300000000.0,0.022000000000000002,0.0452,0.8809999999999999,-0.0409,2120000000.0,0.18100000000000002,1.641,0.43700000000000006,-0.0727,-0.1643,-0.0495,-0.6046,-0.6663,0.011000000000000001,0.002,0.042,0.047,0.0463,-0.258,0.0658,5260000000.0,-0.635,0.01,0.0355,46180000000.0,47600000000.0,47.68,2.515607,47.63,24.205,47.67,44.33,20.482,3.219,45.696857,134.47,20.51,10.83,4.370268,0.03297,0.97342,44.52,1.22,44.36,1.9553812,0.43657127,0.011080001,47.67,44.33,44.52,44.36,44.52,0.0343,0.0392,1.92,2.1,0.047339942,1.095,43.223743,45.238335,2.21,2.53,24.26,108.46,1.8,16.83,0.84,0.0173,6.01,1.99,,8500.0,4.33,,8.32,2.0,0.45,8.1,2.18,0.42,1.36,48.41,48.62,1.8,60.32,2.3,0.74,1.58,63.33,
AMCX,-0.5095000000000001,0.2826,1030000000.0,0.2116,-0.8740000000000001,-0.122,0.1286,0.13,-0.138,0.52,192000000000.0,0.003,0.0,,0.0174,1100000000.0,0.141,0.0,-0.19649999999999998,-0.17579999999999998,-0.2518,-0.07400000000000001,-0.4742,-0.5952000000000001,0.067,0.035,0.3,0.139,0.0712,-0.1409,0.051399999999999994,2880000000.0,-0.163,0.071,0.2585,38470000000.0,52310000000.0,25.17,0.882385,25.14,12.527,25.36,,4.347,1.27,23.748,51.1,19.62,6.42,3.919782,0.04814,1.11361,24.5,-0.3,20.77,2.0088608,0.45402825,0.06655,25.36,,24.5,20.77,24.5,0.1911,0.35349998,13.36,,,3.463,7.266821,25.381521,0.98,0.89,12.46,16.95,2.4,4.48,,,3.42,1.21,,2114.0,3.68,,4.35,1.91,1.4,6.94,2.24,0.43,,24.0,23.75,2.4,48.09,3.1,1.86,9.35,25.95,
