,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,forwardPE,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,fiveYearAvgDividendYield,dividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Inst Own,Dividend %,Avg Volume
WKHS,25.35,24.98,8.702355,,,28.2,25.35,18.007286,,24.98,,2.818283,24.89,,15835.071,24.89,27.78,28.2,-95.10345,1.315,27.79,,28.2,14095.564,,-145.52,7.073248,-0.29,-0.789,0.19870001,0.22794001,-1.968,0.13119566,,0.20582001,1.2,,,0.206,24.98,,2520000000.0,0.09230000000000001,0.044000000000000004,105140000000.0,0.1857,0.8240000000000001,-0.30920000000000003,96820000000.0,0.6601,-137400000000.0,0.22699999999999998,0.2158,4.7614,200000000.0,0.217,0.5028,14.943399999999999,-3.0810000000000004,6.5446,,3.3160000000000003,7.3388,-0.036000000000000004,-1.0290000000000001,0.0556,,0.162,,20.0567,15.692,,-4.282,,,30490000000.0,0.4289,0.5926,2.9575
XEC,24.62,24.92,24.559202,0.0341186,,26.75,24.62,27.002285,0.84,24.92,0.88,2.39855,24.71,,1.3712062,24.71,26.55,55.29,8.488889,12.15,26.53,0.0357,26.75,2.34,-0.98474,3.7,-0.51487684,3.15,18.537,0.026400002,0.99454004,-19.689,0.13119566,1.4425203,0.01757,1.87,,10.99,0.030299999,24.92,0.97,2490000000.0,0.07919999999999999,0.01,99880000000.0,-0.027999999999999997,3.4049,-0.0015,97510000000.0,-0.1597,-1965300000000.0,0.95,0.0276,-0.1954,1960000000.0,-1.16,-0.044800000000000006,0.8581,-0.304,-0.5421,0.032,-0.649,-0.531,-0.17300000000000001,-0.017,-0.5194,0.035699999999999996,-0.005,0.716,1.1868,-0.778,,-7.857,,,1500000000.0,-0.0128,-0.0024,-0.1547
,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,dividendRate,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dividendYield,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,fiveYearAvgDividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Dividend %,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,Avg Volume,SMA20,SMA50,SMA200
ADS,44.36,44.52,45.238335,0.047339942,0.3177,47.67,44.36,45.696857,2.1,44.52,0.84,2.515607,44.33,43.223743,0.43657127,44.33,47.68,134.47,4.370268,20.51,47.63,0.0189,47.67,3.219,0.011080001,20.482,-0.6611413,10.83,24.205,0.0343,0.97342,1.095,0.13119566,1.9553812,0.03297,1.92,-0.724,1.22,0.0392,44.52,,2120000000.0,0.0742,0.022000000000000002,47600000000.0,-0.0495,0.7698999999999999,0.0452,46180000000.0,-0.0727,288300000000.0,0.8809999999999999,0.0355,-0.1643,5260000000.0,-0.37,-0.0409,0.43700000000000006,0.002,-0.6663,0.059500000000000004,0.042,-0.6046,0.059000000000000004,0.047,-0.6486,0.0189,0.01,0.5589999999999999,1.3233000000000001,-0.635,0.18100000000000002,-0.87,0.011000000000000001,1.641,1280000000.0,0.0463,0.0658,-0.258
AMCX,20.77,24.5,25.381521,,,25.36,20.77,23.748,,24.5,,0.882385,,7.266821,0.45402825,,25.17,51.1,3.919782,19.62,25.14,,25.36,1.27,0.06655,4.347,-0.59210527,6.42,12.527,0.1911,1.11361,3.463,0.13119566,2.0088608,0.04814,13.36,-0.884,-0.3,0.35349998,24.5,,1100000000.0,0.2116,0.003,52310000000.0,-0.07400000000000001,0.1286,0.0,38470000000.0,-0.17579999999999998,192000000000.0,,0.2585,-0.2518,2880000000.0,-0.138,0.0174,-0.19649999999999998,0.035,-0.5952000000000001,-0.122,0.3,-0.4742,0.13,0.139,-0.5095000000000001,,0.071,0.52,0.2826,-0.163,0.141,-0.8740000000000001,0.067,0.0,1030000000.0,0.0712,0.051399999999999994,-0.1409
APPS,28.67,29.4965,11.420145,,,32.36,28.67,22.749428,,29.4965,,2.215161,28.9,114.69751,16.885534,28.9,32.27,32.36,55.568966,3.48,32.18,,32.36,12.724,0.15349,94.885,3.2791047,0.58,1.019,0.0341,0.58217996,0.281,0.13119566,31.629045,0.03965,0.55,,1.09,0.0355,29.4965,,2590000000.0,0.12560000000000002,0.035,87390000000.0,0.221,0.2527,-0.019299999999999998,83870000000.0,0.1586,25900000000.0,0.629,0.035699999999999996,1.7513999999999998,167200000000.0,3.87,0.1332,5.7143,0.17300000000000001,3.2162,0.5,0.377,3.0210000000000004,0.17600000000000002,0.243,0.0917,,0.375,0.406,8.2733,0.9279999999999999,0.125,6.228,0.153,0.0,3850000000.0,0.2708,0.6349,2.1900999999999997
ARWR,33.8,40.05,37.201485,,,53.12,33.8,41.008,,40.05,,1.655518,40.05,,39.633896,40.05,48.85,73.72,-52.076084,19.51,48.78,,53.12,25.32,-0.19745001,-111.216,0.1543715,-0.92,4.823,0.0921,0.6391,-0.25,0.13119566,9.933651,0.02764,11.22,,-9.68,0.1269,40.05,,3660000000.0,0.45380000000000004,0.037000000000000005,101840000000.0,-0.0471,-0.917,-0.0613,99560000000.0,-0.1954,-24400000000.0,0.677,0.0946,-0.0545,123700000000.0,2.059,0.0366,0.5385,-0.048,0.1481,0.0733,-0.055999999999999994,-0.4671,0.20600000000000002,0.249,-0.33340000000000003,,2.952,,1.5187,-0.358,-0.27,-1.65,-0.19699999999999998,,1040000000.0,0.24489999999999998,0.146,0.16149999999999998
BYND,146.48,147.48,116.51732,,,158.5965,146.48,130.48257,,147.48,,,146.16,,24.56001,146.16,156.96,167.16,258.65558,48.18,156.79,,158.5965,20.617,-0.011829999,598.916,-0.048769474,0.61,6.246,0.1165,0.31215,-0.08,0.13119566,25.260952,0.18378,1.86,,-5.01,0.13,147.48,,9700000000.0,0.0717,0.035,62100000000.0,0.08929999999999999,3.5185000000000004,-0.3135,54440000000.0,0.17149999999999999,-4700000000.0,0.32899999999999996,0.1336,-0.0359,400900000000.0,0.426,0.1231,1.4284000000000001,-0.01,-0.0786,,-0.012,0.9376000000000001,,-0.001,-0.060899999999999996,,,0.34299999999999997,2.2582,0.684,-0.009000000000000001,0.32,-0.012,,5010000000.0,0.1902,0.1999,0.4193
CRI,85.74,86.46,80.18826,0.018661069,0.6426,91.36,85.74,81.30914,1.6,86.46,,1.246376,85.57,35.370586,1.2378123,85.57,91.25,112.46,14.630818,60.17,91.19,,91.36,1.445,0.03575,10.872,-0.035545588,6.23,16.804,0.0468,1.09196,2.577,0.13119566,5.4243035,0.02545,3.35,-0.814,17.55,0.054899998,86.46,1.64,3740000000.0,0.0634,0.006999999999999999,43160000000.0,0.09939999999999999,0.5328,0.0,42610000000.0,0.0191,112900000000.0,,0.0479,-0.013300000000000001,3210000000.0,-0.026000000000000002,-0.0425,0.1393,0.037000000000000005,-0.0622,0.012,0.14400000000000002,-0.2158,0.10099999999999999,0.203,-0.1892,,0.04,0.42100000000000004,0.5154,-0.6509999999999999,0.059000000000000004,-0.893,0.035,0.627,,0.1297,0.106,0.0322
CRNC,57.91,58.24,34.102463,,,62.43,57.91,51.197998,,58.24,,,56.81,,7.0934725,56.81,62.07,62.43,,11.39,62.03,,62.43,6.386,0.21242,35.244,1.6482828,,,0.1452,0.89338994,,0.13119566,,0.00226,6.65,,2.59,0.16209999,58.24,,2190000000.0,0.0711,0.02,36510000000.0,0.1524,0.10099999999999999,-0.0028000000000000004,36100000000.0,0.0935,68300000000.0,0.8934000000000001,0.1477,0.4274,321700000000.0,-0.20800000000000002,0.1514,2.6722,0.042,,0.15,0.071,1.5590000000000002,,0.094,0.051399999999999994,,,0.66,4.446000000000001,-0.036000000000000004,0.031,,0.212,0.0,,0.1605,0.3071,1.0632
CVET,19.65,21.48,15.538369,,,23.13,19.65,22.174429,,21.48,,,20.4,,0.6149661,20.4,22.5,25.21,28.769232,4.045,22.48,,23.13,0.768,-0.23706,30.708,0.5339577,0.78,11.325,0.0749,1.01129,-8.78,0.13119566,1.981457,0.01214,5.96,,0.54,0.112399995,21.48,,2300000000.0,0.1445,0.002,112000000000.0,-0.0634,0.0837,-0.23559999999999998,100340000000.0,-0.1334,-975000000000.0,,0.0842,0.1332,4120000000.0,-0.065,-0.028999999999999998,1.9593,-0.285,0.426,,-0.77,0.4886,,-0.405,-0.1079,,,0.185,4.56,0.017,-0.245,6.352,-0.237,,1240000000.0,0.0217,0.0405,0.5158
CXO,46.19,46.51,52.340218,0.01407231,,49.24,46.19,50.463715,0.65,46.51,0.8,1.863991,46.51,,2.7338314,46.51,49.21,93.34,15.414528,33.13,49.2,0.017,49.24,3.541,-2.7289498,3.545,-0.37122244,3.18,40.534,0.033099998,0.96853995,-48.857,0.13119566,1.2093107,0.01075,3.53,,0.37,0.053000003,46.51,,9120000000.0,0.062400000000000004,0.0108,195290000000.0,-0.0302,-0.18289999999999998,-0.0101,194590000000.0,-0.0989,-9626000000000.0,0.932,0.0335,-0.2047,3760000000.0,-1.2690000000000001,-0.030899999999999997,0.2158,-0.498,-0.3934,0.32520000000000004,-0.732,-0.4725,-0.222,-0.038,-0.4743,0.0173,0.115,0.828,0.48109999999999997,-0.579,,-3.574,,,2210000000.0,-0.0072,-0.0326,-0.19820000000000002
EXEL,25.13,25.38,22.106739,,,27.34,25.13,22.342285,,25.38,,1.395763,25.25,30.618671,8.424291,25.25,27.15,27.8,34.024998,13.67,27.11,,27.34,5.559,0.28208,16.707,0.30409956,0.8,5.935,0.033299997,0.78894997,0.889,0.13119566,4.586352,0.030199999,5.98,-0.155,1.24,0.0376,25.38,,7460000000.0,0.08039999999999999,0.013000000000000001,307810000000.0,0.2137,0.7968000000000001,-0.2299,298910000000.0,0.1433,281600000000.0,0.841,0.0344,0.073,998400000000.0,-0.5379999999999999,0.0218,0.7026,0.147,0.30210000000000004,0.46,0.16399999999999998,0.42619999999999997,0.225,0.17300000000000001,-0.023399999999999997,,1.0759999999999998,0.963,0.9861,0.08,0.322,-0.163,0.282,0.0,2080000000.0,0.2354,0.1818,0.2918
FANG,30.5,30.88,38.810726,0.043016396,,33.87,30.5,39.196,1.312,30.88,1.5,2.193422,30.6,,1.6328639,30.6,33.86,99.84,10.114803,14.55,33.85,0.048299998,33.87,3.62,-0.86032,4.392,-0.68956745,3.31,67.886,0.0478,1.0205001,-17.389,0.13119566,0.49317974,0.00701,3.94,,0.9,0.0631,30.88,,4890000000.0,0.1069,0.001,157830000000.0,-0.0466,0.3046,0.0426,156400000000.0,-0.3298,-2963000000000.0,0.9520000000000001,0.0482,-0.3896,3400000000.0,-0.818,-0.0297,0.5077,-0.12300000000000001,-0.7095999999999999,0.13449999999999998,-0.21899999999999997,-0.6715000000000001,-0.166,0.032,-0.6814,0.0492,0.516,0.721,1.3203,-0.584,,-8.169,-0.818,,2480000000.0,-0.0858,-0.1421,-0.3539
FLGT,30.29,30.28,20.40134,,,33.9901,30.29,35.35486,,30.28,,1.913176,29.95,260.00003,16.29582,29.95,32.47,52.47,15.425838,6.7,32.41,,33.9901,13.966,0.05785,152.565,1.7411766,2.09,3.991,0.053400002,0.58884996,0.124,0.13119566,8.0781765,0.58151,1.11,9.033,0.56,0.096499994,30.28,,694250000000.0,0.0713,0.1,21750000000.0,0.1099,0.7525,-0.0638,11310000000.0,-0.2792,2500000000.0,0.303,0.1045,0.8358,43800000000.0,0.93,0.037200000000000004,2.5343999999999998,0.03,1.6734,0.4445,0.033,1.3481,0.17300000000000001,-0.006,-0.38159999999999994,,0.91,0.5589999999999999,3.8432999999999997,1.06,0.043,7.327999999999999,0.057999999999999996,0.0,,-0.0848,0.0556,0.7545999999999999
INSM,32.67,32.84,24.56529,,,35.32,32.67,28.103144,,32.84,,2.656633,32.2387,,21.447758,32.2387,34.76,35.32,-17.860825,12.09,34.65,,35.32,16.071,-1.47539,-12.442,0.6848891,-1.94,3.996,0.1145,0.98282,-2.651,0.13119566,8.671171,0.0125899995,16.19,,,0.1535,32.84,,3360000000.0,0.061500000000000006,0.008,96630000000.0,0.15560000000000002,0.26,-0.0682,94680000000.0,0.2273,-241900000000.0,0.9828,0.12269999999999999,0.1589,163900000000.0,0.287,0.1588,1.1077,-0.315,0.7132,,-0.8220000000000001,0.36810000000000004,-0.10400000000000001,-0.382,-0.0074,,,0.795,1.8685,0.41700000000000004,,0.213,,,,0.2255,0.24969999999999998,0.3997
KBH,36.91,37.89,29.251884,0.0097534545,0.1118,39.43,36.91,35.92286,0.36,37.89,0.36,1.952619,37.51,12.139981,0.814441,37.51,39.4,40.51,10.234987,9.82,39.4,0.0094,39.43,0.966,0.06435,10.244,0.17585218,3.83,27.509,0.0322,0.91484,3.229,0.13119566,1.4249882,0.10976,2.45,0.095,1.47,0.039100002,37.89,0.61,3280000000.0,0.0666,0.01,90490000000.0,0.083,0.37929999999999997,-0.061500000000000006,73280000000.0,0.0207,301300000000.0,0.9209999999999999,0.043,0.0742,4710000000.0,0.011000000000000001,-0.0048,1.6844,0.06,0.2165,0.08800000000000001,0.126,0.077,-0.21,0.062,-0.0282,0.0098,0.13699999999999998,0.188,3.0088,-0.501,0.078,-0.33299999999999996,0.064,0.087,1760000000.0,0.0751,0.1396,0.2519
MRSN,22.91,22.88,14.976666,,,26.4,22.91,19.098572,,22.88,,2.435353,22.83,,1154.9441,22.83,26.02,26.4,-20.038168,1.32,25.98,,26.4,591.836,,-14.368,11.587912,-1.31,4.001,0.0853,0.64255995,-1.369,0.13119566,6.5608597,0.0128,10.45,,,0.106300004,22.88,,1550000000.0,0.1235,0.008,60750000000.0,0.3197,0.08199999999999999,,45170000000.0,0.233,-69800000000.0,0.9620000000000001,0.1292,0.0414,1700000000.0,0.768,0.643,3.4399,-0.439,11.0579,,-0.5489999999999999,2.9983,,-0.361,0.0308,,,,18.5,3.0,,0.09,,,,0.3815,0.2894,1.094
MSTR,155.75,158.94,124.50369,,,176.45,155.75,137.86485,,158.94,,0.681716,158.71,68.81825,3.5964043,158.71,173.68,176.45,30.059626,,173.43,,176.45,1.987,0.05452,23.986,0.05144131,5.87,47.332,0.0231,0.97003,2.564,0.13119566,3.7279217,0.00067000004,2.02,-0.834,5.08,0.0419,158.94,,1490000000.0,0.11320000000000001,0.001,9740000000.0,0.122,1.1318000000000001,0.0,7640000000.0,0.0622,25900000000.0,0.9790000000000001,0.029300000000000003,0.2771,475200000000.0,0.9570000000000001,-0.0045000000000000005,0.4242,0.03,0.056299999999999996,0.1,0.053,0.092,0.496,-0.01,0.0508,,-0.035,0.7959999999999999,0.9264,-0.06,0.043,-0.8240000000000001,0.055,0.0,,0.1966,0.3128,0.319
NFE,31.4,31.46,16.624855,,,34.98,31.4,26.946571,,31.46,0.4,,31.46,,20.785435,31.46,34.88,39.092,35.540817,7.01,34.84,0.0123000005,34.98,21.598,-0.55385,-49.37,0.7167851,0.98,0.848,0.0067000003,0.52185,-4.891,0.13119566,41.073116,0.33492002,4.05,,,0.0070999996,31.46,,6220000000.0,0.1073,0.009000000000000001,168710000000.0,-0.0154,2.38,-0.2572,62290000000.0,0.1617,-159800000000.0,0.376,0.0182,1.4569999999999999,288500000000.0,-2.485,1.9772,2.2205,-0.12300000000000001,0.9181,,-1.662,1.0038,,-0.267,-0.1106,0.0127,,0.21100000000000002,3.9600999999999997,1.3769999999999998,-0.9620000000000001,-7.568,-0.5539999999999999,,,0.196,0.4251,1.1281
NVAX,110.34,108.09,66.96775,,,126.54,110.34,129.33371,,108.09,,1.502787,,,151.61977,,124.99,189.4,5.71954,3.54,124.86,,126.54,116.946,-1.85632,-66.076,15.37092,21.75,3.015,0.1384,0.13891,-2.402,0.13119566,41.260365,0.0036300002,0.98,,,0.1389,108.09,,6580000000.0,0.1309,0.006999999999999999,58620000000.0,0.2934,1.3944999999999999,-0.3147,55240000000.0,-0.2469,-93300000000.0,0.53,0.1535,1.1158,50200000000.0,0.449,1.5263999999999998,10.614700000000001,-0.233,13.575999999999999,0.0,1.733,26.7236,0.055999999999999994,,-0.34119999999999995,,-0.095,,34.2486,9.441,,0.823,,,7950000000.0,0.1186,-0.0167,1.5961
PGNY,27.37,27.46,24.628262,,,29.35,27.37,28.264286,,27.46,,,27.46,,9.778881,27.46,29.31,36.5,94.343864,13.29,29.28,,29.35,7.84,-0.038110003,256.7,0.71706414,0.31,-9.676,0.0363,0.6152,-0.991,0.13119566,,0.20391001,3.22,,4.03,0.25059998,27.46,,2420000000.0,0.068,0.025,85280000000.0,-0.0148,3.0,-0.7872,51770000000.0,-0.07719999999999999,-10400000000.0,0.613,0.0603,0.1707,271899999999.99997,0.243,0.3872,0.14279999999999998,-0.071,,0.6925,-0.157,-0.0029,,0.085,-0.19920000000000002,,,0.19399999999999998,1.1994,-0.375,0.023,-1.432,-0.038,,,0.023399999999999997,0.059000000000000004,0.1255
PLCE,,28.17,30.968622,0.04,,31.6,,24.323715,1.12,28.17,,1.83612,27.95,,0.27394706,27.95,31.55,88.47,13.809734,9.25,31.55,,31.6,0.594,-0.05666,21.009,-0.6505678,2.26,4.218,0.4356,1.4702699,-6.308,0.13119566,7.3992414,0.0364,3.78,,0.44,0.79620004,28.17,2.01,409360000000.0,0.1243,0.057,14630000000.0,0.2022,1.766,0.059699999999999996,13720000000.0,0.0079,-94200000000.0,0.95,0.4631,-0.396,1660000000.0,-0.21899999999999997,-0.1189,0.37929999999999997,-0.078,-0.6709999999999999,,-0.574,-0.5521,0.125,0.2,-0.6615000000000001,,0.012,0.248,2.4032,-0.12300000000000001,-0.09,,-0.057,,1290000000.0,0.396,0.1832,-0.2396
PSNL,22.27,22.74,13.571087,,,24.64,22.27,21.068714,,22.74,,,22.29,,10.400011,22.29,24.18,24.87,-26.805555,4.27,24.08,,24.64,7.723,-0.43162,-21.412,0.3884039,-0.9,3.577,0.0297,0.84490997,-2.004,0.13119566,6.7444787,0.028010001,1.26,,-1.56,0.048299998,22.74,,852050000000.0,0.0828,0.009000000000000001,31730000000.0,0.1124,0.0,2.1224000000000003,18880000000.0,0.1041,-31900000000.0,0.496,0.050199999999999995,0.7974,74000000000.0,-0.996,0.0483,3.3667000000000002,-0.20800000000000002,0.3713,0.124,-0.311,1.0431,,-0.226,-0.0304,,,0.28300000000000003,4.6475,0.23399999999999999,-0.45399999999999996,-0.547,-0.43200000000000005,,,0.0974,0.22899999999999998,0.922
SWTX,43.36,42.79,37.001232,,,47.94,43.36,43.24743,,42.79,,,42.79,,,42.79,47.59,49.79,-28.723927,17.02,47.42,,47.94,,,-20.251,0.80591416,-1.63,7.802,0.0531,0.76443,-13.84,0.13119566,6.001025,0.15584,15.64,,,0.24040002,42.79,,1840000000.0,0.1017,0.1558,41950000000.0,-0.0005,-0.251,0.0,32799999999.999996,0.0583,-68200000000.0,0.8170000000000001,0.0697,-0.078,,-1.766,0.056299999999999996,0.9834999999999999,-0.21,0.8271999999999999,,-0.217,0.1265,,,-0.0406,,,,1.8067,,,-0.133,,,,0.1042,0.146,0.33630000000000004
TEX,19.77,19.86,17.307102,0.017197775,0.5763,21.15,19.77,19.88,0.34,19.86,,1.680044,19.82,125.35714,0.42503944,19.82,21.13,31.28,19.867926,11.54,21.13,,21.15,0.611,0.0034400001,13.165,-0.2849909,1.06,11.668,0.038900003,0.96161,0.168,0.13119566,1.8049365,0.040999997,4.98,,2.06,0.0519,19.86,1.24,1350000000.0,0.0688,0.038,69300000000.0,-0.013000000000000001,3.304,-0.0026,66400000000.00001,-0.056799999999999996,43000000000.0,0.902,0.0406,0.0207,3430000000.0,-0.091,-0.0226,0.3233,0.004,-0.2914,,0.013999999999999999,-0.3361,0.052000000000000005,0.141,-0.3245,,-0.098,0.18100000000000002,0.831,-0.47200000000000003,0.032,-1.041,0.003,2.161,,0.0666,0.07719999999999999,0.0331
TMHC,24.32,24.66,18.501522,,,26.11,24.32,24.280285,,24.66,,1.783166,24.5475,19.423655,0.627256,24.5475,26.03,28.47,7.543605,6.39,26.01,,26.11,1.195,0.02864,14.005,-0.028754056,3.44,25.443,0.0363,1.02925,1.336,0.13119566,1.0199269,0.01477,3.79,-0.198,2.86,0.0507,24.66,,3060000000.0,0.0697,0.002,129630000000.0,0.0625,1.15,0.0,125130000000.0,0.0016,155900000000.0,,0.0377,0.16920000000000002,5440000000.0,0.312,-0.0092,1.8312,0.023,-0.011399999999999999,0.054000000000000006,0.054000000000000006,0.1125,0.024,0.057,-0.0862,,0.11900000000000001,0.16,3.0712,0.20600000000000002,0.037000000000000005,-0.34,0.028999999999999998,0.0,1490000000.0,0.0601,0.0946,0.28
UCTT,19.59,19.74,20.912464,,,21.1,19.59,25.658571,,19.74,,1.578595,19.53,40.290134,0.6975563,19.53,20.92,31.1,7.9201517,11.79,20.89,,21.1,0.792,0.01732,7.392,0.2077682,2.63,11.675,0.0654,0.95533997,0.517,0.13119566,1.7841542,0.032509997,4.78,,0.39,0.0784,19.74,,806320000000.0,0.0694,0.032,40100000000.0,-0.031200000000000002,0.059500000000000004,-0.0762,39310000000.0,-0.3235,20900000000.0,0.9259999999999999,0.0672,-0.1313,1210000000.0,-1.239,-0.0207,0.22440000000000002,0.02,0.1931,0.2,0.047,-0.1653,-0.213,0.027000000000000003,-0.3264,,0.157,0.20199999999999999,0.7768999999999999,0.299,0.055,,0.017,0.0,,-0.1143,-0.1635,-0.034300000000000004
VIR,30.81,31.03,38.88232,,,33.55,30.81,43.608,,31.03,,,30.73,,55.46525,30.73,33.01,,-17.343914,11.65,32.98,,33.55,40.89,-2.93641,-15.087,1.1975749,-1.89,-23.942,0.027,0.63778996,-14.642,0.13119566,,0.14543,4.14,,,0.053600002,31.03,,3900000000.0,0.0703,0.040999999999999995,114980000000.0,0.07429999999999999,-0.21,-0.0933,109080000000.0,-0.4158,-220500000000.0,0.44799999999999995,0.0315,-0.1531,75100000000.0,-4.433,0.42229999999999995,-0.387,-0.423,,,-0.8109999999999999,1.4501,,-0.419,-0.5603,,,,1.8304,31.725,,0.526,,,1320000000.0,-0.1381,-0.2711,0.0235
WKHS,25.35,24.98,8.702355,,,28.2,25.35,18.007286,,24.98,,2.818283,24.89,,15608.281,24.89,27.57,28.2,-93.74138,1.315,27.57,,28.2,14095.564,,-145.52,7.073248,-0.29,-0.789,0.19870001,0.22794001,-1.968,0.13119566,,0.20582001,1.2,,,0.206,24.98,,2520000000.0,0.08800000000000001,0.044000000000000004,105140000000.0,0.1857,0.8240000000000001,-0.30920000000000003,96820000000.0,0.6601,-137400000000.0,0.22699999999999998,0.2158,4.7614,200000000.0,0.217,0.5028,14.943399999999999,-3.0810000000000004,6.5446,,3.3160000000000003,7.3388,-0.036000000000000004,-1.0290000000000001,0.051500000000000004,,0.162,,19.9733,15.692,,-4.282,,,30490000000.0,0.4233,0.5863,2.9418
XEC,24.62,24.92,24.559202,0.0341186,,26.79,24.62,27.002285,0.84,24.92,0.88,2.39855,24.71,,1.3604378,24.71,26.76,55.29,8.422222,12.15,26.67,0.0357,26.79,2.34,-0.98474,3.7,-0.51487684,3.15,18.537,0.026400002,0.99454004,-19.689,0.13119566,1.4311917,0.01757,1.87,,10.99,0.030299999,24.92,0.97,2490000000.0,0.08289999999999999,0.01,99880000000.0,-0.027999999999999997,3.4049,-0.0015,97510000000.0,-0.1597,-1965300000000.0,0.95,0.0276,-0.1954,1960000000.0,-1.16,-0.044800000000000006,0.8581,-0.304,-0.5421,0.032,-0.649,-0.531,-0.17300000000000001,-0.017,-0.5178,0.035699999999999996,-0.005,0.716,1.1942,-0.778,,-7.857,,,1500000000.0,-0.0095,0.001,-0.1519
,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,dividendRate,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dividendYield,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,fiveYearAvgDividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Dividend %,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,Avg Volume,SMA20,SMA50,SMA200
ADS,44.36,44.52,45.238335,0.047339942,0.3177,47.67,44.36,45.696857,2.1,44.52,0.84,2.515607,44.33,42.968033,0.43398854,44.33,47.01,134.47,4.3444138,20.51,46.93,0.0189,47.67,3.219,0.011080001,20.482,-0.6611413,10.83,24.205,0.0343,0.97342,1.095,0.13119566,1.9438132,0.03297,1.92,-0.724,1.22,0.0392,44.52,,2120000000.0,0.062400000000000004,0.022000000000000002,47600000000.0,-0.0495,0.7698999999999999,0.0452,46180000000.0,-0.0727,288300000000.0,0.8809999999999999,0.0355,-0.1643,5260000000.0,-0.37,-0.0409,0.43700000000000006,0.002,-0.6663,0.059500000000000004,0.042,-0.6046,0.059000000000000004,0.047,-0.6525,0.0189,0.01,0.5589999999999999,1.2978999999999998,-0.635,0.18100000000000002,-0.87,0.011000000000000001,1.641,1280000000.0,0.0349,0.0542,-0.2661
