Symbol
ACTG
IAG
CETV
USAU
CRDF
SUMR
CBLI
ALBO
DHT
MBOT
SEED
ALSK
CIG
BWEN
CYH
FRO
CARV
PLG
MEDS
SID
TNK
UAVS
CPAH
AVXL
FTFT
DBD
CLDX
NAT
BLNK
IBIO
ALT
VXRT
EGO
NVCN
PHIO
OPGN
BIOC
HEPA
AKER
ANY
QLGN
SONN
SRRA
BW
CGIX
ATOS
MFH
LIFE
ENLV
FRAN
ICD
AXGT
PLXP
LUMO
TARA
MOXC
RKDA
LRMR
EVFM
GNCA
EKSO
BLCM
FWP
MACK
TCON
EPIX
CMRX
MCEP
LPI
ONCS
BNTC
SCYX
SALT
LC
CLVS
EYEG
BHC
CATB
ARAV
IPWR
LTRPA
RAD
EROS
HMHC
IMUX
BLPH
ONVO
CCCL
COTY
LCI
PBYI
GPRO
MR
CPTA
ADRO
TANH
SIG
PGEN
CFRX
M
PAGP
AR
ENLC
NBSE
ATNM
ALPN
ISEE
VNCE
FTK
TISI
GMLP
FI
DRIO
SLNO
WMC
NGL
BBW
BNED
GNK
FIT
CELP
CLNY
OTIC
PRTY
MITT
REPH
ATTO
ADS
TRIB
WHLR
RDUS
BBAR
BHR
RRGB
DLNG
CLRO
TRVN
RNET
WETF
ATRO
FARM
JWN
GME
PRTA
AUTO
ZYNE
KALV
FRGI
AMAG
WBAI
ELOX
AMC
FPRX
GIII
LILAK
REV
MD
SLCA
LILA
CHMA
UAA
CVV
CYAD
PLT
PDCE
SABR
QRTEA
XEC
XTLB
FTSI
PIXY
HUGE
KLXE
SNDE
SLDB
TLRY
VERO
ALTM
SM
MYO
BTU
CTRA
APOP
ACB
INGN

APVO
GNLN
APTX
NRBO
CPS
STIM
CEIX
PVAC
PBF
IFRX
RMBL
AGS
RYB
EDN
CNDT
SIEN
EEX
ACRS
QTT
LAIX
GTX
PDSB
GLOP
GLOG
SBOW
MOGU
UBX
YRD
JFIN
RLH
PLL
TCS
WVE
MLHR
AYLA
BTU
DAC
CMT
FBRX
FREQ
PCVX
GSX
GCO
EAF
EXEL
VOXX
TECK
TRVN
METC
AZRE
NNBR
NVCR
HCC
EQ
FLXS
DADA
CSBR
CYCN
CGEN
MPX
RFIL
ANPC
ISEE
BSGM
ENDP
DCPH
CLLS
ELVT
WRK
INMB
OVID
MMX
VREX
SRRK
LBRT
CLCT
Z
BBIO
ZG
MRLN
KRTX
PLAB
TSE
ATI
XNCR
JAX
GOOS
CINR
NRP
BSET
VRTV
TFFP
MU
ARGX
SRPT
AGLE
TEX
LW
IP
HCKT
LYB
MESO
SALT
PRCP
WIT
VCEL

BHLB
NMM
ACAD
DVN
TRTN
ARNA
RYI

AVY
SAGE
ATRA
KAMN
SYY
RCEL
IPOC
IGT
OMF
ALLY

CMC
APRE
AOS
BHE
OLN
APAM
CTS
HCSG
MLM
COP
BKR
PKG
SQM
BMRN
XRAY
SHBI
MT
NESR
CE
MOV
INFY
VMC
KEYS
MSA
TX
ATHM
SSTK
UHS
FCX
BHR
NUE
TT
SPXC
HUYA
BLBD
STLD
FF
JBL
ALLE
WBA
COO
MATX
MYL
CAMT
CUB
CMP
SNX
PNR
ALC
VIAV
GMAB
COG
TEVA
VRTX
IR

GM
STE
FOR
NVO
SANM
SXT
DD
WTS
GATX
MSI
ST
OSIS
LDOS
WHF
NATI
NVT
KFY
TAK
DKS
ITW
BMI
FIVE
NVEC
BG
HRI
MBT
EBIX
LLY
UTHR
KNOP
JEQ
SO
LFUS
IBM
MWA
MWK
RS
SVACU
FSLF


PTR
EMR
