,Insider Own,Shs Outstand,Perf Week,Market Cap,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Change,EPS next Y,EPS next 5Y,Avg Volume,Sales past 5Y,Dividend %
MJCO,0.001,43350000000.0,-0.0013,693100000000.0,-0.0751,8840000000.0,-0.0013,9700000000.0,0.105,0.0097,1.2588,150400000000.0,0.26,0.0113,1.9142,0.061,0.8634999999999999,0.092,0.9358,0.639,0.077,-0.038,0.473,2.4945,0.105,0.079,0.001,0.064,0.0,-0.0034000000000000002,0.1411,0.8595999999999999,-0.0019,,,,0.131,
AMRC,0.087,47490000000.0,0.0582,1500000000.0,-0.08130000000000001,21530000000.0,-0.0294,41600000000.0,0.675,0.04769999999999999,0.3209,954100000000.0,0.147,0.0394,0.8579000000000001,0.031,1.0026000000000002,0.098,0.7337,0.331,0.07200000000000001,-0.1341,0.17800000000000002,1.2676,0.125,0.057,-0.535,0.044000000000000004,0.0,-0.0311,0.004,0.3533,-0.0169,0.196,0.2,,0.079,
VNET,0.017,108590000000.0,0.0232,2750000000.0,0.0,99720000000.0,-0.0533,-343500000000.0,0.5579999999999999,0.02,0.1533,624000000000.0,0.10300000000000001,0.1563,0.5764,-0.153,1.5077,-0.524,1.9159,0.207,0.017,-0.3055,0.22899999999999998,2.3502,0.28800000000000003,0.043,,-0.551,,-0.049699999999999994,-0.092,0.3154,0.019299999999999998,0.972,0.2,1900000000.0,0.057,
WST,0.006,73800000000.0,0.0195,20730000000.0,-0.07490000000000001,73410000000.0,0.0102,285700000000.0,0.9520000000000001,0.0101,0.2823,1950000000.0,0.182,0.0223,1.1258,0.125,0.9377,0.18600000000000003,0.8475,0.129,0.13,-0.0378,0.341,1.2302,0.122,0.17300000000000001,0.37200000000000005,0.147,0.163,0.0105,0.0417,0.4107,0.0101,0.109,0.15,,0.053,0.0023
AMD,0.006,1170000000.0,-0.018500000000000003,91010000000.0,-0.16820000000000002,1170000000.0,-0.076,596000000000.0,0.73,0.038,0.38170000000000004,7650000000.0,-0.11,-0.042,0.8917,0.10300000000000001,1.4738,0.215,0.6339,0.207,0.124,-0.2052,0.444,1.7316999999999998,0.262,0.094,3.054,0.08,0.0,-0.0946,-0.0102,0.33490000000000003,-0.0212,0.5096,0.3583,61310000000.0,0.040999999999999995,
TRIL,0.0007000000000000001,86390000000.0,0.1388,1380000000.0,0.0,62360000000.0,0.5428999999999999,,0.3272,0.0472,0.8223,210000000.0,-0.26899999999999996,,3.7904,,41.3841,,14.534,,,0.019799999999999998,,65.52810000000001,3.6,,,,,0.3661,0.6972,1.7931,0.039599999999999996,0.281,,2080000000.0,,
IRTC,0.011000000000000001,27180000000.0,0.1096,6960000000.0,-0.5216,27150000000.0,0.1202,-65099999999.99999,,0.10619999999999999,0.8265,228200000000.0,-0.024,-0.0212,2.1932,-0.222,1.9803,-0.5,2.4268,-0.22399999999999998,-0.322,0.0032,0.74,3.1488,-0.028999999999999998,-0.28600000000000003,-0.7340000000000001,-0.285,,0.0756,0.34009999999999996,1.057,0.024900000000000002,0.639,,,0.581,
EPAM,0.002,55700000000.0,0.0039000000000000003,17860000000.0,-0.4677,52980000000.0,0.0409,293700000000.0,0.9890000000000001,0.019,0.2531,2500000000.0,0.22,-0.017,0.8813,0.131,0.7069,0.18100000000000002,0.4903,0.264,0.163,-0.067,0.349,1.0806,0.146,0.134,0.121,0.11699999999999999,0.0,-0.0166,0.056600000000000004,0.32630000000000003,-0.0187,0.2127,0.17,,0.257,
EXPI,0.573,67760000000.00001,-0.07490000000000001,2740000000.0,-0.018000000000000002,29140000000.0,-0.0398,7400000000.0,0.156,0.0567,1.9991999999999999,1180000000.0,0.608,0.2612,4.3274,0.064,3.6104000000000003,0.128,2.4466,,-0.17,-0.1617,0.09300000000000001,4.9985,0.325,0.006999999999999999,4.191,0.006,0.0,-0.0592,0.2748,1.5004,-0.0296,0.915,0.1,,1.361,
RGEN,0.008,52380000000.0,0.0092,7730000000.0,-0.3151,48670000000.0,-0.0127,30900000000.0,0.865,0.029500000000000002,0.263,302500000000.0,0.191,-0.035699999999999996,0.645,0.022000000000000002,0.7715000000000001,0.028999999999999998,0.5783,0.121,0.02,-0.0874,0.569,1.0187,0.23800000000000002,0.131,0.8029999999999999,0.102,0.0,-0.0202,0.011399999999999999,0.2664,0.0019,0.09630000000000001,0.265,,0.336,
TDOC,0.01,82740000000.0,0.0817,17500000000.0,-0.414,80340000000.0,-0.0512,-94700000000.0,0.902,0.1716,0.0194,716300000000.0,0.067,-0.0246,0.4493,-0.053,1.9889,-0.08800000000000001,1.4538,0.331,-0.048,-0.188,0.635,2.421,0.85,-0.1,0.179,-0.132,,-0.0052,-0.028999999999999998,0.3041,0.030899999999999997,0.429,-0.0092,3720000000.0,0.6629999999999999,
NTRA,0.019,79070000000.0,0.015300000000000001,5010000000.0,-0.2361,75930000000.0,-0.0823,-153300000000.0,0.9890000000000001,0.07200000000000001,0.3023,341600000000.0,0.19,0.0355,1.4112,-0.273,0.8066,-0.662,0.7964,,-0.294,-0.0958,0.47200000000000003,2.5874,0.163,-0.434,-0.5870000000000001,-0.449,,-0.046,0.08039999999999999,0.4493,-0.0069,0.086,,,0.13699999999999998,
VEEV,0.001,150410000000.0,0.0052,40570000000.0,-0.5134000000000001,134990000000.00002,-0.0036,328500000000.0,0.905,0.0146,0.17309999999999998,1280000000.0,0.214,-0.0104,0.9925,0.145,0.8036,0.188,0.8904000000000001,0.457,0.16399999999999998,-0.11,0.72,1.2512999999999999,0.325,0.248,0.16,0.256,0.0,-0.0212,0.009399999999999999,0.369,0.0103,0.151,0.18230000000000002,,0.287,
ARWR,0.037000000000000005,101840000000.0,0.2978,4670000000.0,-0.0613,99560000000.0,-0.0416,-24400000000.0,0.677,0.0946,0.1734,123700000000.0,2.059,0.0366,0.5509000000000001,-0.048,0.4816,-0.055999999999999994,-0.32049999999999995,0.20600000000000002,0.249,-0.4154,,1.2091,-0.358,-0.27,-1.65,-0.19699999999999998,,0.0868,0.0034000000000000002,0.0239,-0.0579,-0.917,0.0733,1430000000.0,2.952,
FIVN,0.01,65340000000.0,0.0472,8160000000.0,-0.3443,64540000000.00001,-0.0203,-24300000000.0,,0.0579,0.21100000000000002,370900000000.0,-0.049,0.0241,0.9501999999999999,-0.04,1.1045,-0.11599999999999999,0.8612000000000001,0.40399999999999997,0.008,-0.07519999999999999,0.5820000000000001,1.4061000000000001,0.289,-0.026000000000000002,-7.191,-0.065,,-0.0013,0.018799999999999997,0.3237,0.0177,0.2275,0.1675,,0.26,
EMX,0.04650000000000001,84330000000.0,0.0108,237810000000.0,0.0,70480000000.0,0.0036,,0.285,0.0026,0.4462,,,,1.2381,,1.0584,,0.7178,,,-0.1532,,1.3898,1.188,,,,,-0.0138,-0.018000000000000002,0.40299999999999997,-0.0276,,,,,
ARGX,,47110000000.0,0.1389,11760000000.0,,47000000000.0,0.053200000000000004,,0.5649000000000001,0.0223,0.15560000000000002,,-1.374,,1.1015000000000001,,0.9759,,0.5558,,,-0.0843,,1.4071,-0.317,,,,,0.08869999999999999,0.045599999999999995,0.3669,0.0216,-0.062,,,,
NEO,0.028999999999999998,107890000000.0,0.013600000000000001,4070000000.0000005,-0.0883,105250000000.0,-0.1045,-5400000000.0,0.9390000000000001,0.0462,0.2638,404500000000.0,0.162,0.0898,0.4068,-0.006999999999999999,0.6443000000000001,-0.01,0.225,0.308,0.027000000000000003,-0.1267,0.433,0.9347,-0.145,-0.048,-4.25,-0.013000000000000001,,-0.0417,-0.0489,0.1537,0.0278,6.0,0.11199999999999999,,0.36200000000000004,
NVTA,0.016,129020000000.00002,0.2296,5320000000.0,-0.1215,106700000000.0,0.2143,-420500000000.0,0.914,0.1979,1.1379000000000001,233200000000.0,-0.374,0.32380000000000003,2.9408999999999996,-0.505,0.8920999999999999,-1.069,1.4799,-0.12300000000000001,-0.34600000000000003,-0.0227,0.34700000000000003,4.3945,-0.136,,-1.4069999999999998,,,0.1534,0.2208,0.8301999999999999,0.023799999999999998,0.506,0.08,3230000000.0,1.6680000000000001,
CMG,0.004,27910000000.0,-0.0632,34290000000.0,-0.3994,27560000000.0,-0.0032,255600000000.0,0.94,0.0388,0.2025,5620000000.0,1.034,-0.0231,1.1475,0.05,0.4608,0.153,0.452,-0.026000000000000002,0.2,-0.12210000000000001,0.242,1.9288999999999998,-0.048,0.05,-0.91,0.045,0.0,-0.0588,0.0045000000000000005,0.28059999999999996,-0.008100000000000001,0.945,0.2218,,0.063,
NSTG,0.006999999999999999,37790000000.0,0.1475,1760000000.0,-0.42369999999999997,37690000000.0,0.1464,-64500000000.0,,0.08470000000000001,0.4046,116700000000.0,0.5760000000000001,-0.0345,1.5763999999999998,-0.217,1.0361,-0.605,0.654,0.159,-0.185,0.0167,0.594,2.3224,-0.254,-0.455,-0.261,-0.5529999999999999,,0.13019999999999998,0.20679999999999998,0.4621,0.0354,0.242,,,0.214,
INSG,0.126,96490000000.0,0.0329,1080000000.0,-0.0079,96310000000.0,-0.0424,-116500000000.0,0.619,0.29719999999999996,0.0301,252600000000.0,-3.24,0.1061,1.1838,-0.6609999999999999,1.2993999999999999,5.21,0.5402,0.131,-0.18100000000000002,-0.2597,0.289,1.8875,0.444,-0.365,-4.736000000000001,-0.461,,0.023700000000000002,-0.0351,0.19079999999999997,0.050199999999999995,5.167000000000001,0.2,3680000000.0,0.035,
TWLO,0.004,141620000000.0,0.0044,34560000000.0,-0.6038,137220000000.0,-0.102,-372700000000.0,0.897,0.0726,0.0719,1390000000.0,-0.88,-0.0076,1.6788999999999998,-0.07200000000000001,0.9581000000000001,-0.087,1.2934,-0.486,-0.066,-0.21960000000000002,0.528,2.312,0.457,-0.276,0.013999999999999999,-0.268,,-0.0803,-0.09480000000000001,0.3862,0.0159,1.3646,0.205,2860000000.0,0.664,
EHTH,0.046,26360000000.0,0.1011,2020000000.0,-0.0086,24630000000.0,0.10949999999999999,77900000000.0,,0.1036,-0.27399999999999997,566800000000.0,0.012,0.04650000000000001,-0.23079999999999998,0.09699999999999999,-0.0381,0.12300000000000001,-0.17739999999999997,0.385,0.12300000000000001,-0.4806,0.993,0.49950000000000006,0.35,0.172,0.48700000000000004,0.13699999999999998,0.0,0.158,-0.0086,-0.2408,0.0097,0.2708,0.2495,1190000000.0,0.23,
OKTA,0.002,126320000000.0,0.0206,25950000000.0,-0.8468000000000001,118540000000.0,-0.037200000000000004,-231700000000.0,0.8170000000000001,0.056900000000000006,-0.0027,703700000000.0,-0.527,0.025699999999999997,0.7120000000000001,-0.10300000000000001,0.9097,-0.48700000000000004,0.7132,-0.223,-0.14800000000000002,-0.1454,0.737,1.2293,0.426,-0.29100000000000004,-0.273,-0.32899999999999996,,-0.0436,-0.0501,0.2242,0.0141,12.0,0.25,1730000000.0,0.7020000000000001,
RNG,0.012,88250000000.0,0.012199999999999999,25040000000.0,-0.31620000000000004,77320000000.0,-0.1061,-98200000000.0,0.998,0.07490000000000001,-0.0663,1030000000.0,-0.956,0.018600000000000002,0.4025,-0.062,0.934,-0.182,0.5288,0.023,-0.037000000000000005,-0.1887,0.732,1.1482999999999999,0.292,-0.083,1.048,-0.095,,-0.0702,-0.0745,0.0877,0.023799999999999998,0.2228,0.3,1170000000.0,0.326,
AHPI,0.6288,4010000000.0,0.0285,22850000000.0,0.0,2850000000.0,-0.2733,-3000000000.0,0.126,0.07629999999999999,-0.5294,31100000000.0,-0.898,-0.002,-0.7026,-0.19,3.0769,-0.27899999999999997,3.7451,0.055,-0.17300000000000001,-0.8718,0.18,5.2936000000000005,-0.024,-0.091,-1.8730000000000002,-0.095,,-0.0819,-0.3333,-0.3381,0.0341,,,,-0.028999999999999998,
SAM,0.025,12120000000.0,0.0304,10460000000.0,-0.5953,9060000000.0,0.0379,123200000000.0,0.8909999999999999,0.0987,0.6436,1460000000.0,0.152,-0.0131,1.8629,0.122,1.4963,0.179,1.3219999999999998,0.047,0.138,-0.022400000000000003,0.474,2.0252,-0.207,0.122,0.065,0.09300000000000001,0.0,0.023399999999999997,0.1039,0.6936,-0.0024,0.3601,0.2846,,0.067,
MTLS,0.0029,53190000000.0,-0.1843,1800000000.0,0.0,8000000000.0,0.2138,-2900000000.0,0.292,0.1437,0.534,219200000000.0,-0.49,0.056799999999999996,1.125,-0.006999999999999999,0.8729,-0.018000000000000002,0.8105,-0.085,0.017,-0.2738,0.551,2.1127000000000002,-0.213,0.013999999999999999,-5.269,-0.013000000000000001,,-0.12210000000000001,0.0801,0.4844,-0.051500000000000004,1.889,,,0.193,
PFSI,0.047,77790000000.0,0.09720000000000001,4210000000.0,-0.2552,40150000000.0,0.2181,933100000000.0,0.542,0.0738,0.41479999999999995,3230000000.0,0.887,-0.0901,2.2928,0.07,0.9427,0.423,0.7343999999999999,0.588,0.049,-0.0241,0.927,3.4949,1.114,0.391,3.785,0.289,0.03,0.1182,0.203,0.6123,0.0248,-0.3845,0.2073,,0.308,0.0102
IOVA,0.002,133160000000.0,0.1404,5290000000.0,0.0,101920000000.0,0.2384,-245700000000.0,,0.1429,0.20579999999999998,,-0.251,0.1143,0.5876,-0.532,0.7447,-0.594,0.306,-0.27,,-0.12869999999999998,,1.0458,,,-0.23,,,0.1353,0.19140000000000001,0.22190000000000001,0.013999999999999999,0.0,,1420000000.0,,
OSTK,0.009000000000000001,40330000000.0,0.1518,3650000000.0,0.09179999999999999,38170000000.0,-0.3837,-38900000000.0,0.593,0.1264,2.0368,1850000000.0,0.494,0.423,18.9574,-0.081,3.8194999999999997,-0.33899999999999997,9.644,-0.63,-1.136,-0.41600000000000004,0.217,28.660100000000003,1.094,-0.027999999999999997,2.2159999999999997,-0.021,,-0.1379,-0.04650000000000001,1.6187,0.0403,0.9444,0.05,6770000000.0,-0.005,
DXCM,0.006999999999999999,95740000000.0,0.015300000000000001,37910000000.0,-0.2396,95140000000.0,-0.1007,204700000000.0,0.977,0.0405,-0.049,1720000000.0,1.758,0.0104,0.8583,0.078,1.5118,0.20800000000000002,0.7798,0.415,0.071,-0.1467,0.649,1.6806,0.34299999999999997,0.14800000000000002,5.141,0.11900000000000001,0.0,-0.0535,-0.077,0.1888,0.008,0.187,0.5535,,0.41600000000000004,
PFNX,0.003,34290000000.0,0.0039000000000000003,437580000000.0,0.0,31890000000.0,0.0079,-8100000000.0,0.8590000000000001,0.018500000000000003,0.5898,38600000000.0,1.023,-0.0425,0.7831999999999999,-0.098,0.3309,-0.114,0.1612,0.156,0.011000000000000001,-0.08929999999999999,0.9059999999999999,1.4240000000000002,-0.7140000000000001,-0.215,-0.255,-0.21100000000000002,,0.008,0.2232,0.3104,0.0039000000000000003,1.5219999999999998,0.146,,0.364,
KRYS,0.192,18380000000.0,0.1127,965920000000.0,-0.0377,14200000000.0,0.0159,-21800000000.0,0.73,0.11449999999999999,0.0966,,-0.235,0.2182,0.2488,-0.092,-0.0004,-0.095,-0.1244,,,-0.2746,,0.5205,,,-0.009000000000000001,,,0.0535,0.11470000000000001,-0.0187,0.0484,-0.345,,,,
CVNA,0.01,66330000000.0,-0.054299999999999994,28820000000.0,-0.3568,58730000000.0,-0.1732,-160200000000.0,,0.30760000000000004,0.3065,4420000000.0,-0.204,-0.0063,4.6143,-0.076,1.1523,-0.953,0.7901,-0.192,-0.228,-0.2988,0.129,6.4359,0.134,-0.115,-0.395,-0.036000000000000004,,-0.1537,-0.0663,0.4943,-0.01,0.371,0.305,1740000000.0,1.484,
RH,0.012,19390000000.0,-0.0079,7380000000.0,0.0,16950000000.0,0.17190000000000003,216100000000.0,,0.25980000000000003,0.513,2530000000.0,0.773,-0.0183,3.6075999999999997,0.08900000000000001,1.2327,8.388,0.7725,0.32799999999999996,0.217,-0.0781,0.434,4.1742,0.004,0.132,0.297,0.085,0.0,0.1081,0.2138,0.7081999999999999,-0.003,0.1075,0.19949999999999998,,0.07200000000000001,
KRNT,0.0161,40870000000.0,-0.0382,2370000000.0,0.0,40590000000.0,-0.0658,-3300000000.0,0.968,0.0282,0.1573,161500000000.0,-0.264,-0.0053,1.403,-0.008,0.8164,-0.01,0.6933,0.19699999999999998,0.02,-0.1206,0.44799999999999995,1.6143,-0.174,-0.057,-3.1919999999999997,-0.021,,-0.0504,0.0116,0.36200000000000004,0.0152,17.7674,,,0.221,
BASI,0.092,10910000000.0,-0.0222,53200000000.0,0.0358,7190000000.0,0.0363,-2600000000.0,0.115,0.0006,-0.0339,59500000000.0,-2.44,0.0336,0.5204,-0.046,0.263,-0.26,-0.0202,0.10800000000000001,-0.006,-0.25379999999999997,0.31,0.6167,0.45,-0.02,-0.9840000000000001,-0.044000000000000004,,0.0039000000000000003,-0.0305,0.025699999999999997,-0.0182,,,,0.121,
ZYME,0.006999999999999999,50790000000.0,0.18469999999999998,1760000000.0,-0.1268,37540000000.0,0.5215,-172800000000.0,0.7879999999999999,0.0622,0.2084,30400000000.0,-2.044,0.055999999999999994,0.6868000000000001,-0.344,0.7259,-0.441,-0.0026,-0.48200000000000004,-0.613,-0.1405,,1.2302,0.57,,0.134,,,0.3318,0.4083,0.2057,0.045899999999999996,-0.091,,,0.7759999999999999,
KL,0.0378,275900000000.0,-0.0225,14160000000.0,0.0,275780000000.0,-0.0258,,0.5199,0.013600000000000001,0.3406,1930000000.0,,,1.0118,,0.08710000000000001,,0.16449999999999998,,,-0.1104,,1.8472,1.0659999999999998,,0.442,,,-0.029900000000000003,0.0068000000000000005,0.2348,-0.0197,,,1930000000.0,,0.0097
AUDC,0.405,30490000000.0,0.0178,1010000000.0,0.0,24050000000.0,-0.1252,8000000000.0,0.39799999999999996,0.0265,-0.0268,209800000000.0,-0.711,0.0767,0.5972,0.031,0.4851,0.067,0.2024,1.3090000000000002,0.06,-0.3126,0.498,2.4322,0.081,-0.024,0.32799999999999996,0.038,1.015,-0.0175,-0.10640000000000001,0.0731,0.0232,0.0677,0.198,,0.057,0.0091
MRTX,0.075,43830000000.0,0.2194,7240000000.0,-0.17300000000000001,40850000000.0,0.1213,-296200000000.0,,0.1176,0.40509999999999996,1800000000.0,-0.787,0.0043,1.2464,-0.52,0.7509999999999999,-0.57,0.2501,-0.11900000000000001,,-0.060599999999999994,,1.4404,,,-0.49700000000000005,,,0.10220000000000001,0.2028,0.5157,-0.0054,-0.07400000000000001,,,,
VCYT,0.01,57480000000.0,0.0689,1820000000.0,-0.44299999999999995,50250000000.0,-0.054299999999999994,-30900000000.0,0.9990000000000001,0.0808,0.3036,112500000000.0,0.56,0.0271,0.7792,-0.11699999999999999,0.256,-0.133,0.17190000000000003,0.27399999999999997,-0.063,-0.1016,0.652,1.354,-0.312,-0.295,-3.013,-0.275,,0.0014000000000000002,0.015600000000000001,0.19870000000000002,0.0043,0.48200000000000004,,,0.258,
PDEX,0.012,3870000000.0,0.023799999999999998,117090000000.0,-0.0298,2720000000.0,0.33380000000000004,6100000000.0,0.295,0.0087,0.5393,34800000000.0,1.405,0.15259999999999999,1.0491,0.14400000000000002,0.8694,0.22899999999999998,0.6393,0.483,0.172,-0.1277,0.377,1.5228,0.23199999999999998,0.151,0.764,0.114,0.0,0.0678,0.2571,0.5343,-0.027999999999999997,0.0667,,,0.20199999999999999,
MESO,,105760000000.0,0.10300000000000001,2109999999.9999998,,101850000000.0,0.005600000000000001,-77900000000.0,0.025,0.0215,0.3004,32200000000.000004,0.18899999999999997,0.1707,3.4257,-0.114,1.6488999999999998,-0.155,1.4261000000000001,0.131,-0.098,-0.1598,0.213,4.7306,-0.65,,-0.485,,,0.0028000000000000004,0.1537,0.6960999999999999,-0.009399999999999999,0.982,0.488,1080000000.0,0.102,
FRPT,0.015,40340000000.0,-0.022799999999999997,4260000000.0,-0.23079999999999998,38810000000.0,-0.0359,4300000000.0,0.9990000000000001,0.0381,0.2455,281100000000.0,0.747,0.0443,1.0256,0.013000000000000001,1.1740000000000002,0.017,0.7929,0.603,-0.002,-0.09140000000000001,0.451,1.5972,0.331,0.021,1.023,0.015,0.0,-0.044800000000000006,0.0355,0.3743,-0.0003,2.1038,,,0.23199999999999998,
IPHI,0.013999999999999999,51930000000.0,0.017,5450000000.0,-0.302,51500000000.0,-0.0717,-73900000000.0,0.961,0.0384,-0.0509,511800000000.0,0.264,-0.0086,0.7925,-0.075,0.6836,-0.212,0.4188,-0.076,-0.061,-0.26039999999999996,0.552,0.8848,1.031,-0.105,-0.08,-0.14400000000000002,,-0.045899999999999996,-0.1074,0.083,-0.022000000000000002,0.1222,0.376,1100000000.0,0.306,
GLOB,0.0331,37690000000.0,0.030299999999999997,7080000000.0,0.0,33470000000.0,0.0341,51700000000.0,0.9909,0.0373,0.2375,729900000000.0,0.018000000000000002,0.1354,1.4011000000000002,0.066,0.9051,0.099,0.6775,0.126,0.122,-0.0604,0.376,1.5116,0.16,0.107,-0.273,0.071,0.0,0.0129,0.0291,0.3579,0.0175,0.33909999999999996,,,0.27,
TTD,0.008,46140000000.0,0.0409,20780000000.0,-0.4857,41270000000.0,-0.060899999999999996,119500000000.0,0.83,0.0974,0.1038,680200000000.0,0.177,0.0481,1.5632,0.071,1.0713,0.185,0.6774,0.5416,0.17,-0.1542,0.7509999999999999,2.204,-0.128,0.102,-0.11199999999999999,0.17600000000000002,0.0,-0.048,-0.04190000000000001,0.3386,0.0163,0.1883,0.25,1290000000.0,0.715,
CMCL,0.001,11940000000.0,0.060700000000000004,237070000000.0,0.0,10070000000.0,-0.0087,22800000000.0,0.43,0.0273,0.1378,85400000000.0,2.8510000000000004,0.3085,1.9084999999999999,0.155,1.7401,0.2,1.304,0.5579999999999999,0.45299999999999996,-0.33990000000000004,0.46299999999999997,1.98,0.389,0.512,-0.7959999999999999,0.267,0.14300000000000002,0.044199999999999996,-0.054299999999999994,0.41619999999999996,0.0347,0.802,,,0.076,0.0175
IIPR,0.016,21700000000.0,0.026099999999999998,2740000000.0,-0.0855,21230000000.0,0.0438,39800000000.0,0.777,0.0704,0.30469999999999997,74700000000.0,1.716,0.2351,1.0875,0.044000000000000004,0.282,0.057,0.6448,,0.037000000000000005,-0.04190000000000001,0.977,2.1035,1.8259999999999998,0.5870000000000001,1.3880000000000001,0.532,1.37,0.013600000000000001,0.1186,0.3945,-0.011000000000000001,0.6377,,,,0.034
MELI,0.11900000000000001,49710000000.0,-0.0338,50000000000.0,-0.001,43720000000.0,-0.17679999999999998,-165200000000.0,0.855,0.0421,0.0473,2810000000.0,-3.299,0.0103,1.2038,-0.035,0.8169,-0.086,0.745,-0.32899999999999996,-0.078,-0.2141,0.475,1.3638,0.611,-0.028999999999999998,2.423,-0.059000000000000004,,-0.10890000000000001,-0.0929,0.2702,0.0183,1.1453,0.205,,0.32799999999999996,
PW,0.012,1910000000.0,0.1114,40480000000.0,0.0,1330000000.0,-0.20829999999999999,1000000000.0,0.247,0.004699999999999999,-0.2351,3000000000.0,0.179,0.4886,1.3732,0.028999999999999998,1.0092,0.10099999999999999,1.1833,0.18600000000000003,0.027999999999999997,-0.4202,,1.8273,1.0,0.445,1.704,0.33399999999999996,0.0,-0.0066,-0.1574,0.1727,0.10949999999999999,,,,0.046,
KNSL,0.03,22150000000.0,-0.030699999999999998,4150000000.0000005,-0.11410000000000001,21040000000.0,-0.0946,66200000000.0,0.8690000000000001,0.036699999999999997,0.1943,369100000000.0,0.836,-0.0241,1.1091,0.057999999999999996,0.8005,0.16,0.7918999999999999,0.358,0.15,-0.1416,,1.2508,0.621,0.212,1.113,0.179,0.113,-0.08259999999999999,-0.0278,0.32420000000000004,-0.032799999999999996,0.1316,0.15,,0.379,0.002
BTG,0.0077,1050000000.0,0.0673,7130000000.0,0.0,1030000000.0,0.1018,,0.7817000000000001,0.0084,0.3166,1450000000.0,-0.455,,1.5166,,1.0298,,0.7006999999999999,0.028999999999999998,,-0.0967,,2.1574,0.654,,2.283,,,0.0397,0.0368,0.37200000000000005,-0.0215,2.5,0.158,8060000000.000001,,
COUP,0.005,67599999999.99999,0.0204,17850000000.0,-0.6056,64489999999.99999,-0.1686,-108300000000.0,,0.1207,-0.0412,458400000000.0,-0.511,0.0189,0.755,-0.063,0.7979999999999999,-0.24100000000000002,0.6970000000000001,-0.207,-0.052000000000000005,-0.298,0.632,1.5067,0.324,-0.153,-0.9790000000000001,-0.23600000000000002,,-0.146,-0.1613,0.1967,0.0137,0.3478,0.252,1390000000.0,0.503,
FATE,0.001,79310000000.0,0.16949999999999998,3220000000.0,,73130000000.0,0.0843,-116500000000.0,0.9468000000000001,0.17350000000000002,0.23739999999999997,13200000000.0,-0.215,0.166,0.7537999999999999,-0.28800000000000003,1.1976,-0.386,1.0056,-0.026000000000000002,-0.41100000000000003,0.009000000000000001,,2.1176,0.9640000000000001,,0.017,,,0.1336,0.14980000000000002,0.37520000000000003,0.0634,-0.139,,,,
GNRC,0.017,62270000000.0,0.0239,11570000000.0,-0.09759999999999999,61720000000.0,0.008199999999999999,255800000000.0,0.965,0.0187,0.6091,2210000000.0,0.047,-0.046,1.1548,0.096,1.2841,0.25,0.8161,0.1,0.157,-0.06,0.371,1.4325,0.009000000000000001,0.163,0.051,0.115,0.0,-0.0127,0.1059,0.5283,-0.0077,0.1118,0.065,,0.086,
SVM,0.038,174000000000.0,0.0471,1510000000.0,0.0,167470000000.0,0.08900000000000001,37200000000.0,0.268,0.0187,0.8073,160000000000.0,-0.155,-0.0953,2.4733,0.07,0.9953,0.098,0.4885,0.184,0.113,-0.0527,0.456,4.6267000000000005,0.024,0.361,0.18899999999999997,0.23199999999999998,0.11599999999999999,0.0374,0.1159,0.6193,-0.0197,-0.0404,0.05,2080000000.0,0.043,0.0036
SLP,0.245,17740000000.0,0.0317,1340000000.0,-0.0232,14780000000.0,0.042800000000000005,9200000000.0,0.568,0.0716,0.1548,40100000000.0,0.142,0.1319,1.1928,0.18100000000000002,0.7624,0.22399999999999998,1.2298,0.209,0.23,-0.1191,0.7440000000000001,1.4931,0.242,0.27899999999999997,-0.002,0.23,0.46,0.0451,0.019299999999999998,0.4415,-0.0005,0.32549999999999996,0.15,,0.243,0.0037
NG,0.23800000000000002,329110000000.0,0.1014,4130000000.0,-0.0067,240460000000.0,0.26030000000000003,-29800000000.0,0.483,0.0347,0.3883,,0.127,0.0504,0.7240000000000001,-0.12300000000000001,0.8592,-0.221,0.2969,0.078,,-0.09539999999999998,,1.4989,,,-0.29600000000000004,,,0.1103,0.2236,0.2619,-0.0111,,,2210000000.0,,
WPM,0.002,448640000000.0,-0.031400000000000004,23290000000.0,0.0,448350000000.0,-0.0064,354200000000.0,0.6409999999999999,0.026000000000000002,0.2211,949600000000.0,-0.8,0.0106,1.1205,0.057,0.8737,0.067,0.7206999999999999,-0.191,0.022000000000000002,-0.1157,0.425,1.7433,0.309,0.39799999999999996,1.841,0.373,0.48,-0.0297,-0.0148,0.33759999999999996,-0.0264,0.3245,0.2186,2370000000.0,0.068,0.0078000000000000005
APHA,0.028399999999999998,267589999999.99997,0.04,1250000000.0,0.0,,0.0108,,0.1442,,0.0541,,,,0.8645,,-0.22640000000000002,,-0.10339999999999999,,,-0.263,,1.4,0.184,,,,,0.0138,-0.016399999999999998,0.1041,0.0043,,,5320000000.0,,
CGC,0.41619999999999996,371270000000.0,0.0118,6070000000.0,0.0,224760000000.0,-0.016200000000000003,,0.1335,0.20739999999999997,-0.055999999999999994,,,,0.3829,,-0.3789,,-0.2243,,,-0.4337,,0.8178,0.22,,,,,-0.0013,-0.0449,-0.0705,-0.0024,,,3910000000.0,,
