ticker,52W High,52W Low,52WeekChange,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,SandP52WeekChange,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingEps,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,Oper. Margin,P/B,P/C,P/E,P/FCF,P/S,PEG,Payout,Prev Close,Price,Profit Margin,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
FI,-0.5868,0.4337,-0.6050097,,0.161,-1.251,,0.19399999999999998,-0.247,-1.58,0.249,-312100000000.0,0.036000000000000004,-0.193,0.52,0.0698,554490000000.0,-0.156,-0.08810000000000001,0.0348,0.057800000000000004,-0.5397,-0.5665,-0.321,-0.39,-0.292,0.0263,-0.20629999999999998,0.0333,489500000000.0,-0.447,-0.128,0.12570786,0.010700000000000001,155740000000.0,225850000000.0,2.52,1.289297,2.37,3.07,2.44,2.062,14.901,0.583,2.3902857,5.76,1.66,-0.25,-9.52,0.57050997,0.47906,2.12,0.1,2.05,0.77524436,1.0996361,-0.63765997,2.44,2.062,2.12,2.05,2.12,0.0074,0.0108,3.27,-1.388,2.362971,0.16,1.37,3.07,,3.8,0.0,,,-1.38,-0.08,,3100.0,,,0.0,-0.616,0.56,,,43.54,0.77,,,1.83,1.73,-0.638,3.1,40.28,2.6,0.79,1.81,,
GSM,-0.6145,0.564,-0.6335878,1240000000.0,0.1517,0.6970000000000001,0.2,,-0.569,,0.25,-354200000000.0,0.5783,0.0,0.25,-0.059500000000000004,94460000000.0,0.25489999999999996,0.07139999999999999,-0.11720000000000001,0.2847,-0.4177,-0.5853,-0.163,-0.47200000000000003,-0.307,0.1555,-0.1678,0.1039,1320000000.0,-0.389,0.027000000000000003,0.12570786,0.0043,71410000000.0,169250000000.0,0.563,2.383668,0.54,3.072,0.5729,0.4672,-7.578,0.361,0.49085715,1.38,0.35,-0.34,-1.61,0.57831,0.29428,0.475,,0.4753,0.1781901,0.07017257,-0.20684999,0.5729,0.4672,0.475,0.4753,0.475,0.0018000001,0.0039,0.24,-1.613,0.54471016,0.08,2.14,3.07,0.53,2.0,0.91,,,-2.09,,,3462.0,,,0.87,-0.262,0.21,1.21,,1.81,0.08,,,0.62,0.64,-0.207,1.0,54.46,3.0,1.28,0.23,,
HPR,-0.8332999999999999,1.129,-0.84000003,5020000000.0,0.1832,,0.31,,-0.32299999999999995,-2.0,0.8320000000000001,-1120000000000.0,0.013000000000000001,0.0,0.682,-0.2361,72200000000.0,0.1379,-0.1754,-0.2109,0.26,-0.8047,-0.8207,-0.7,-1.962,0.012,0.053399999999999996,-0.4702,-0.038,366000000000.0,-0.598,-0.008,0.12570786,0.09960000000000001,111290000000.0,211900000000.0,0.33,4.251393,0.3313,0.01,0.3444,0.29,2.214,2.418,0.3462857,1.98,0.16,-0.07,-4.714286,0.01644,0.91968,0.31,0.45,0.2789,33.000004,0.19998176,,0.3444,0.29,0.31,0.2789,0.31,0.0515,0.09810001,2.49,-5.306,0.31550723,0.03,4.07,0.01,0.01,1.2,0.0,,,-5.3,-0.01,,155.0,,,361.23,,25.71,20.65,,0.23,0.15,,,0.24,0.26,,1.2,45.97,2.3,3.36,3.31,,
IDRA,-0.284,1.8536000000000001,-0.32550335,,0.1542,-0.8370000000000001,,0.253,0.048,-0.316,,-77800000000.0,0.006,,0.252,-0.0025,83380000000.0,0.9333,0.16,0.1777,0.1959,0.2747,-0.254,-1.89,,4.113,0.1561,0.2929,0.1393,0.0,,0.818,0.12570786,0.0301,25540000000.0,33580000000.0,2.37,2.084169,2.14,-0.516,2.39,2.07,-0.849,,2.035143,3.11,0.81,-0.68,-3.4117646,0.18235001,0.27527002,2.11,,2.01,,,,2.39,2.07,2.11,2.01,2.11,0.0218,0.028299998,3.34,-2.627,1.8205796,0.17,2.31,-0.53,0.9,4.5,,,,-2.6,-0.22,,36.0,,,,,,2.63,,,,,,2.26,2.36,,4.5,55.51,1.7,0.48,1.47,,
IPOB,0.3173,0.6645,0.20788598,,0.3456,,,,,,,,,,0.479,4.5127,888010000000.0,,0.6007,,0.4633,0.6254,,,,,0.5508,0.5418,0.5414,,,,0.12570786,0.0017000000000000001,33900000000.0,37500000000.0,17.25,,17.17,,18.08,14.82,,,11.243571,18.08,10.55,,,,,15.55,,13.05,,,,18.08,14.82,15.55,13.05,15.55,0.0011,,0.2,,11.38941,1.62,,10.69,0.02,9.7,0.0,,,,,,,,,0.0,,1.99,1108.73,,,,,,18.78,21.24,,9.7,71.45,,2.81,0.19,,
JNCE,0.095,2.9247,1.5953081,1010000000.0,0.2373,-2.873,,-0.153,0.43,2.971,,21800000000.0,0.006,-0.06570000000000001,0.759,-0.0026,356640000000.0,2.102,1.3397,0.8497,0.4698,0.25429999999999997,2.1831,0.113,0.135,0.302,0.7859999999999999,0.8691,0.9719,119400000000.0,,,0.12570786,0.07,30530000000.0,34049999999.999996,10.95,2.105038,10.85,3.736,11.7201,8.91,7.68,1.453,5.5542855,11.7201,2.79,-2.79,-3.9247313,0.12883,0.74639,8.94,,8.85,2.930942,3.1365888,0.18236,11.7201,8.91,8.94,8.85,8.94,0.0625,0.123900004,13.51,0.628,5.283623,0.79,1.68,3.74,3.61,8.0,0.0,,,0.62,-0.78,,130.0,,,0.0,,2.57,2.66,15.6,,2.84,,0.0,9.67,9.61,0.182,8.0,63.92,2.3,0.22,1.1,14.3,
KOS,-0.8358,1.475,-0.8453293,9280000000.0,0.22769999999999999,,0.23800000000000002,0.606,-0.17,0.402,0.6559999999999999,-401900000000.0,0.008,0.0029,0.888,-0.0127,527360000000.0,0.7867000000000001,-0.2955,-0.4833,0.069,-0.7825,-0.8198000000000001,-0.095,-0.568,0.047,-0.1159,-0.5549000000000001,-0.1963,1110000000.0,-0.6779999999999999,0.11900000000000001,0.12570786,0.0711,384400000000.0,405200000000.0,1.24,3.374581,1.2,1.121,1.27,1.01,5.56,2.191,1.4928571,7.55,0.5,-0.28,-4.428571,0.04642,0.98775,1.02,-0.06,1.01,1.1061552,0.45217675,-0.36146998,1.27,1.01,1.02,1.01,1.02,0.0674,0.0788,4.25,-0.997,1.5336957,0.11,3.44,1.12,0.43,1.1,4.76,0.18,0.1593,-0.99,-0.18,,360.0,,,4.64,-0.22699999999999998,1.01,2.66,,1.56,0.39,,,1.13,1.13,-0.361,0.8,46.37,2.4,0.57,3.5,,
LEU,-0.40549999999999997,2.6969,2.0712075,,0.1925,2.735,,-0.4733,-0.157,0.792,0.376,57200000000.0,0.02,1.9157,0.161,0.034,154380000000.0,0.8228,-0.3122,0.1066,0.2545,0.7195,2.6969,0.127,-0.175,0.09,0.11689999999999999,0.3898,-0.049100000000000005,281100000000.0,6.142,-0.16399999999999998,0.12570786,0.0412,6660000000.0,9680000000.0,12.8,3.367892,11.88,-31.182,13.4799,10.5,1.276,0.334,13.12,19.9,3.2,2.07,5.714976,0.39213002,0.189,10.79,,9.92,,0.5066952,0.23122999,13.4799,10.5,10.79,9.92,10.79,0.0231,0.0287,1.13,5.877,9.357681,0.9,3.68,-30.63,9.17,1.2,,,,5.82,-0.59,,230.0,6.21,,,0.2,,1.07,1.69,2.67,0.46,,0.0,10.11,9.84,0.203,1.0,44.58,2.0,0.68,0.6,,
MRNS,-0.0857,2.1683000000000003,0.21264362,2000000000.0,0.5166,0.336,0.2,0.253,0.145,-0.106,,-72400000000.0,0.0063,0.0,0.778,0.42200000000000004,381280000000.0,1.2222,0.7877,0.1073,0.7391,0.4815,0.7978000000000001,-0.846,-1.265,,0.6585,0.5274,0.6655,,,,0.12570786,0.17850000000000002,82920000000.0,99770000000.0,3.09,1.988851,3.05,0.756,4.07,2.98,-2.409,,1.8565714,4.07,1.01,-0.56,-5.714286,0.00625,0.70287,3.34,-0.14,2.11,4.2328043,,,4.07,2.98,3.34,2.11,3.34,0.12109999,0.121400006,7.34,-0.968,2.110471,1.38,1.79,3.7,3.21,11.5,0.0,,,-3.97,-0.6,,42.0,,,0.0,,3.93,4.53,,,,,,15.03,14.53,,11.5,65.77,1.5,0.55,2.8,,
NCTY,-0.5028,0.9309000000000001,-0.5371901,1580000000.0,0.2075,0.305,,,0.337,0.569,,-27900000000.0,0.451,0.0,0.009000000000000001,,39170000000.0,0.5971,0.06860000000000001,-0.221,0.28800000000000003,-0.2586,-0.4094,-0.965,0.266,,0.2883,-0.064,0.030899999999999997,,-0.987,,0.12570786,0.11289999999999999,14410000000.0,42840000000.0,0.72,1.619843,0.72,,0.7154,0.5471,,,0.60885715,1.36,0.35,,,0.24701999,0.0018600001,0.5587,,0.56,,,,0.7154,0.5471,0.5587,0.56,0.5587,0.0256,,2.99,,0.61210144,0.09,1.59,-2.88,0.02,0.1,,,,-0.71,,,61.0,,,,,,13.64,,,,,,0.32,0.33,,0.1,33.97,4.0,6.02,0.52,,
NEXT,-0.4882,2.1121,-0.5232745,,0.1684,-0.177,0.006,0.14800000000000002,,-0.09,,-35700000000.0,0.002,0.0,0.845,0.012,439300000000.0,0.7178,1.3605,0.6445000000000001,0.4893,-0.4349,-0.4448,-0.17600000000000002,-0.486,,1.1872,0.17079999999999998,1.115,,,,0.12570786,0.0040999999999999995,108880000000.0,117390000000.0,3.43,0.555968,3.45,0.651,4.19,2.97,-11.145,,1.56,6.78,1.115,-0.23,-15.086956,0.09645,0.83495003,2.97,-12.53,2.97,5.330261,,,4.19,2.97,2.97,2.97,2.97,0.0037,0.011,5.14,-0.317,1.8027174,0.47,-0.12,0.65,0.29,,0.0,,,-0.31,-0.06,,74.0,,,0.0,,4.45,9.92,,,,,,2.92,2.89,,,52.11,3.1,0.19,1.04,3.21,
NVUS,-0.2345,3.44,-0.5141026,,1.9287999999999998,0.563,,0.633,0.321,0.131,,-17800000000.0,0.045899999999999996,0.0,0.354,0.11259999999999999,21500000000.0,2.4365,1.5353999999999999,1.0563,1.8608000000000002,0.9138,0.406,-1.4140000000000001,-1.621,,1.7167,1.0358,1.4553,,,,0.12570786,0.0149,14150000000.0,16980000000.0,1.04,3.656372,,0.483,1.35,0.9003,0.105,,0.43585715,1.45,0.25,-0.29,-3.8275864,0.045879997,0.35111,1.07,0.01,0.379,2.2981367,,,1.35,0.9003,1.07,0.379,1.07,0.0109,0.013300001,0.82,-1.182,0.52430433,2.12,2.53,0.55,0.43,8.9,0.0,,,-1.17,-0.1,,7.0,,,0.0,,30.09,38.67,,,,,,17.0,16.55,,8.9,57.27,2.3,0.11,0.57,,
OAS,-0.8933,1.1645999999999999,-0.90074444,21710000000.0,0.2833,-3.156,0.1011,-0.258,-0.158,-2.7439999999999998,0.602,-4459900000000.0,0.015,0.0,0.534,-0.3411,182310000000.0,0.23600000000000002,-0.2871,-0.5776,0.0484,-0.8406,-0.8918,-0.863,-3.0180000000000002,0.03,-0.079,-0.5891,-0.19820000000000002,1520000000.0,-0.6859999999999999,0.083,0.12570786,0.25079999999999997,295020000000.0,317630000000.0,0.524,3.72408,0.524,-2.365,0.5749,0.4247,3.371,2.081,0.6242857,4.76,0.24,-0.18,-2.886111,0.019129999,1.02995,0.4399,-0.57,0.4048,,0.11580947,,0.5749,0.4247,0.4399,0.4048,0.4399,0.2305,0.368,3.97,-14.115,0.6497101,0.06,3.79,-2.39,0.19,1.2,,,,-14.08,-0.07,,609.0,,,,,,0.8,,0.22,0.04,,,0.17,0.16,,1.1,20.72,3.7,2.58,3.05,,
PSTV,-0.8106,2.2546,-0.69308174,,0.2418,0.9109999999999999,,-0.324,,0.968,,-2000000000.0,0.008,,0.10400000000000001,0.0022,13180000000.0,1.7297,0.0236,0.436,0.1477,0.2625,-0.6742,-0.099,-1.76,-0.295,0.1634,0.4307,0.1797,6300000000.0,-0.33299999999999996,-0.016,0.12570786,0.0689,3980000000.0,4050000000.0,2.93,0.540691,2.92,0.056,3.5,2.85,-2.279,1.29,2.6748571,,0.93,-5.94,-0.510101,0.00745,0.18843001,3.32,,2.44,54.10714,2.0680063,-0.24209,3.5,2.85,3.32,2.44,3.32,0.0642,0.0642,0.61,-30.616,2.0288405,0.2,0.41,0.81,2.21,1.1,1.85,,,-0.53,-0.65,,12.0,,,0.0,-0.685,3.17,1.16,,,1.72,,,2.62,2.57,-0.331,1.1,47.4,2.0,0.11,0.29,,
RRD,-0.7164,0.9028,-0.6377709,1210000000.0,0.1709,-7.069,-0.05,-0.4167,-0.147,-4.534,0.193,-147600000000.0,0.016,-0.6496,0.778,-0.0155,96980000000.0,-0.2126,0.022400000000000003,0.0703,0.1709,-0.6531999999999999,-0.6119,-0.044000000000000004,0.373,0.028999999999999998,0.0834,-0.2816,0.1081,5820000000.0,-0.23,-0.026000000000000002,0.12570786,0.0178,69080000000.0,72200000000.0,1.45,2.746934,1.36,-6.702,1.48,1.22,5.375,0.348,1.2617143,4.83,0.72,0.35,3.914286,0.027609998,0.81454,1.25,-0.38,1.17,,0.016815018,-0.02537,1.48,1.22,1.25,1.17,1.25,0.0172,0.0211,1.75,-2.067,1.2502174,0.11,2.56,-6.63,4.72,1.5,,,,-2.06,0.13,,36400.0,4.0,,,0.008,,0.3,,0.96,0.02,,,1.47,1.4,-0.025,1.2,50.1,2.0,0.6,1.44,2.0,
TTNP,-0.6349,0.5141,-0.4705882,6880000000.0,0.16469999999999999,0.872,,-0.154,0.032,0.079,0.764,-17000000000.0,0.003,0.0,0.061,-0.1109,21070000000.0,-0.04019999999999999,-0.23190000000000002,-0.373,0.075,0.10769999999999999,-0.4154,-1.7930000000000001,,-3.077,-0.049800000000000004,-0.179,-0.21030000000000001,4800000000.0,1.6,-0.002,0.12570786,0.0736,95380000000.0,95660000000.0,0.2149,0.785395,0.2148,0.016,0.2344,0.1926,-1.207,4.013,0.25800002,0.59,0.14,-0.14,-1.5357143,0.00301,0.056789998,0.195,,0.1846,13.4375,4.3322253,,0.2344,0.1926,0.195,0.1846,0.195,0.0722,0.072399996,1.77,-0.281,0.27695653,0.01,0.87,0.02,0.05,1.8,3.06,,,-0.38,-0.04,,21.0,,,2.06,,7.82,3.43,,,3.93,,,0.15,0.16,,1.6,27.27,3.0,0.94,1.49,,
XELA,-0.7208,4.2919,-0.7224265,10820000000.0,0.20559999999999998,-0.15,,,,-1.996,0.205,-497600000000.0,0.1447,0.0,0.625,-0.19399999999999998,68820000000.0,1.6771,-0.0843,-0.1572,0.15710000000000002,0.11630000000000001,-0.6629,-0.37,0.727,-0.455,0.0722,0.2465,-0.0608,1440000000.0,-0.213,,0.12570786,0.08689999999999999,60700000000.0,147510000000.0,0.4499,2.242461,0.4526,-5.422,0.555,0.4311,18.516,1.125,0.4709972,1.63,0.086,-0.48,-0.948125,0.14468001,0.76142997,0.46,,0.3775,,0.04660978,-0.34487998,0.555,0.4311,0.46,0.3775,0.46,0.0358,0.17729999,0.83,-3.397,0.37133732,0.03,1.93,-5.42,0.58,0.8,,,,-3.39,-0.21,,21000.0,,,,-0.243,,0.72,,,0.04,,,0.38,0.42,-0.34600000000000003,0.8,53.57,2.0,0.68,0.64,,
AXGN,-0.3073,0.8226,-0.23159397,,0.214,-0.135,,0.456,0.057999999999999996,-0.231,0.7879999999999999,-28900000000.0,0.032,0.0,0.8340000000000001,-0.0252,445590000000.0,0.0782,-0.066,0.0897,-0.0537,-0.39909999999999995,-0.2299,-0.185,-0.226,-0.23800000000000002,0.1534,0.1149,0.1359,103100000000.0,-0.172,0.447,0.13119566,0.030899999999999997,38630000000.0,39820000000.0,13.06,0.734113,13.03,2.992,13.49,12.14,-12.987,3.56,11.447715,18.84,7.16,-0.37,-35.10811,0.03601,0.88807,,,10.75,4.3415775,5.050229,-0.28035998,13.49,12.14,,10.75,,0.0298,0.0364,4.59,-0.73,10.159637,0.68,0.66,3.01,2.48,10.0,0.25,,,-0.73,-0.17,,371.0,,,0.25,-0.293,4.32,5.24,,,5.05,,,12.17,13.0,-0.28,9.1,62.97,2.0,0.73,3.87,16.3,
GME,0.0189,2.3502,0.54130447,5100000000.0,0.2144,0.5870000000000001,,0.985,-0.287,0.337,0.281,-334400000000.0,0.075,-0.001,0.95,-0.106,472690000000.0,0.6761,0.4926,0.528,-0.07919999999999999,0.1661,0.6299,-0.126,-0.6729999999999999,-0.424,0.3926,0.8101999999999999,0.7188,5600000000.0,-0.267,-0.07,0.13119566,,48480000000.0,65000000000.0,8.57,1.3835,8.56,5.403,9.04,7.06,-13.555,0.148,5.3937144,9.04,2.57,-0.13,-67.30769,0.11168,1.5262101,7.03,0.07,7.09,1.6194707,0.10126535,-0.060650002,9.04,7.06,7.03,7.09,7.03,0.8874,2.5444,10.68,-4.902,4.6522465,1.24,1.09,5.42,10.84,1.1,1.34,,,-4.9,-0.85,,14000.0,,,0.61,-0.028999999999999998,2.22,1.11,,2.54,0.15,,,13.49,12.02,-0.061,0.7,65.17,3.0,9.71,,6.2,
GOGO,0.0674,7.5716,0.34971905,5970000000.0,0.1863,-0.011000000000000001,0.1,0.509,-0.127,0.129,0.457,-216000000000.0,0.006999999999999999,4.2823,0.49,-0.0968,836930000000.0,3.4907,1.7775,2.3719,0.060700000000000004,0.5015999999999999,0.4561,-0.182,0.47,-0.032,0.6847,1.9508,1.4277000000000002,703600000000.0,-0.5479999999999999,0.154,0.13119566,0.3839,53130000000.0,81760000000.0,11.4,1.578037,11.39,-6.771,11.6,9.6,19.229,2.65,5.2944283,11.6,1.33,-1.7,-6.688235,0.38055,0.72676,9.8887,-0.27,9.61,,1.3745929,-0.30699,11.6,9.6,9.8887,9.61,9.8887,0.23979999,0.3816,6.12,-2.659,3.1604347,1.03,1.31,-6.96,,1.3,,,,-2.65,-0.79,,1115.0,,,,-0.132,,,,,1.28,,,10.16,11.01,-0.307,0.9,69.52,2.4,0.5,3.4,10.0,
GSM,-0.5552,0.8046,-0.5669291,1250000000.0,0.15380000000000002,0.6970000000000001,0.2,,-0.569,,0.25,-354200000000.0,0.5783,0.0,0.25,-0.059500000000000004,94460000000.0,0.25489999999999996,0.07139999999999999,-0.11720000000000001,0.2847,-0.4177,-0.5853,-0.163,-0.47200000000000003,-0.307,0.3301,-0.039,0.2759,1320000000.0,-0.389,0.027000000000000003,0.13119566,0.0043,71410000000.0,169250000000.0,0.635,2.383668,0.633,3.072,0.64,0.5453,-7.578,0.361,0.492,1.3,0.35,-0.34,-1.8641177,0.57831,0.29428,0.5453,,0.5474,0.20631512,0.08124841,-0.20684999,0.64,0.5453,0.5453,0.5474,0.5453,0.0018000001,0.0039,0.24,-1.613,0.54289854,0.08,2.14,3.07,0.53,2.0,0.91,,,-2.09,,,3462.0,,,0.87,-0.262,0.21,1.21,,1.81,0.08,,,0.62,0.64,-0.207,1.0,54.46,3.0,1.28,0.23,,
HTBX,-0.6953,5.717899999999999,0.93103456,31800000000.0,0.1696,0.647,,0.0,0.495,0.332,,-20300000000.0,0.0604,0.0,0.13,0.1718,170960000000.0,0.8561,-0.3293,0.4675,-0.0175,1.3578999999999999,0.898,-0.5539999999999999,-0.773,-1.518,0.0472,0.5631,-0.22440000000000002,3500000000.0,1.0,,0.13119566,0.1036,75530000000.0,87930000000.0,1.3,0.43311,1.29,0.434,1.4,1.12,-6.703,33.654,1.5757142,4.3,0.2,-0.22,-6.0909095,0.060370002,0.1356,1.13,,1.12,3.0875578,60.090233,,1.4,1.12,1.13,1.12,1.13,0.0499,0.0515,0.43,-0.383,1.0501449,0.11,0.55,0.54,0.31,7.7,0.01,,,-0.45,-0.04,,36.0,,,0.0,,2.31,4.02,,,53.93,,,1.27,1.25,,7.7,46.81,2.0,0.07,0.23,,
ICD,-0.9233,1.6831,-0.9276786,,0.1925,0.259,0.07,0.11199999999999999,0.134,-0.917,0.252,-83900000000.0,0.011000000000000001,-0.0168,0.4,-0.2048,12930000000.0,0.49079999999999996,-0.19269999999999998,-0.5041,-0.0202,-0.8781,-0.935,-0.16699999999999998,-0.258,-0.099,0.08960000000000001,-0.6336999999999999,-0.0703,150200000000.0,-0.595,0.237,0.13119566,0.0203,4400000000.0,5180000000.0,2.9,7.483835,2.89,60.605,3.13,2.4002,6.49,0.95,2.9274285,35.8,1.08,-9.72,-0.30246913,0.07853,0.74001,2.43,-0.03,2.43,0.04851085,0.10133979,-0.55844,3.13,2.4002,2.43,2.43,2.43,0.0172,0.0228,0.32,-22.038,4.391232,0.34,7.47,74.86,3.35,1.6,0.49,,,-22.17,-3.2,,650.0,,,0.46,-0.46799999999999997,0.04,0.87,,,0.1,,,2.64,2.91,-0.5579999999999999,1.5,61.4,3.0,34.99,0.35,,
KODK,-0.8573000000000001,4.7067000000000005,1.298893,23130000000.0,0.374,-5.7139999999999995,-0.12,,0.033,-2.801,0.146,-210000000000.0,0.106,0.0282,0.146,0.0722,435790000000.0,2.5,-0.261,1.5533000000000001,0.1266,0.3398,1.2490999999999999,0.07,0.897,-0.633,0.3045,1.1467,0.1048,1220000000.0,-0.08199999999999999,-0.10099999999999999,0.13119566,0.2892,57170000000.0,75680000000.0,8.58,5.858974,8.57,-0.686,11.4,8.14,6.81,0.594,10.143429,,1.5,,,0.65433997,0.27696,9.44,,6.23,,0.5672873,-0.16281,11.4,8.14,9.44,6.23,9.44,0.2185,0.3754,0.62,-4.683,4.2508698,1.09,6.17,-0.69,2.37,2.1,,,,-4.82,,,4922.0,,,,-0.076,,4.23,,,0.68,,,8.86,10.01,-0.18100000000000002,1.3,58.45,,1.22,0.52,,
MRC,-0.6043999999999999,0.8489,-0.60676694,,0.1702,-0.5,0.15,0.275,-0.29100000000000004,-0.511,0.182,-293000000000.0,0.02,0.2706,,-0.0169,427600000000.0,0.3763,-0.14400000000000002,-0.1941,-0.16449999999999998,-0.6165999999999999,-0.6213000000000001,-0.133,-0.527,0.069,0.0584,-0.1948,0.0444,3100000000.0,-0.38799999999999996,-0.092,0.13119566,0.0454,78570000000.0,82000000000.0,6.11,2.332218,6.1,4.155,6.1478,5.22,16.271,0.467,5.9185715,15.47,3.31,-0.4,-15.275001,0.039189998,1.0302,5.28,-0.85,5.23,1.4705174,0.16154416,-0.088599995,6.1478,5.22,5.28,5.23,5.28,0.0435,0.052399997,6.52,-3.644,5.450362,0.38,2.44,4.16,0.24,2.5,1.39,,,-3.58,-0.16,,3200.0,,,1.38,-0.078,1.12,19.28,,1.22,0.12,,,4.64,4.68,-0.096,1.0,42.08,2.4,0.82,4.66,7.22,
MYO,-0.8745,0.7801,-0.8369613,,0.3141,0.7509999999999999,-0.004699999999999999,0.478,0.261,0.23199999999999998,0.6920000000000001,-13300000000.0,0.057,0.0,0.049,-0.501,14210000000.0,0.16820000000000002,-0.0329,0.0409,0.0495,-0.5767,-0.8368000000000001,-1.285,-1.896,-2.399,0.3406,-0.1472,0.3222,4000000000.0,0.0,0.33299999999999996,0.13119566,0.0348,3070000000.0,3670000000.0,4.99,1.225943,4.98,3.118,5.67,4.82,-0.333,0.965,3.7989142,,2.82,-2.52,-1.9801587,0.02204,0.06949,5.11,1.66,3.82,1.6003848,4.587382,,5.67,4.82,5.11,3.82,5.11,0.0291,0.0294,0.48,-8.484,3.8778117,0.29,1.05,3.43,2.87,4.7,0.11,,,-13.32,-1.05,,49.0,,,0.01,,1.36,1.62,,,4.34,,,4.73,4.65,,4.5,58.26,2.0,0.04,0.09,,
NINE,-0.861,2.8952999999999998,-0.835443,,0.2651,-4.922,,0.289,-0.337,-2.423,0.134,-566200000000.0,0.046,0.0,0.563,-0.1815,33310000000.000004,0.3,-0.3118,-0.5791,0.0086,-0.8504,-0.8421,-0.7709999999999999,-1.955,-0.228,0.1159,-0.5193,-0.0959,565100000000.0,-0.778,0.047,0.13119566,0.0361,15980000000.0,29840000000.0,1.48,2.946013,1.47,2.21,1.49,1.17,25.473,0.558,1.5425714,10.65,0.38,-2.46,-0.5984553,0.21570998,0.77138,1.2,0.01,1.17,0.66615385,0.08894754,-1.00203,1.49,1.17,1.2,1.17,1.2,0.0182,0.0345,3.38,-19.2,1.6260145,0.16,,2.34,2.91,7.2,5.27,,,-19.25,-0.89,,1469.0,,,5.25,-0.943,0.6,0.49,,0.77,0.08,,,1.29,1.41,,5.1,55.65,3.4,1.72,2.15,1.45,
OSN,-0.2267,1.9333,0.027933002,,0.1957,0.107,,,-0.006999999999999999,0.068,0.175,10700000000.0,1.0,0.0,0.016,0.0855,23370000000.0,1.2439,-0.0054,0.29350000000000004,0.16829999999999998,0.1946,-0.0054,0.06,0.095,0.09699999999999999,0.3177,0.5912,0.3124,128699999999.99998,-0.21600000000000003,0.024,0.13119566,0.0074,2200000000.0,6600000000.0,4.42,1.013935,4.4,18.061,4.7,4.2806,4.291,0.564,3.4888573,5.69,1.5,,,0.65939003,0.020580001,4.35,,3.88,0.24749458,0.23578836,0.083229996,4.7,4.2806,4.35,3.88,4.35,0.0025,,0.07,1.623,2.6136231,0.2,1.0,18.06,0.22,3.9,0.29,,,1.62,,,176.0,,,0.05,0.127,0.24,20.1,2.72,1.74,0.23,,0.0,4.28,4.42,0.083,3.3,56.38,,0.06,0.1,,
PEIX,0.1332,26.4545,5.8571434,4620000000.0,0.2583,2.613,0.2,2.6591000000000005,-0.33399999999999996,-0.342,0.005,-79800000000.0,0.046,0.0529,0.201,-0.0906,270579999999.99997,20.0158,0.4035,4.8983,0.1566,6.384600000000001,5.1278999999999995,-0.13699999999999998,-0.36200000000000004,-0.175,0.3887,4.4416,1.1234,1250000000.0,-0.38799999999999996,0.052000000000000005,0.13119566,0.0291,53340000000.0,54500000000.0,6.05,3.942586,6.04,3.798,6.29,5.17,148.632,0.36,3.6942856,6.29,0.22,1.61,3.810559,0.071779996,0.31491,5.25,0.52,4.8,1.6153239,0.28052825,-0.06303,6.29,5.17,5.25,4.8,5.25,0.0273,0.0317,0.17,-1.561,1.3303623,0.73,3.76,3.87,0.45,0.9,0.91,,,-1.64,0.26,,500.0,6.26,,0.46,-0.055,2.28,19.77,,13.48,0.47,,,8.91,8.83,-0.064,0.6,68.13,2.0,0.56,0.32,,
REFR,-0.4781,0.7922,-0.35170603,,0.2045,0.722,0.3,,0.07400000000000001,-0.226,,-2700000000.0,0.024,-0.5,0.16899999999999998,0.8088,82890000000.0,-0.1848,-0.038900000000000004,-0.5109,0.0693,-0.1794,-0.35,-0.332,-0.38799999999999996,-0.451,0.2623,-0.0935,0.021099999999999997,1400000000.0,-0.33299999999999996,-0.004,0.13119566,0.0868,25200000000.0,31470000000.0,2.99,1.202341,2.97,0.2,3.08,2.459,-27.781,54.438,2.7354286,5.7,1.66,-0.06,-48.25,0.23536,0.08911,2.47,,2.47,14.474999,66.403275,-1.94548,3.08,2.459,2.47,2.47,2.47,0.0692,0.083500005,6.45,-0.086,3.287319,0.23,1.16,0.2,0.18,18.3,0.0,,,-0.09,,,8.0,,,0.0,,14.5,16.14,,,66.87,,,2.7,2.9,,18.3,58.22,,0.72,9.44,,
