ticker,52W High,52W Low,52WeekChange,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,SandP52WeekChange,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingEps,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Payout,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
MGEN,-0.6388,1.6366999999999998,-0.0010626912,2750000000.0,-0.1277,0.578,,0.073,0.52,-0.209,,-35800000000.0,0.006,0.0,0.191,-0.05,47000000000.0,,1.0593000000000001,-0.2477,-0.1274,-0.0889,0.7087,-0.1185,,-1.012,-1.645,-1.742,-0.1641,0.0048,-0.20670000000000002,2600000000.0,-0.92,0.006,0.12570786,0.0336,53120000000.0,56610000000.0,0.822,1.865231,0.818,0.399,0.9,0.76,-0.912,11.772,1.0442572,2.27,0.311,-0.51,-1.6078432,0.05658,0.16941999,0.88,,0.94,2.0551379,18.055372,,0.9,0.76,0.88,0.94,0.88,0.0315,0.0317,1.59,-0.884,0.82923186,0.07,2.29,0.4,0.53,4.8,0.42,,,-0.97,-0.13,,45.0,,,0.25,1.5,1.13,,,13.35,,,0.6,0.6,4.8,27.01,1.5,0.4,0.83,,
VXRT,-0.6284000000000001,24.5604,10.969232,31410000000.0,-0.16449999999999998,0.6890000000000001,,0.14300000000000002,0.32,0.7020000000000001,,-21900000000.0,0.005,-0.9894,0.218,-0.3354,640190000000.0,,2.3679,-0.2888,1.6639,0.34850000000000003,17.5449,8.7788,,-0.447,-0.8490000000000001,-1.26,-0.0292,0.7393000000000001,-0.30079999999999996,7800000000.0,4.0,-0.16699999999999998,0.12570786,0.1242,108180000000.0,109200000000.0,6.43,-0.042659,6.41,0.419,7.55,6.4,-45.277,68.801,7.9791427,17.49,0.25,-0.3,-21.666666,0.01209,0.36233002,7.54,,7.78,15.513126,96.66363,-2.81501,7.55,6.4,7.54,7.78,7.54,0.123,0.16129999,0.93,-0.44,5.1231885,0.82,-0.04,0.54,0.41,4.0,0.0,,,-0.6,-0.09,,28.0,,,0.0,13.5,17.83,,,101.47,,,7.22,7.29,4.0,50.47,2.0,0.21,0.69,,
AXL,-0.3832,1.778,-0.04207921,1550000000.0,-0.1027,-3.252,-0.0464,1.281,-0.341,-7.374,0.106,-1293100000000.0,0.008,0.0,0.9590000000000001,0.0183,868580000000.0,-0.23399999999999999,1.0156,-0.0264,-0.0026,-0.0013,-0.2807,-0.1042,-0.26,-0.19699999999999998,-1.7409999999999999,-0.054000000000000006,-0.0919,-0.0412,-0.07139999999999999,4970000000.0,-0.8490000000000001,0.121,0.13119566,0.0583,111250000000.0,113100000000.0,6.95,2.747491,6.94,1.732,7.7,6.6,6.823,0.835,7.566571,11.26,2.5,0.41,16.97561,0.01587,0.98887,7.68,1.14,7.74,4.018476,0.15874916,-0.26038,7.7,6.6,7.68,7.74,7.68,0.0572,0.0806,3.69,-11.455,6.206232,0.41,2.89,1.73,8.16,1.6,21.08,,,-11.48,0.07,,20000.0,16.51,,18.15,3.96,0.84,,1.14,0.15,,,6.8,6.85,1.3,54.62,2.3,0.76,3.18,9.38,
CIDM,-0.8898999999999999,1.6436000000000002,-0.13684213,3680000000.0,-0.19010000000000002,-0.5820000000000001,0.1,0.645,0.379,0.21600000000000003,0.5429999999999999,-29900000000.0,0.08,-0.7364,0.09300000000000001,,71820000000.0,-0.12300000000000001,1.1474,-0.4171,-0.6357,0.18420000000000003,0.16570000000000001,-0.1674,-0.8420000000000001,-0.292,1.095,-0.172,-0.2353,-0.3172,-0.5062,35500000000.0,-0.38799999999999996,-0.179,0.13119566,0.008,43380000000.0,94420000000.0,0.6627,1.576365,0.6626,-0.047,0.75,0.656,29.958,3.772,1.1245714,,0.25,-0.11,-6.136364,0.51225,0.02815,0.7355,-0.26,0.816,,2.1225069,-0.83245003,0.75,0.656,0.7355,0.816,0.7355,0.0031,0.010199999,0.2,-0.516,1.1021014,0.06,1.84,-0.05,0.14,0.5,,,,-0.43,-0.08,,70.0,,,,,3.94,,,1.81,,,0.57,0.57,0.5,31.91,2.0,0.32,1.04,,
FRAN,-0.8390000000000001,1.0794,-0.7137681,1710000000.0,-0.1039,-0.502,0.1,,-0.24100000000000002,0.389,0.319,-30200000000.0,0.008,0.0,0.585,0.0478,12430000000.0,-0.136,0.4451,-0.26539999999999997,-0.060700000000000004,-0.24280000000000002,-0.6199,-0.7598999999999999,-0.083,-0.087,-0.608,-0.436,-0.3528,-0.3807,-0.3259,364200000000.0,-0.49700000000000005,0.015,0.13119566,0.3161,2860000000.0,2920000000.0,3.54,2.253623,3.53,10.348,3.7787,3.5,-32.07,0.72,5.4862857,21.95,1.7,-0.25,-14.16,0.05667,0.60814,3.68,,3.945,0.3420951,0.029482212,-0.082959995,3.7787,3.5,3.68,3.945,3.68,0.2981,0.4017,2.44,-10.405,3.987971,0.4,2.51,4.85,6.43,0.6,0.85,,,-20.5,,,1159.0,,,0.0,0.59,0.45,,,0.03,,,2.81,2.88,0.4,37.55,3.0,0.19,0.96,,
HHT,-0.828,0.6579,-0.7007576,4040000000.0,-0.3467,,0.2,,,,,,0.5776,0.0,0.0031,,29170000000.0,,-0.25079999999999997,-0.12119999999999999,0.0137,-0.041299999999999996,-0.4546,-0.7304,,,,,-0.39890000000000003,-0.47369999999999995,-0.528,38540000000.0,-0.19899999999999998,,0.13119566,0.23120000000000002,5250000000.0,36920000000.0,0.5166,1.926978,0.516,0.073,0.55,0.4499,-2.722,0.905,1.0017142,2.95,0.31,,,0.57755,0.0030899998,0.4519,,0.79,6.983562,0.4883913,-0.48828,0.55,0.4499,0.4519,0.79,0.4519,0.032899998,0.0355,0.4,-2.463,0.7889855,0.12,,0.07,,,,,,-2.46,,,233.0,,,,6.58,,,,0.67,,,0.48,0.48,,34.21,,0.28,0.24,,0.0
JILL,-0.7471,0.9009999999999999,-0.66256416,3600000000.0,-0.1045,0.8079999999999999,,0.532,,-5.2589999999999995,0.603,-124900000000.0,0.027000000000000003,0.1258,0.691,-0.0703,32710000000.0,-0.27,0.1411,0.3094,-0.2324,0.2396,-0.41759999999999997,-0.7036,-0.242,-0.19899999999999998,,-0.4,0.1855,-0.22510000000000002,0.0277,517799999999.99994,-0.488,0.07400000000000001,0.13119566,0.1436,17340000000.0,44770000000.0,0.5893,1.878372,0.585,-1.107,0.6297,0.579,-29.89,0.933,0.52537143,2.12,0.31,-0.52,-1.125,0.07137,0.78285,0.62,0.01,0.6581,,0.050640665,-0.24239,0.6297,0.579,0.62,0.6581,0.62,0.0556,0.1412,4.93,-2.835,0.5728261,0.09,1.6,-1.11,0.69,0.3,,,,-2.83,-0.06,,1400.0,,,,,0.96,,,0.06,,,0.62,0.66,0.2,60.9,3.0,0.23,0.63,,
JNCE,-0.2065,2.3333,2.1924198,1120000000.0,-0.1507,-2.873,,-0.153,0.43,2.971,,21800000000.0,0.006,-0.06570000000000001,0.759,-0.0026,356640000000.0,,2.102,1.3397,0.8497,0.4698,0.25429999999999997,2.1831,0.182,0.113,0.135,0.302,0.4456,0.5792,0.6484000000000001,119400000000.0,,,0.13119566,0.07,30530000000.0,34049999999.999996,9.32,2.105038,9.3,3.736,10.91,9.18,7.68,1.453,5.726857,11.72,2.79,-2.79,-3.332258,0.12883,0.74639,10.79,,10.95,2.4884903,2.6630929,0.18236,10.91,9.18,10.79,10.95,10.79,0.0625,0.123900004,13.51,0.628,5.3302174,0.79,1.68,3.74,3.61,8.0,0.0,,,0.62,-0.78,,130.0,,,0.0,2.57,2.66,15.6,,2.84,,0.0,9.67,9.61,8.0,63.92,2.3,0.22,1.1,14.3,
AXL,-0.38189999999999996,1.784,-0.04207921,1550000000.0,-0.1008,-3.252,-0.0464,1.281,-0.341,-7.374,0.106,-1293100000000.0,0.008,0.0,0.9590000000000001,0.0183,868580000000.0,-0.23399999999999999,1.0156,-0.0264,-0.0026,-0.0013,-0.2807,-0.1042,-0.26,-0.19699999999999998,-1.7409999999999999,-0.054000000000000006,-0.08990000000000001,-0.0391,-0.0694,4970000000.0,-0.8490000000000001,0.121,0.13119566,0.0583,111250000000.0,113100000000.0,6.97,2.747491,6.96,1.732,7.7,6.6,6.823,0.835,7.566571,11.26,2.5,0.41,16.768293,0.01587,0.98887,7.68,1.14,7.74,3.9693995,0.15681042,-0.26038,7.7,6.6,7.68,7.74,7.68,0.0572,0.0806,3.69,-11.455,6.206232,0.41,2.89,1.73,8.16,1.6,21.08,,,-11.48,0.07,,20000.0,16.51,,18.15,3.96,0.84,,1.14,0.15,,,6.8,6.85,1.3,54.62,2.3,0.76,3.18,9.38,
CIDM,-0.8875,1.7008,-0.13684213,3680000000.0,-0.1725,-0.5820000000000001,0.1,0.645,0.379,0.21600000000000003,0.5429999999999999,-29900000000.0,0.08,-0.7364,0.09300000000000001,,71820000000.0,-0.12300000000000001,1.1474,-0.4171,-0.6357,0.18420000000000003,0.16570000000000001,-0.1674,-0.8420000000000001,-0.292,1.095,-0.172,-0.2187,-0.3024,-0.4955,35500000000.0,-0.38799999999999996,-0.179,0.13119566,0.008,43380000000.0,94420000000.0,0.675,1.576365,0.671,-0.047,0.75,0.656,29.958,3.772,1.1245714,,0.25,-0.11,-6.050909,0.51225,0.02815,0.7355,-0.26,0.816,,2.092949,-0.83245003,0.75,0.656,0.7355,0.816,0.7355,0.0031,0.010199999,0.2,-0.516,1.1021014,0.06,1.84,-0.05,0.14,0.5,,,,-0.43,-0.08,,70.0,,,,,3.94,,,1.81,,,0.57,0.57,0.5,31.91,2.0,0.32,1.04,,
FRAN,-0.8392000000000001,1.0765,-0.7137681,1710000000.0,-0.1052,-0.502,0.1,,-0.24100000000000002,0.389,0.319,-30200000000.0,0.008,0.0,0.585,0.0478,12430000000.0,-0.136,0.4451,-0.26539999999999997,-0.060700000000000004,-0.24280000000000002,-0.6199,-0.7598999999999999,-0.083,-0.087,-0.608,-0.436,-0.35369999999999996,-0.38159999999999994,-0.32689999999999997,364200000000.0,-0.49700000000000005,0.015,0.13119566,0.3161,2860000000.0,2920000000.0,3.54,2.253623,3.53,10.348,3.7787,3.5,-32.07,0.72,5.4862857,21.95,1.7,-0.25,-14.28,0.05667,0.60814,3.68,,3.945,0.34499422,0.02973206,-0.082959995,3.7787,3.5,3.68,3.945,3.68,0.2981,0.4017,2.44,-10.405,3.987971,0.4,2.51,4.85,6.43,0.6,0.85,,,-20.5,,,1159.0,,,0.0,0.59,0.45,,,0.03,,,2.81,2.88,0.4,37.55,3.0,0.19,0.96,,
HHT,-0.8295,0.6434000000000001,-0.7007576,4040000000.0,-0.35240000000000005,,0.2,,,,,,0.5776,0.0,0.0031,,29170000000.0,,-0.25079999999999997,-0.12119999999999999,0.0137,-0.041299999999999996,-0.4546,-0.7304,,,,,-0.40409999999999996,-0.4783,-0.5322,38540000000.0,-0.19899999999999998,,0.13119566,0.23120000000000002,5250000000.0,36920000000.0,0.5091,1.926978,0.5086,0.073,0.55,0.4499,-2.722,0.905,1.0017142,2.95,0.31,,,0.57755,0.0030899998,0.4519,,0.79,6.915069,0.48360127,-0.48828,0.55,0.4499,0.4519,0.79,0.4519,0.032899998,0.0355,0.4,-2.463,0.7889855,0.12,,0.07,,,,,,-2.46,,,233.0,,,,6.58,,,,0.67,,,0.48,0.48,,34.21,,0.28,0.24,,0.0
JILL,-0.7483,0.8919,-0.66256416,3600000000.0,-0.10880000000000001,0.8079999999999999,,0.532,,-5.2589999999999995,0.603,-124900000000.0,0.027000000000000003,0.1258,0.691,-0.0703,32710000000.0,-0.27,0.1411,0.3094,-0.2324,0.2396,-0.41759999999999997,-0.7036,-0.242,-0.19899999999999998,,-0.4,0.17980000000000002,-0.2288,0.022799999999999997,517799999999.99994,-0.488,0.07400000000000001,0.13119566,0.1436,17340000000.0,44770000000.0,0.5893,1.878372,0.585,-1.107,0.6297,0.579,-29.89,0.933,0.52537143,2.12,0.31,-0.52,-1.1251923,0.07137,0.78285,0.62,0.01,0.6581,,0.050649326,-0.24239,0.6297,0.579,0.62,0.6581,0.62,0.0556,0.1412,4.93,-2.835,0.5728261,0.09,1.6,-1.11,0.69,0.3,,,,-2.83,-0.06,,1400.0,,,,,0.96,,,0.06,,,0.62,0.66,0.2,60.9,3.0,0.23,0.63,,
JNCE,-0.2073,2.3297,2.1924198,1120000000.0,-0.1516,-2.873,,-0.153,0.43,2.971,,21800000000.0,0.006,-0.06570000000000001,0.759,-0.0026,356640000000.0,,2.102,1.3397,0.8497,0.4698,0.25429999999999997,2.1831,0.182,0.113,0.135,0.302,0.444,0.5775,0.6466,119400000000.0,,,0.13119566,0.07,30530000000.0,34049999999.999996,9.3,2.105038,9.29,3.736,10.91,9.18,7.68,1.453,5.726857,11.72,2.79,-2.79,-3.344086,0.12883,0.74639,10.79,,10.95,2.4973233,2.6725457,0.18236,10.91,9.18,10.79,10.95,10.79,0.0625,0.123900004,13.51,0.628,5.3302174,0.79,1.68,3.74,3.61,8.0,0.0,,,0.62,-0.78,,130.0,,,0.0,2.57,2.66,15.6,,2.84,,0.0,9.67,9.61,8.0,63.92,2.3,0.22,1.1,14.3,
SUPV,-0.47409999999999997,0.7422,-0.15824914,,-0.10800000000000001,0.19699999999999998,-0.07,-0.018799999999999997,0.262,0.6579999999999999,,43800000000.0,0.17550000000000002,0.0,0.055999999999999994,-0.23559999999999998,356400000000.0,0.302,0.5924,-0.0421,0.0,-0.023399999999999997,-0.3207,-0.14679999999999999,0.07,0.017,0.127,0.077,-0.1174,-0.11800000000000001,-0.1675,626300000000.0,0.018000000000000002,0.568,0.13119566,0.0104,65640000000.0,91340000000.0,2.23,2.613696,2.22,6.555,2.41,2.21,,,2.6765714,4.24,1.28,0.78,2.8558977,0.17553,0.16197,2.4,-0.47,2.5,0.33983222,,-0.00254,2.41,2.21,2.4,2.5,2.4,0.0075,,0.73,1.19,2.2496014,0.14,1.44,4.14,3.45,,0.36,0.04,0.0233,0.47,0.15,,230.0,3.19,,0.36,0.42,0.5,3.66,,0.44,,0.0,1.71,1.72,,33.78,3.7,0.58,0.92,2.4,
AXL,-0.3948,1.726,-0.04207921,1550000000.0,-0.1195,-3.252,-0.0464,1.281,-0.341,-7.374,0.106,-1293100000000.0,0.008,0.0,0.9590000000000001,0.0183,868580000000.0,-0.23399999999999999,1.0156,-0.0264,-0.0026,-0.0013,-0.2807,-0.1042,-0.26,-0.19699999999999998,-1.7409999999999999,-0.054000000000000006,-0.10890000000000001,-0.0591,-0.0888,4970000000.0,-0.8490000000000001,0.121,0.13119566,0.0583,111250000000.0,113100000000.0,6.82,2.747491,6.81,1.732,7.7,6.6,6.823,0.835,7.566571,11.26,2.5,0.41,16.390244,0.01587,0.98887,7.68,1.14,7.74,3.8799076,0.15327506,-0.26038,7.7,6.6,7.68,7.74,7.68,0.0572,0.0806,3.69,-11.455,6.206232,0.41,2.89,1.73,8.16,1.6,21.08,,,-11.48,0.07,,20000.0,16.51,,18.15,3.96,0.84,,1.14,0.15,,,6.8,6.85,1.3,54.62,2.3,0.76,3.18,9.38,
CIDM,-0.8885,1.6756,-0.13684213,3680000000.0,-0.18030000000000002,-0.5820000000000001,0.1,0.645,0.379,0.21600000000000003,0.5429999999999999,-29900000000.0,0.08,-0.7364,0.09300000000000001,,71820000000.0,-0.12300000000000001,1.1474,-0.4171,-0.6357,0.18420000000000003,0.16570000000000001,-0.1674,-0.8420000000000001,-0.292,1.095,-0.172,-0.226,-0.309,-0.5002,35500000000.0,-0.38799999999999996,-0.179,0.13119566,0.008,43380000000.0,94420000000.0,0.6652,1.576365,0.668,-0.047,0.75,0.656,29.958,3.772,1.1245714,,0.25,-0.11,-6.1181817,0.51225,0.02815,0.7355,-0.26,0.816,,2.3057632,-0.83245003,0.75,0.656,0.7355,0.816,0.7355,0.0031,0.010199999,0.2,-0.516,1.1021014,0.06,1.84,-0.05,0.14,0.5,,,,-0.43,-0.08,,70.0,,,,,3.94,,,1.81,,,0.57,0.57,0.5,31.91,2.0,0.32,1.04,,
HHT,-0.8219,0.716,-0.7007576,4040000000.0,-0.32380000000000003,,0.2,,,,,,0.5776,0.0,0.0031,,29170000000.0,,-0.25079999999999997,-0.12119999999999999,0.0137,-0.041299999999999996,-0.4546,-0.7304,,,,,-0.3778,-0.45530000000000004,-0.5115,38540000000.0,-0.19899999999999998,,0.13119566,0.23120000000000002,5250000000.0,36920000000.0,0.5149,1.926978,0.5255,0.073,0.55,0.4499,-2.722,0.905,1.0017142,2.95,0.31,,,0.57755,0.0030899998,0.4519,,0.79,7.3753424,0.5157903,-0.48828,0.55,0.4499,0.4519,0.79,0.4519,0.032899998,0.0355,0.4,-2.463,0.7889855,0.12,,0.07,,,,,,-2.46,,,233.0,,,,6.58,,,,0.67,,,0.48,0.48,,34.21,,0.28,0.24,,0.0
JE,-0.9244,-0.0346,-0.8451613,9140000000.0,-0.1073,,,-0.536,,-0.41100000000000003,,,0.42979999999999996,0.0,0.2254,,36470000000.0,,-0.532,-0.2926,-0.6057,-0.0955,-0.8568000000000001,-0.8534,,,,,-0.28,-0.7317,-0.38659999999999994,,-0.115,,0.13119566,0.0509,107640000000.0,151640000000.0,0.2166,1.491279,0.2168,-0.052,0.237,0.215,,,0.3222857,2.84,0.215,0.52,0.41096154,0.42976,0.22539,0.241,,0.2405,,,0.01658,0.237,0.215,0.241,0.2405,0.241,0.0364,,0.48,1.76,0.4589855,2.63,,-0.05,,,,,,1.76,0.15,,880.0,12.33,,,,,3.64,,,,,5.6,6.41,,45.05,1.7,33.71,0.11,7.88,
JILL,-0.7523000000000001,0.8619,-0.66256416,3600000000.0,-0.1229,0.8079999999999999,,0.532,,-5.2589999999999995,0.603,-124900000000.0,0.027000000000000003,0.1258,0.691,-0.0703,32710000000.0,-0.27,0.1411,0.3094,-0.2324,0.2396,-0.41759999999999997,-0.7036,-0.242,-0.19899999999999998,,-0.4,0.1611,-0.24100000000000002,0.0066,517799999999.99994,-0.488,0.07400000000000001,0.13119566,0.1436,17340000000.0,44770000000.0,0.5794,1.878372,0.581,-1.107,0.6297,0.5751,-29.89,0.933,0.52537143,2.12,0.31,-0.52,-1.1309617,0.07137,0.78285,0.62,0.01,0.6581,,0.05090902,-0.24239,0.6297,0.5751,0.62,0.6581,0.62,0.0556,0.1412,4.93,-2.835,0.5728261,0.09,1.6,-1.11,0.69,0.3,,,,-2.83,-0.06,,1400.0,,,,,0.96,,,0.06,,,0.62,0.66,0.2,60.9,3.0,0.23,0.63,,
JNCE,-0.19030000000000002,2.4013999999999998,2.1924198,1120000000.0,-0.1333,-2.873,,-0.153,0.43,2.971,,21800000000.0,0.006,-0.06570000000000001,0.759,-0.0026,356640000000.0,,2.102,1.3397,0.8497,0.4698,0.25429999999999997,2.1831,0.182,0.113,0.135,0.302,0.47509999999999997,0.6114999999999999,0.6820999999999999,119400000000.0,,,0.13119566,0.07,30530000000.0,34049999999.999996,9.31,2.105038,9.29,3.736,10.91,9.18,7.68,1.453,5.726857,11.72,2.79,-2.79,-3.3727598,0.12883,0.74639,10.79,,10.95,2.5187366,2.6954615,0.18236,10.91,9.18,10.79,10.95,10.79,0.0625,0.123900004,13.51,0.628,5.3302174,0.79,1.68,3.74,3.61,8.0,0.0,,,0.62,-0.78,,130.0,,,0.0,2.57,2.66,15.6,,2.84,,0.0,9.67,9.61,8.0,63.92,2.3,0.22,1.1,14.3,
NVUS,-0.3172,2.9604000000000004,0.423077,3480000000.0,-0.10800000000000001,0.563,,0.633,0.321,0.131,,-17800000000.0,0.045899999999999996,0.0,0.354,0.11259999999999999,21500000000.0,,2.4365,1.5353999999999999,1.0563,1.8608000000000002,0.9138,0.406,,-1.4140000000000001,-1.621,,1.2326000000000001,0.8077,1.1279000000000001,,,,0.13119566,0.0149,14150000000.0,16980000000.0,1.01,3.656372,,0.483,1.03,0.9051,0.105,,0.45328572,1.45,0.25,-0.29,-3.448276,0.045879997,0.35111,0.958,0.01,1.11,2.0703933,,,1.03,0.9051,0.958,1.11,0.958,0.0109,0.013300001,0.82,-1.182,0.52828985,2.12,2.53,0.55,0.43,8.9,0.0,,,-1.17,-0.1,,7.0,,,0.0,30.09,38.67,,,,,,17.0,16.55,8.9,57.27,2.3,0.11,0.57,,
CKPT,-0.22,2.3428999999999998,0.93607295,1040000000.0,-0.1722,0.38799999999999996,,-0.147,,0.45,,-22000000000.0,0.02,0.0,0.135,0.24480000000000002,214670000000.0,,2.563,0.6994,1.0483,0.7166,1.4650999999999998,0.696,,-1.01,-1.56,-1.3219999999999998,0.37079999999999996,0.866,0.5115999999999999,1300000000.0,-0.96,,0.12594831,0.039,45350000000.0,51800000000.0,3.46,1.983957,3.45,0.258,,3.31,,134.501,2.4172857,4.5,1.05,-0.39,,0.3143,0.12211,3.88,,4.24,13.604651,163.99391,,,3.31,3.88,4.24,3.88,0.0295,0.0398,4.34,-0.491,1.9560791,0.34,1.81,0.29,0.3,2.9,0.0,,,-0.52,-0.08,,8.0,,,0.0,9.76,9.49,,,159.81,,,2.96,2.83,2.9,52.0,1.7,0.53,1.65,,
FRTA,-0.28550000000000003,2.6406,0.9428191,,-0.14029999999999998,2.174,,0.34850000000000003,-0.226,0.701,0.21,27800000000.0,0.006999999999999999,-0.024900000000000002,0.981,0.019,818890000000.0,0.071,3.1155,-0.0088,0.4954,0.0496,0.2638,0.9664,0.018000000000000002,0.015,0.23,0.055999999999999994,-0.1185,0.1442,-0.0883,1580000000.0,-0.39299999999999996,0.207,0.12594831,0.1162,18900000000.0,65090000000.0,12.7,2.50202,12.5,2.076,13.2,12.245,11.039,1.463,14.247714,17.58,3.45,1.07,11.7383175,0.01314,1.01249,12.54,-0.52,14.61,6.0500965,0.5186968,0.01754,13.2,12.245,12.54,14.61,12.54,0.0337,0.1161,7.59,0.418,10.250863,0.94,2.51,2.08,0.82,2.3,9.12,,,0.41,0.48,,4578.0,12.08,,8.91,6.84,17.39,34.46,4.92,0.58,,0.0,14.5,14.23,1.3,57.33,2.3,0.81,3.19,16.92,
GNW,-0.3753,0.6470999999999999,-0.2189616,6040000000.0,-0.10980000000000001,-0.444,0.05,1.158,0.183,-0.716,,177000000000.0,0.008,0.0,0.609,-0.0382,1960000000.0,0.066,-0.0966,0.39520000000000005,0.2491,-0.0281,-0.21359999999999998,-0.2225,-0.063,-0.005,-0.035,0.043,-0.011899999999999999,-0.1001,0.1884,8029999999.999999,0.07200000000000001,-0.015,0.12594831,0.0276,499560000000.0,505400000000.0,3.11,1.27146,3.07,28.939,3.465,3.07,2.987,0.214,2.7754285,4.93,1.87,0.3,10.266666,0.00962,0.73358,3.44,-1.64,3.46,0.10643077,0.22775476,-0.062989995,3.465,3.07,3.44,3.46,3.44,0.0272,0.025999999,2.48,-1.004,3.0656834,0.22,1.23,28.97,4.72,,0.19,,,0.35,0.04,,3100.0,11.55,,0.19,0.12,0.73,9.88,0.73,0.24,1.98,,3.45,3.43,,56.17,3.0,0.61,2.22,3.0,
JE,-0.9971,-0.9614,-0.86,,-0.9616,,,-0.536,,-0.41100000000000003,,,0.42979999999999996,0.0,0.2254,,1070000000.0000001,,-0.48619999999999997,-0.3486,-0.6383,-0.24109999999999998,-0.8726,-0.8573000000000001,,,,,-0.972,-0.9895999999999999,-0.9761,,-0.115,,0.12594831,0.0509,107640000000.0,151640000000.0,0.2645,1.491279,0.2775,-0.052,0.46,0.24,,,0.31685716,2.84,0.21,0.52,0.5209616,0.42976,0.22539,0.251,,0.214,,,0.01658,0.46,0.24,0.251,0.214,0.251,0.0364,,0.48,1.76,0.45719424,2.63,,-0.05,,,,,,1.76,0.15,,880.0,12.33,,,,,3.64,,,,,5.6,6.41,,45.05,1.7,33.71,0.11,7.88,
MCS,-0.7612000000000001,0.29350000000000004,-0.6241722,,-0.33990000000000004,-2.513,0.15,0.9790000000000001,0.092,-0.247,0.366,-24300000000.0,0.031,0.0019,0.8540000000000001,-0.0391,456950000000.0,-0.067,0.7851,0.0179,-0.0495,-0.0859,-0.5713,-0.6265,-0.040999999999999995,-0.018000000000000002,-0.04,0.065,-0.38909999999999995,-0.5339,-0.37689999999999996,585700000000.0,-0.966,0.11,0.12594831,0.032799999999999996,21710000000.0,31060000000.0,,1.287068,8.99,18.445,11.5,8.8,21.39,1.72,14.196857,37.64,6.95,-0.06,-149.83333,0.06361,0.91543,11.43,-0.32,13.62,0.48739496,0.5000464,-0.0435,11.5,8.8,11.43,13.62,11.43,0.0229,0.0378,2.14,-0.784,14.18,0.73,1.53,18.45,2.65,0.8,0.65,,,-0.79,-1.2,,10500.0,,,0.48,0.41,2.88,,,0.39,,,7.59,7.64,0.8,30.42,1.7,1.37,1.01,,
NCNA,-0.5675,0.2021,-0.26103896,,-0.19510000000000002,-0.325,,-0.204,,-0.535,,-27700000000.0,0.006500000000000001,0.0,0.501,0.006500000000000001,186860000000.0,,0.32020000000000004,0.0053,-0.0453,0.0215,-0.0672,-0.2523,,-0.312,-0.344,,-0.16449999999999998,-0.19920000000000002,-0.1705,,,,0.12594831,0.08810000000000001,32450000000.000004,32670000000.0,4.6,1.030931,4.55,3.5,5.2099,4.54,,,5.6122856,10.59,3.81,-83.64,-0.05475849,0.0065499996,0.49377,4.57,,5.69,1.3085715,,,5.2099,4.54,4.57,5.69,4.57,0.0868,,15.22,-0.634,5.715921,0.29,,2.25,1.18,9.0,0.01,,,-0.86,-0.25,,31.0,,,0.01,2.26,4.3,,,,,,5.17,5.09,9.0,46.08,1.4,0.5,12.58,,
NVUS,-0.4,2.48,0.31578946,3620000000.0,-0.13,0.563,,0.633,0.321,0.131,,-17800000000.0,0.045899999999999996,0.0,0.354,0.11259999999999999,19370000000.0,,2.8432,1.426,0.8868,1.584,0.7241,0.2829,,-1.4140000000000001,-1.621,,0.8397,0.5836,0.8273,,,,0.12594831,0.0149,14150000000.0,16980000000.0,0.8699,3.656372,0.867,0.483,0.955,0.85,0.105,,0.46814287,1.45,0.25,-0.29,,0.045879997,0.35111,0.93,0.01,,1.8012422,,,0.955,0.85,0.93,,0.93,0.0109,0.013300001,0.82,-1.182,0.53168344,2.12,2.53,0.55,0.43,8.9,0.0,,,-1.17,-0.1,,7.0,,,0.0,30.09,38.67,,,,,,17.0,16.55,8.9,57.27,2.3,0.11,0.57,,
