,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,trailingPE,fiveYearAvgDividendYield,dividendYield,pegRatio,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,EPS Q/Q,Avg Volume,SMA20,SMA50,SMA200,Sales past 5Y,Oper. Margin,Profit Margin,EPS next 5Y,Dividend %,Payout
MRC,5.23,5.450362,6.1478,5.23,5.9185715,2.332218,5.22,0.16154416,5.22,6.11,15.47,-15.275001,3.31,6.1,6.1478,0.467,-0.088599995,16.271,-0.60676694,-0.4,4.155,0.0435,1.0302,-3.644,0.13119566,1.4705174,0.039189998,6.52,0.052399997,5.28,5.28,-0.85,5.28,,,427600000000.0,0.1702,0.02,82000000000.0,-0.16449999999999998,0.275,0.2706,78570000000.0,-0.14400000000000002,-293000000000.0,,0.0454,-0.1941,3100000000.0,-0.511,-0.0169,0.3763,-0.133,-0.6213000000000001,-0.527,-0.6165999999999999,-0.29100000000000004,0.069,-0.6043999999999999,-0.092,0.182,0.8489,-0.38799999999999996,-0.078,-0.5,-0.096,0.0584,0.0444,-0.1948,,0.15,
MYO,3.82,3.8778117,5.67,3.82,3.7989142,1.225943,4.82,4.587382,4.82,4.99,,-1.9801587,2.82,4.98,5.67,0.965,,-0.333,-0.8369613,-2.52,3.118,0.0291,0.06949,-8.484,0.13119566,1.6003848,0.02204,0.48,0.0294,5.11,5.11,1.66,5.11,,,14210000000.0,0.3141,0.057,3670000000.0,0.0495,0.478,0.0,3070000000.0,-0.0329,-13300000000.0,0.049,0.0348,0.0409,4000000000.0,0.23199999999999998,-0.501,0.16820000000000002,-1.285,-0.8368000000000001,-1.896,-0.5767,0.261,-2.399,-0.8745,0.33299999999999996,0.6920000000000001,0.7801,0.0,,0.7509999999999999,,0.3406,0.3222,-0.1472,,-0.004699999999999999,
NINE,1.17,1.6260145,1.49,1.17,1.5425714,2.946013,1.17,0.08894754,1.17,1.48,10.65,-0.5984553,0.38,1.47,1.49,0.558,-1.00203,25.473,-0.835443,-2.46,2.21,0.0182,0.77138,-19.2,0.13119566,0.66615385,0.21570998,3.38,0.0345,1.2,1.2,0.01,1.2,,,33310000000.000004,0.2651,0.046,29840000000.0,0.0086,0.289,0.0,15980000000.0,-0.3118,-566200000000.0,0.563,0.0361,-0.5791,565100000000.0,-2.423,-0.1815,0.3,-0.7709999999999999,-0.8421,-1.955,-0.8504,-0.337,-0.228,-0.861,0.047,0.134,2.8952999999999998,-0.778,-0.943,-4.922,,0.1159,-0.0959,-0.5193,,,
OSN,3.88,2.6136231,4.7,3.88,3.4888573,1.013935,4.2806,0.23578836,4.2806,4.42,5.69,,1.5,4.4,4.7,0.564,0.083229996,4.291,0.027933002,,18.061,0.0025,0.020580001,1.623,0.13119566,0.24749458,0.65939003,0.07,,4.35,4.35,,4.35,2.7541587,-0.067,23370000000.0,0.1957,1.0,6600000000.0,0.16829999999999998,,0.0,2200000000.0,-0.0054,10700000000.0,0.016,0.0074,0.29350000000000004,128699999999.99998,0.068,0.0855,1.2439,0.06,-0.0054,0.095,0.1946,-0.006999999999999999,0.09699999999999999,-0.2267,0.024,0.175,1.9333,-0.21600000000000003,0.127,0.107,0.083,0.3177,0.3124,0.5912,,,0.0
PEIX,4.8,1.3303623,6.29,4.8,3.6942856,3.942586,5.17,0.28052825,5.17,6.05,6.29,3.810559,0.22,6.04,6.29,0.36,-0.06303,148.632,5.8571434,1.61,3.798,0.0273,0.31491,-1.561,0.13119566,1.6153239,0.071779996,0.17,0.0317,5.25,5.25,0.52,5.25,,,270579999999.99997,0.2583,0.046,54500000000.0,0.1566,2.6591000000000005,0.0529,53340000000.0,0.4035,-79800000000.0,0.201,0.0291,4.8983,1250000000.0,-0.342,-0.0906,20.0158,-0.13699999999999998,5.1278999999999995,-0.36200000000000004,6.384600000000001,-0.33399999999999996,-0.175,0.1332,0.052000000000000005,0.005,26.4545,-0.38799999999999996,-0.055,2.613,-0.064,0.3887,1.1234,4.4416,4620000000.0,0.2,
REFR,2.47,3.287319,3.08,2.47,2.7354286,1.202341,2.459,66.403275,2.459,2.99,5.7,-48.25,1.66,2.97,3.08,54.438,-1.94548,-27.781,-0.35170603,-0.06,0.2,0.0692,0.08911,-0.086,0.13119566,14.474999,0.23536,6.45,0.083500005,2.47,2.47,,2.47,,,82890000000.0,0.2045,0.024,31470000000.0,0.0693,,-0.5,25200000000.0,-0.038900000000000004,-2700000000.0,0.16899999999999998,0.0868,-0.5109,1400000000.0,-0.226,0.8088,-0.1848,-0.332,-0.35,-0.38799999999999996,-0.1794,0.07400000000000001,-0.451,-0.4781,-0.004,,0.7922,-0.33299999999999996,,0.722,,0.2623,0.021099999999999997,-0.0935,,0.3,
RENN,1.66,2.3164492,2.2814,1.66,2.2211428,2.180602,1.58,0.14090592,1.58,2.07,5.5,-2.8632874,0.45,2.05,2.2814,0.257,-0.14607,-0.846,-0.3412705,-0.73,4.436,0.0018000001,0.14276,-2.25,0.13119566,0.47119027,0.50069,0.98,,1.59,1.59,,1.59,,,38000000000.0,0.23800000000000002,0.5007,23310000000.0,0.4068,,0.0,4200000000.0,-0.3333,-51100000000.0,0.136,0.01,-0.586,349800000000.0,0.665,0.015300000000000001,2.1433,-0.139,-0.3761,-0.348,-0.3333,-0.20800000000000002,-1.426,-0.6264,0.496,0.008,3.5667,1.995,-0.551,0.446,-0.146,0.1057,-0.2082,-0.081,,,
RETO,0.475,0.7868116,0.72,0.475,0.7254,2.035992,0.502,0.3696906,0.502,0.6097,1.92,,0.3,0.593,0.72,0.794,-0.01942,9.963,-0.5414258,,2.115,,0.00225,-0.032,0.13119566,0.28368795,0.50436,0.33,,0.5602,0.5602,,0.5602,,,10830000000.0,0.24539999999999998,0.5044,22760000000.0,-0.2699,,0.0,12820000000.0,-0.3975,,0.0023,0.0044,-0.5509000000000001,36940000000.0,,,-0.3,,-0.5966,,-0.4578,,,-0.6912,,,0.976,-0.033,,,,-0.0521,-0.2883,-0.2945,,,
SRNE,6.94,5.512391,8.535,6.94,9.760285,2.926421,6.71,58.857494,6.71,8.23,19.39,2.3837209,1.39,8.22,8.535,45.615,,-9.411,1.9406781,3.44,0.612,0.2875,0.17858,-1.639,0.13119566,13.398693,0.34213,1.03,0.29299998,6.8,6.8,0.04,6.8,,,1730000000.0,0.1902,0.3421,216960000000.0,0.11939999999999999,-0.3054,0.0,213790000000.0,-0.4421,-270200000000.0,0.245,0.3431,0.4163,35500000000.0,-0.14800000000000002,0.8432,2.9208999999999996,-0.494,1.8797,-2.9789999999999996,1.0533,-0.111,-0.9129999999999999,-0.574,0.524,0.6809999999999999,4.9424,0.385,,0.226,,0.022400000000000003,-0.09359999999999999,0.6929000000000001,40310000000.0,0.37,
TCON,4.53,1.9916812,5.4,4.53,2.2662857,1.947045,4.6101,,4.6101,5.25,5.5,-2.6730928,0.95,5.23,5.4,,,-1.473,-0.015217304,-1.94,0.386,0.0188,0.25344,-3.976,0.13119566,13.434715,0.02803,0.14,0.0188,4.62,4.62,,4.62,,,54410000000.0,0.1586,0.016,6390000000.0,0.2112,0.317,,6350000000.0,1.6491,-17600000000.0,0.146,0.038900000000000004,1.2426000000000001,,0.424,0.19649999999999998,2.7438,-0.996,-0.0611,-5.625,0.9359000000000001,-0.049,,-0.045700000000000005,,,4.5245999999999995,,,0.67,,0.9876999999999999,1.4416,1.1955,1430000000.0,,
XBIO,0.92,0.9749203,1.14,0.92,1.0995715,2.438127,0.9,35.735794,0.9,1.06,1.96,-2.1198,0.44,1.05,1.14,-13.814,,0.322,-0.39194632,-0.5,2.439,0.0626,0.07433,-2.447,0.13119566,0.4345634,0.14719,0.96,0.0769,0.92,0.92,,0.92,,,5720000000.0,0.15960000000000002,0.1472,6290000000.0,0.08929999999999999,0.21899999999999997,0.0,5370000000.0,-0.2391,-13600000000.0,0.027999999999999997,0.07339999999999999,-0.2391,200000000.0,0.344,-0.2271,0.5889,-0.647,-0.4376,-0.812,-0.3712,0.314,,-0.4643,,,1.3863999999999999,,,0.903,,0.044500000000000005,-0.0574,-0.0478,,,
,previousClose,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketOpen,open,earningsQuarterlyGrowth,pegRatio,regularMarketPrice,trailingPE,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,SMA20,SMA50,SMA200,EPS next 5Y,Avg Volume,Payout
AXGN,10.75,10.159637,13.49,10.75,11.447715,0.734113,12.14,5.1668625,12.14,12.97,18.84,-35.91892,7.16,12.95,13.49,3.56,-0.28035998,-12.987,-0.23159397,-0.37,2.992,0.0298,0.88807,-0.73,0.13119566,4.441845,0.03601,4.59,0.0364,,,,,,,445590000000.0,0.2084,0.032,39820000000.0,-0.0537,0.456,0.0,38630000000.0,-0.066,-28900000000.0,0.8340000000000001,0.030899999999999997,0.0897,103100000000.0,-0.231,-0.0252,0.0782,-0.185,-0.2299,-0.226,-0.39909999999999995,0.057999999999999996,-0.23800000000000002,-0.3105,0.447,0.7879999999999999,0.8142,-0.172,-0.293,-0.135,-0.28,0.1481,0.1307,0.10980000000000001,,,
AXTI,5.31,4.5247827,6.15,5.31,5.117429,2.032329,5.3723,3.007556,5.3723,6.12,6.2,33.05611,1.85,6.1,6.15,2.311,-0.03408,151.755,0.37564766,0.18,4.617,0.051799998,0.60688,-0.077,0.13119566,1.2887372,0.06172,4.26,0.0547,5.43,5.43,-0.751,12.5,5.43,,225670000000.0,0.1507,0.057,39970000000.0,0.0641,3.2857,-0.0154,38400000000.0,0.0793,-2900000000.0,0.6709999999999999,0.0553,0.0536,81100000000.0,-1.2990000000000002,0.0728,1.5652000000000001,-0.013000000000000001,0.3015,-0.016,0.2207,-0.078,0.0,-0.014499999999999999,-0.001,0.27,2.3027,-0.109,-0.044000000000000004,-0.747,-0.036000000000000004,0.1568,0.2112,0.4056,0.1,,
GME,7.09,4.6522465,9.04,7.09,5.3937144,1.3835,7.06,0.09928635,7.06,8.76,9.04,-65.99232,2.57,8.75,9.04,0.148,-0.060650002,-13.555,0.54130447,-0.13,5.403,0.8874,1.5262101,-4.902,0.13119566,1.5878217,0.11168,10.68,2.5444,7.03,7.03,,0.07,7.03,,472690000000.0,0.23550000000000001,0.075,65000000000.0,-0.07919999999999999,0.985,-0.001,48480000000.0,0.4926,-334400000000.0,0.95,,0.528,5600000000.0,0.337,-0.106,0.6761,-0.126,0.6299,-0.6729999999999999,0.1661,-0.287,-0.424,0.036699999999999997,-0.07,0.281,2.4086000000000003,-0.267,-0.028999999999999998,0.5870000000000001,-0.061,0.4169,0.7487999999999999,0.8417,,5100000000.0,
GOGO,9.61,3.1604347,11.6,9.61,5.2944283,1.578037,9.6,1.3625033,9.6,11.41,11.6,-6.6294117,1.33,11.4,11.6,2.65,-0.30699,19.229,0.34971905,-1.7,-6.771,0.23979999,0.72676,-2.659,0.13119566,,0.38055,6.12,0.3816,9.8887,9.8887,,-0.27,9.8887,,836930000000.0,0.18109999999999998,0.006999999999999999,81760000000.0,0.060700000000000004,0.509,4.2823,53130000000.0,1.7775,-216000000000.0,0.49,0.3839,2.3719,703600000000.0,0.129,-0.0968,3.4907,-0.182,0.4561,0.47,0.5015999999999999,-0.127,-0.032,0.06269999999999999,0.154,0.457,7.5338,-0.5479999999999999,-0.132,-0.011000000000000001,-0.307,0.6773,1.4171,1.9378,0.1,5970000000.0,
GSM,0.5474,0.54289854,0.64,0.5474,0.492,2.383668,0.5453,0.08124841,0.5453,0.6338,1.3,-1.8641177,0.35,0.6337,0.64,0.361,-0.20684999,-7.578,-0.5669291,-0.34,3.072,0.0018000001,0.29428,-1.613,0.13119566,0.20631512,0.57831,0.24,0.0039,0.5453,0.5453,,,0.5453,,94460000000.0,0.15839999999999999,0.5783,169250000000.0,0.2847,,0.0,71410000000.0,0.07139999999999999,-354200000000.0,0.25,0.0043,-0.11720000000000001,1320000000.0,,-0.059500000000000004,0.25489999999999996,-0.163,-0.5853,-0.47200000000000003,-0.4177,-0.569,-0.307,-0.5535,0.027000000000000003,0.25,0.8117,-0.389,-0.262,0.6970000000000001,-0.207,0.3354,0.281,-0.0352,0.2,1250000000.0,
HTBX,1.12,1.0501449,1.4,1.12,1.5757142,0.43311,1.12,60.53867,1.12,1.33,4.3,-6.136364,0.2,1.33,1.4,33.654,,-6.703,0.93103456,-0.22,0.434,0.0499,0.1356,-0.383,0.13119566,3.1105993,0.060370002,0.43,0.0515,1.13,1.13,,,1.13,,170960000000.0,0.192,0.0604,87930000000.0,-0.0175,0.0,0.0,75530000000.0,-0.3293,-20300000000.0,0.13,0.1036,0.4675,3500000000.0,0.332,0.1718,0.8561,-0.5539999999999999,0.898,-0.773,1.3578999999999999,0.495,-1.518,-0.6895,,,5.8462,1.0,,0.647,,0.06709999999999999,-0.2096,0.5929,,31800000000.0,
ICD,2.43,4.391232,3.13,2.43,2.9274285,7.483835,2.4002,0.10013336,2.4002,2.94,35.8,-0.2988683,1.08,2.9,3.13,0.95,-0.55844,6.49,-0.9276786,-9.72,60.605,0.0172,0.74001,-22.038,0.13119566,0.04793334,0.07853,0.32,0.0228,2.43,2.43,,-0.03,2.43,,12930000000.0,0.2122,0.011000000000000001,5180000000.0,-0.0202,0.11199999999999999,-0.0168,4400000000.0,-0.19269999999999998,-83900000000.0,0.4,0.0203,-0.5041,150200000000.0,-0.917,-0.2048,0.49079999999999996,-0.16699999999999998,-0.935,-0.258,-0.8781,0.134,-0.099,-0.9220999999999999,0.237,0.252,1.7274,-0.595,-0.46799999999999997,0.259,-0.5579999999999999,0.1076,-0.054900000000000004,-0.6275999999999999,0.07,,
KODK,6.23,4.2508698,11.4,6.23,10.143429,5.858974,8.14,0.5689976,8.14,8.45,,,1.5,8.44,11.4,0.594,-0.16281,6.81,1.298893,,-0.686,0.2185,0.27696,-4.683,0.13119566,,0.65433997,0.62,0.3754,9.44,9.44,,,9.44,,435790000000.0,0.35950000000000004,0.106,75680000000.0,0.1266,,0.0282,57170000000.0,-0.261,-210000000000.0,0.146,0.2892,1.5533000000000001,1220000000.0,-2.801,0.0722,2.5,0.07,1.2490999999999999,0.897,0.3398,0.033,-0.633,-0.8588,-0.10099999999999999,0.146,4.6465,-0.08199999999999999,-0.084,-5.7139999999999995,0.079,0.2907,0.0932,1.124,-0.12,23130000000.0,0.0
MRC,5.23,5.450362,6.17,5.23,5.9185715,2.332218,5.22,0.16273391,5.22,6.12,15.47,-15.387501,3.31,6.11,6.17,0.467,-0.088599995,16.271,-0.60676694,-0.4,4.155,0.0435,1.0302,-3.644,0.13119566,1.4813478,0.039189998,6.52,0.052399997,5.28,5.28,,-0.85,5.28,,427600000000.0,0.16920000000000002,0.02,82000000000.0,-0.16449999999999998,0.275,0.2706,78570000000.0,-0.14400000000000002,-293000000000.0,,0.0454,-0.1941,3100000000.0,-0.511,-0.0169,0.3763,-0.133,-0.6213000000000001,-0.527,-0.6165999999999999,-0.29100000000000004,0.069,-0.6047,-0.092,0.182,0.8473999999999999,-0.38799999999999996,-0.078,-0.5,-0.096,0.0575,0.0436,-0.1955,0.15,,
MYO,3.82,3.8778117,5.67,3.82,3.7989142,1.225943,4.82,4.6107326,4.82,5.01,,-1.9902381,2.82,4.99,5.67,0.965,,-0.333,-0.8369613,-2.52,3.118,0.0291,0.06949,-8.484,0.13119566,1.6085311,0.02204,0.48,0.0294,5.11,5.11,,1.66,5.11,,14210000000.0,0.3037,0.057,3670000000.0,0.0495,0.478,0.0,3070000000.0,-0.0329,-13300000000.0,0.049,0.0348,0.0409,4000000000.0,0.23199999999999998,-0.501,0.16820000000000002,-1.285,-0.8368000000000001,-1.896,-0.5767,0.261,-2.399,-0.8755,0.33299999999999996,0.6920000000000001,0.7659999999999999,0.0,,0.7509999999999999,,0.3299,0.31170000000000003,-0.154,-0.004699999999999999,,
NINE,1.17,1.6260145,1.49,1.17,1.5425714,2.946013,1.17,0.08760626,1.17,1.49,10.65,-0.5894309,0.38,1.47,1.49,0.558,-1.00203,25.473,-0.835443,-2.46,2.21,0.0182,0.77138,-19.2,0.13119566,0.6561086,0.21570998,3.38,0.0345,1.2,1.2,,0.01,1.2,,33310000000.000004,0.2564,0.046,29840000000.0,0.0086,0.289,0.0,15980000000.0,-0.3118,-566200000000.0,0.563,0.0361,-0.5791,565100000000.0,-2.423,-0.1815,0.3,-0.7709999999999999,-0.8421,-1.955,-0.8504,-0.337,-0.228,-0.862,0.047,0.134,2.8684,-0.778,-0.943,-4.922,,0.1082,-0.10210000000000001,-0.5226,,,
OSN,3.88,2.6136231,4.7,3.88,3.4888573,1.013935,4.2806,0.23605213,4.2806,4.48,5.69,,1.5,4.47,4.7,0.564,0.083229996,4.291,0.027933002,,18.061,0.0025,0.020580001,1.623,0.13119566,0.24777143,0.65939003,0.07,,4.35,4.35,-0.067,,4.35,2.7572396,23370000000.0,0.21739999999999998,1.0,6600000000.0,0.16829999999999998,,0.0,2200000000.0,-0.0054,10700000000.0,0.016,0.0074,0.29350000000000004,128699999999.99998,0.068,0.0855,1.2439,0.06,-0.0054,0.095,0.1946,-0.006999999999999999,0.09699999999999999,-0.2127,0.024,0.175,1.9867,-0.21600000000000003,0.127,0.107,0.083,0.3417,0.3362,0.6201,,,0.0
PEIX,4.8,1.3303623,6.29,4.8,3.6942856,3.942586,5.17,0.27847058,5.17,6.15,6.29,3.7826087,0.22,6.13,6.29,0.36,-0.06303,148.632,5.8571434,1.61,3.798,0.0273,0.31491,-1.561,0.13119566,1.6034756,0.071779996,0.17,0.0317,5.25,5.25,,0.52,5.25,,270579999999.99997,0.2844,0.046,54500000000.0,0.1566,2.6591000000000005,0.0529,53340000000.0,0.4035,-79800000000.0,0.201,0.0291,4.8983,1250000000.0,-0.342,-0.0906,20.0158,-0.13699999999999998,5.1278999999999995,-0.36200000000000004,6.384600000000001,-0.33399999999999996,-0.175,0.1567,0.052000000000000005,0.005,27.0227,-0.38799999999999996,-0.055,2.613,-0.064,0.4175,1.1673,4.5542,0.2,4620000000.0,
REFR,2.47,3.287319,3.08,2.47,2.7354286,1.202341,2.459,63.306747,2.459,2.91,5.7,,1.66,2.88,3.08,54.438,-1.94548,-27.781,-0.35170603,-0.06,0.2,0.0692,0.08911,-0.086,0.13119566,13.8,0.23536,6.45,0.083500005,2.47,2.47,,,2.47,,82890000000.0,0.17,0.024,31470000000.0,0.0693,,-0.5,25200000000.0,-0.038900000000000004,-2700000000.0,0.16899999999999998,0.0868,-0.5109,1400000000.0,-0.226,0.8088,-0.1848,-0.332,-0.35,-0.38799999999999996,-0.1794,0.07400000000000001,-0.451,-0.493,-0.004,,0.741,-0.33299999999999996,,0.722,,0.2263,-0.008,-0.11939999999999999,0.3,,
RENN,1.66,2.3164492,2.2814,1.66,2.2211428,2.180602,1.58,0.1410003,1.58,2.09,5.5,-2.8652053,0.45,2.07,2.2814,0.257,-0.14607,-0.846,-0.3412705,-0.73,4.436,0.0018000001,0.14276,-2.25,0.13119566,0.47150585,0.50069,0.98,,1.59,1.59,,,1.59,,38000000000.0,0.259,0.5007,23310000000.0,0.4068,,0.0,4200000000.0,-0.3333,-51100000000.0,0.136,0.01,-0.586,349800000000.0,0.665,0.015300000000000001,2.1433,-0.139,-0.3761,-0.348,-0.3333,-0.20800000000000002,-1.426,-0.62,0.496,0.008,3.6444,1.995,-0.551,0.446,-0.146,0.1246,-0.19469999999999998,-0.0654,,,
RETO,0.475,0.7868116,0.72,0.475,0.7254,2.035992,0.502,0.36352903,0.502,0.607,1.92,,0.3,0.6,0.72,0.794,-0.01942,9.963,-0.5414258,,2.115,,0.00225,-0.032,0.13119566,0.2789598,0.50436,0.33,,0.5602,0.5602,,,0.5602,,10830000000.0,0.2605,0.5044,22760000000.0,-0.2699,,0.0,12820000000.0,-0.3975,,0.0023,0.0044,-0.5509000000000001,36940000000.0,,,-0.3,,-0.5966,,-0.4578,,,-0.6875,,,1.0,-0.033,,,,-0.0406,-0.2797,-0.28600000000000003,,,
SBE,10.45,9.958413,13.7099,10.45,10.281428,,10.27,,10.27,12.55,13.7099,,9.38,12.6,13.7099,,,,0.075102806,,0.127,0.0002,0.54444003,,0.13119566,98.385826,,0.04,,10.42,10.42,,,10.42,,328250000000.0,0.2234,,31410000000.0,0.0097,,,22180000000.0,0.013600000000000001,,0.5444,0.0003,0.06309999999999999,,,,0.053399999999999996,,,,0.0663,,,0.2223,,,0.363,,,,,0.2434,0.2504,0.2846,,,
SNDE,1.86,2.8363044,2.23,1.86,2.298143,,1.83,0.1021011,1.83,2.19,23.78,,,2.12,2.23,2.707,0.13558,2.536,-0.87346935,,54.988,0.0424,0.28173,2.829,0.13119566,0.03873573,0.0029199999,1.2,0.042600002,1.86,1.86,,,1.86,0.7529163,25130000000.0,0.175,0.0029,6870000000.0,0.0,,0.0,6840000000.0,-0.253,-39600000000.0,0.22699999999999998,0.0426,-0.46549999999999997,203600000000.0,-0.315,-0.1567,-0.4904,-0.048,-0.883,-0.10800000000000001,-0.9029,0.3038,-0.002,-0.9081,0.05,0.835,1.1855,0.235,-0.03,-0.315,-0.19399999999999998,0.0728,-0.08929999999999999,-0.6544,,1530000000.0,
SRNE,6.94,5.512391,8.535,6.94,9.760285,2.926421,6.71,58.416782,6.71,8.2,19.39,2.3658721,1.39,8.19,8.535,45.615,,-9.411,1.9406781,3.44,0.612,0.2875,0.17858,-1.639,0.13119566,13.298367,0.34213,1.03,0.29299998,6.8,6.8,,0.04,6.8,,1730000000.0,0.1808,0.3421,216960000000.0,0.11939999999999999,-0.3054,0.0,213790000000.0,-0.4421,-270200000000.0,0.245,0.3431,0.4163,35500000000.0,-0.14800000000000002,0.8432,2.9208999999999996,-0.494,1.8797,-2.9789999999999996,1.0533,-0.111,-0.9129999999999999,-0.5774,0.524,0.6809999999999999,4.8957,0.385,,0.226,,0.0144,-0.1007,0.6796,0.37,40310000000.0,
XBIO,0.92,0.9749203,1.14,0.92,1.0995715,2.438127,0.9,34.74791,0.9,1.05,1.96,-2.0612,0.44,1.03,1.14,-13.814,,0.322,-0.39194632,-0.5,2.439,0.0626,0.07433,-2.447,0.13119566,0.42255023,0.14719,0.96,0.0769,0.92,0.92,,,0.92,,5720000000.0,0.1704,0.1472,6290000000.0,0.08929999999999999,0.21899999999999997,0.0,5370000000.0,-0.2391,-13600000000.0,0.027999999999999997,0.07339999999999999,-0.2391,200000000.0,0.344,-0.2271,0.5889,-0.647,-0.4376,-0.812,-0.3712,0.314,,-0.4593,,,1.4086,,,0.903,,0.054299999999999994,-0.048600000000000004,-0.038900000000000004,,,
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,dayLow,ask,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,dayHigh,52WeekChange,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,priceToSalesTrailing12Months,forwardPE,enterpriseToRevenue,profitMargins,enterpriseToEbitda,forwardEps,pegRatio,trailingAnnualDividendYield,trailingAnnualDividendRate,trailingPE,earningsQuarterlyGrowth,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,52W High,52W Low,EPS Q/Q,SMA20,SMA50,SMA200,EPS next Y,Sales,ROI,Sales past 5Y,Gross Margin,Sales Q/Q,Oper. Margin,Profit Margin,Avg Volume,EPS next 5Y,Payout
AAU,0.8891,0.92,0.49884057,1.045,0.8891,0.72342855,0.92,1.640261,0.83,0.83,1.03,1.045,0.21,1.02,1.045,0.21917808,0.485,0.0063,0.16375,-0.03,0.13119566,2.1443298,0.049450003,1.07,0.0066000004,0.92,,,,,,,,,,,,90770000000.0,0.1585,0.07200000000000001,117240000000.0,0.3075,0.0,111670000000.0,0.20129999999999998,-3100000000.0,0.059000000000000004,0.0068000000000000005,0.8145,-0.032,0.5963,2.2366,-0.054000000000000006,0.2526,-0.059000000000000004,0.5095000000000001,0.317,0.09570000000000001,3.8562,-0.455,0.43560000000000004,0.5424,1.0624,,,,,,,,,,,
AXGN,10.75,,10.159637,13.49,10.75,11.447715,,0.734113,12.14,12.14,13.08,18.84,7.16,12.85,13.49,-0.23159397,2.992,0.0298,0.88807,-0.73,0.13119566,4.304813,0.03601,4.59,0.0364,,5.0074635,-34.81081,3.56,-0.28035998,-12.987,-0.37,,,,,,445590000000.0,0.1981,0.032,39820000000.0,-0.0537,0.0,38630000000.0,-0.066,-28900000000.0,0.8340000000000001,0.030899999999999997,0.0897,-0.231,-0.0252,0.0782,-0.185,-0.2299,-0.226,-0.39909999999999995,0.057999999999999996,-0.31629999999999997,0.7989,-0.135,0.1384,0.1211,0.10039999999999999,0.456,103100000000.0,-0.23800000000000002,0.447,0.7879999999999999,-0.172,-0.293,-0.28,,,
GME,7.09,7.03,4.6522465,9.04,7.09,5.3937144,7.03,1.3835,7.06,7.06,8.59,9.04,2.57,8.58,9.04,0.54130447,5.403,0.8874,1.5262101,-4.902,0.13119566,1.6028132,0.11168,10.68,2.5444,7.03,0.100223765,-66.61539,0.148,-0.060650002,-13.555,-0.13,0.07,,,,,472690000000.0,0.2102,0.075,65000000000.0,-0.07919999999999999,-0.001,48480000000.0,0.4926,-334400000000.0,0.95,,0.528,0.337,-0.106,0.6761,-0.126,0.6299,-0.6729999999999999,0.1661,-0.287,0.0154,2.3385,0.5870000000000001,0.38780000000000003,0.7128,0.8039000000000001,0.985,5600000000.0,-0.424,-0.07,0.281,-0.267,-0.028999999999999998,-0.061,5100000000.0,,
